name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Mateo Kovacic,MID,Chelsea,0,1,0,5.7,2021-08-14,90,Crystal Palace,6,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-10-30,0,Newcastle United,0,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-11-06,0,Burnley,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-11-20,0,Leeds United,0,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-11-28,0,Manchester United,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-12-01,0,Watford,0,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-12-04,0,West Ham,0,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-12-11,0,Leicester City,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2021-12-16,0,Everton,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.8,2021-12-19,25,Wolverhampton,1,False
Mateo Kovacic,MID,Chelsea,0,0,0,2.1,2021-12-26,27,Aston Villa,1,False
Mateo Kovacic,MID,Chelsea,0,1,0,2.2,2021-08-22,71,Arsenal,3,False
Mateo Kovacic,MID,Chelsea,0,0,1,1.9,2021-12-29,90,Brighton,1,True
Mateo Kovacic,MID,Chelsea,3,0,2,8.5,2022-01-02,90,Liverpool,10,True
Mateo Kovacic,MID,Chelsea,0,0,1,2.8,2022-01-15,90,Manchester City,1,False
Mateo Kovacic,MID,Chelsea,0,0,0,1.5,2022-01-18,10,Brighton,1,False
Mateo Kovacic,MID,Chelsea,0,1,0,3.6,2022-01-23,90,Tottenham,3,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.2,2022-02-19,16,Crystal Palace,1,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.4,2022-03-05,20,Burnley,1,False
Mateo Kovacic,MID,Chelsea,0,0,1,2.4,2022-03-10,85,Norwich,2,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.6,2022-03-13,27,Newcastle United,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,2.9,2021-08-28,45,Liverpool,1,False
Mateo Kovacic,MID,Chelsea,0,0,1,3.7,2022-04-02,26,Brentford,1,True
Mateo Kovacic,MID,Chelsea,0,1,0,6.4,2022-04-09,90,Southampton,3,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2022-04-20,0,Arsenal,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2022-04-24,0,West Ham,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2022-04-28,0,Manchester United,0,False
Mateo Kovacic,MID,Chelsea,0,0,1,7.1,2022-05-01,45,Everton,1,False
Mateo Kovacic,MID,Chelsea,0,0,2,6.3,2022-05-07,90,Wolverhampton,2,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.5,2022-05-11,29,Leicester City,1,False
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2022-05-19,0,Leeds United,0,True
Mateo Kovacic,MID,Chelsea,0,0,0,0.0,2022-05-22,0,Watford,0,True
Mateo Kovacic,MID,Chelsea,2,1,0,9.6,2021-09-11,90,Aston Villa,13,True
Mateo Kovacic,MID,Chelsea,0,1,0,9.3,2021-09-19,90,Tottenham,6,False
Mateo Kovacic,MID,Chelsea,0,0,1,3.1,2021-09-25,90,Manchester City,2,True
Mateo Kovacic,MID,Chelsea,0,0,1,4.2,2021-10-02,72,Southampton,2,True
Mateo Kovacic,MID,Chelsea,0,1,0,2.8,2021-10-16,64,Brentford,2,False
Mateo Kovacic,MID,Chelsea,2,1,0,12.9,2021-10-23,90,Norwich,11,True
