name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Richarlison de Andrade,FWD,Everton,0,0.0,2021-12-16,0,Chelsea,0,False
Richarlison de Andrade,FWD,Everton,3,14.0,2021-12-06,90,Arsenal,9,True
Richarlison de Andrade,FWD,Everton,0,4.8,2021-12-01,90,Liverpool,5,True
Richarlison de Andrade,FWD,Everton,3,13.0,2021-08-14,88,Southampton,11,True
Richarlison de Andrade,FWD,Everton,0,0.0,2021-11-28,0,Brentford,0,False
Richarlison de Andrade,FWD,Everton,0,4.0,2022-02-08,90,Newcastle United,2,False
Richarlison de Andrade,FWD,Everton,0,7.9,2021-08-21,90,Leicester City,2,False
Richarlison de Andrade,FWD,Everton,0,0.0,2021-12-12,57,Crystal Palace,1,False
Richarlison de Andrade,FWD,Everton,0,6.2,2021-11-01,90,Wolverhampton,2,False
Richarlison de Andrade,FWD,Everton,0,1.6,2021-11-07,90,Tottenham,1,True
Richarlison de Andrade,FWD,Everton,0,3.6,2021-08-28,90,Brighton,1,False
Richarlison de Andrade,FWD,Everton,0,0.4,2021-11-21,90,Manchester City,1,False
Richarlison de Andrade,FWD,Everton,0,3.7,2022-01-22,90,Aston Villa,2,True
Richarlison de Andrade,FWD,Everton,0,3.2,2022-03-13,90,Wolverhampton,2,True
Richarlison de Andrade,FWD,Everton,0,1.1,2022-03-17,87,Newcastle United,1,True
Richarlison de Andrade,FWD,Everton,0,2.7,2022-02-19,90,Southampton,2,False
Richarlison de Andrade,FWD,Everton,0,9.8,2022-02-12,85,Leicester City,5,True
Richarlison de Andrade,FWD,Everton,0,1.9,2022-03-07,90,Tottenham,2,False
Richarlison de Andrade,FWD,Everton,0,5.6,2022-02-26,90,Manchester City,2,True
Richarlison de Andrade,FWD,Everton,0,0.0,2022-01-02,0,Brighton,0,True
Richarlison de Andrade,FWD,Everton,2,9.8,2022-01-15,36,Norwich,7,False
Richarlison de Andrade,FWD,Everton,0,0.0,2022-05-22,0,Arsenal,0,False
Richarlison de Andrade,FWD,Everton,0,8.0,2022-05-08,90,Leeds United,5,False
Richarlison de Andrade,FWD,Everton,0,2.9,2021-09-13,80,Burnley,2,True
Richarlison de Andrade,FWD,Everton,0,8.9,2022-05-11,90,Watford,2,False
Richarlison de Andrade,FWD,Everton,0,0.0,2021-09-18,0,Aston Villa,0,False
Richarlison de Andrade,FWD,Everton,0,10.5,2022-04-03,90,West Ham,4,False
Richarlison de Andrade,FWD,Everton,3,25.0,2022-04-06,90,Burnley,13,False
Richarlison de Andrade,FWD,Everton,0,4.3,2022-04-09,90,Manchester United,2,True
Richarlison de Andrade,FWD,Everton,0,0.0,2021-09-25,0,Norwich,0,True
Richarlison de Andrade,FWD,Everton,0,0.0,2021-10-02,0,Manchester United,0,False
Richarlison de Andrade,FWD,Everton,0,0.0,2021-10-17,0,West Ham,0,True
Richarlison de Andrade,FWD,Everton,0,7.7,2021-10-23,30,Watford,4,True
Richarlison de Andrade,FWD,Everton,3,13.1,2022-05-15,90,Brentford,12,True
Richarlison de Andrade,FWD,Everton,1,8.5,2022-05-19,90,Crystal Palace,7,True
Richarlison de Andrade,FWD,Everton,2,8.0,2022-05-01,79,Chelsea,8,True
Richarlison de Andrade,FWD,Everton,2,7.6,2022-04-20,90,Leeds United,7,True
Richarlison de Andrade,FWD,Everton,0,6.1,2022-04-24,90,Liverpool,1,False
