name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Emmanuel Dennis,FWD,Watford,3,9.6,2021-12-01,90,Chelsea,9,True
Emmanuel Dennis,FWD,Watford,0,2.0,2021-11-07,73,Arsenal,2,False
Emmanuel Dennis,FWD,Watford,3,8.4,2021-12-10,90,Brentford,9,False
Emmanuel Dennis,FWD,Watford,3,18.3,2021-08-14,65,Aston Villa,12,True
Emmanuel Dennis,FWD,Watford,0,0.0,2021-10-30,0,Southampton,0,True
Emmanuel Dennis,FWD,Watford,0,5.6,2021-12-04,90,Manchester City,2,True
Emmanuel Dennis,FWD,Watford,0,5.0,2021-08-21,90,Brighton,2,False
Emmanuel Dennis,FWD,Watford,3,13.2,2021-11-20,90,Manchester United,14,True
Emmanuel Dennis,FWD,Watford,1,12.5,2021-11-28,70,Leeds United,10,False
Emmanuel Dennis,FWD,Watford,1,9.7,2021-12-28,90,West Ham,7,True
Emmanuel Dennis,FWD,Watford,0,2.3,2022-01-01,45,Tottenham,1,True
Emmanuel Dennis,FWD,Watford,0,5.2,2022-01-15,83,Newcastle United,2,False
Emmanuel Dennis,FWD,Watford,0,2.1,2022-01-21,77,Norwich,-1,True
Emmanuel Dennis,FWD,Watford,0,0.0,2022-02-05,0,Burnley,0,False
Emmanuel Dennis,FWD,Watford,0,4.6,2022-02-08,90,West Ham,2,False
Emmanuel Dennis,FWD,Watford,0,1.7,2022-02-12,90,Brighton,1,True
Emmanuel Dennis,FWD,Watford,3,11.2,2022-02-19,85,Aston Villa,9,False
Emmanuel Dennis,FWD,Watford,0,4.8,2022-02-23,90,Crystal Palace,2,True
Emmanuel Dennis,FWD,Watford,0,2.5,2021-08-29,90,Tottenham,1,False
Emmanuel Dennis,FWD,Watford,0,3.2,2022-03-13,86,Southampton,2,False
Emmanuel Dennis,FWD,Watford,0,3.5,2022-02-26,90,Manchester United,2,False
Emmanuel Dennis,FWD,Watford,0,7.4,2022-03-06,90,Arsenal,2,True
Emmanuel Dennis,FWD,Watford,0,3.0,2022-03-10,90,Wolverhampton,2,False
Emmanuel Dennis,FWD,Watford,0,0.1,2022-04-02,12,Liverpool,1,False
Emmanuel Dennis,FWD,Watford,0,3.1,2022-04-09,51,Leicester City,1,True
Emmanuel Dennis,FWD,Watford,2,9.7,2022-04-16,90,Brentford,8,True
Emmanuel Dennis,FWD,Watford,0,9.0,2022-04-23,90,Manchester City,5,False
Emmanuel Dennis,FWD,Watford,0,0.0,2022-05-22,0,Chelsea,0,False
Emmanuel Dennis,FWD,Watford,0,7.5,2022-04-30,90,Burnley,2,True
Emmanuel Dennis,FWD,Watford,0,0.7,2022-05-07,72,Crystal Palace,2,False
Emmanuel Dennis,FWD,Watford,0,0.0,2022-05-11,0,Everton,0,True
Emmanuel Dennis,FWD,Watford,0,1.3,2021-09-11,90,Wolverhampton,1,True
Emmanuel Dennis,FWD,Watford,0,7.4,2021-09-18,72,Norwich,6,False
Emmanuel Dennis,FWD,Watford,0,8.2,2021-09-25,74,Newcastle United,1,True
Emmanuel Dennis,FWD,Watford,0,6.3,2021-10-02,90,Leicester City,1,False
Emmanuel Dennis,FWD,Watford,0,0.7,2021-10-16,68,Liverpool,2,True
Emmanuel Dennis,FWD,Watford,0,0.0,2022-05-15,0,Leeds United,0,True
Emmanuel Dennis,FWD,Watford,2,15.4,2021-10-23,26,Everton,12,False
