name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Jamie Vardy,FWD,Leicester,0,12.1,2021-08-14,90,Wolverhampton,5,True
Jamie Vardy,FWD,Leicester,0,4.1,2021-10-30,90,Arsenal,1,True
Jamie Vardy,FWD,Leicester,0,0.8,2021-11-07,90,Leicester City,2,False
Jamie Vardy,FWD,Leicester,0,0.7,2021-11-20,90,Chelsea,2,True
Jamie Vardy,FWD,Leicester,2,15.0,2021-11-28,90,Watford,12,True
Jamie Vardy,FWD,Leicester,0,4.5,2021-12-01,90,Southampton,2,False
Jamie Vardy,FWD,Leicester,0,0.1,2021-12-05,25,Aston Villa,1,False
Jamie Vardy,FWD,Leicester,0,0.0,2021-12-12,0,Newcastle United,0,True
Jamie Vardy,FWD,Leicester,0,0.0,2021-12-26,0,Manchester City,0,False
Jamie Vardy,FWD,Leicester,0,0.6,2021-08-23,80,West Ham,2,False
Jamie Vardy,FWD,Leicester,0,5.7,2021-12-28,90,Liverpool,2,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-01-19,0,Tottenham,0,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-01-23,0,Brighton,0,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-02-10,0,Liverpool,0,False
Jamie Vardy,FWD,Leicester,0,0.0,2022-02-13,0,West Ham,0,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-02-20,0,Wolverhampton,0,False
Jamie Vardy,FWD,Leicester,3,9.5,2022-03-01,18,Burnley,11,False
Jamie Vardy,FWD,Leicester,0,0.5,2022-03-05,60,Leicester City,2,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-03-13,0,Arsenal,0,False
Jamie Vardy,FWD,Leicester,3,10.7,2021-08-28,90,Norwich,12,False
Jamie Vardy,FWD,Leicester,0,0.0,2022-03-20,0,Brentford,0,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-04-02,0,Manchester United,0,False
Jamie Vardy,FWD,Leicester,0,0.0,2022-04-10,0,Crystal Palace,0,True
Jamie Vardy,FWD,Leicester,0,0.0,2022-04-17,0,Newcastle United,0,False
Jamie Vardy,FWD,Leicester,0,0.0,2022-04-20,0,Everton,0,False
Jamie Vardy,FWD,Leicester,0,0.3,2022-04-23,19,Aston Villa,1,True
Jamie Vardy,FWD,Leicester,0,1.0,2022-05-01,23,Tottenham,1,False
Jamie Vardy,FWD,Leicester,0,1.8,2022-05-08,24,Everton,1,True
Jamie Vardy,FWD,Leicester,3,18.6,2022-05-11,90,Norwich,13,True
Jamie Vardy,FWD,Leicester,3,12.1,2022-05-15,80,Watford,13,False
Jamie Vardy,FWD,Leicester,0,0.5,2022-05-19,77,Chelsea,2,False
Jamie Vardy,FWD,Leicester,1,0.0,2022-05-22,90,Southampton,10,True
Jamie Vardy,FWD,Leicester,0,3.0,2021-09-11,90,Manchester City,2,True
Jamie Vardy,FWD,Leicester,2,11.9,2021-09-19,90,Brighton,8,False
Jamie Vardy,FWD,Leicester,3,18.2,2021-09-25,90,Burnley,11,True
Jamie Vardy,FWD,Leicester,2,7.4,2021-10-03,90,Crystal Palace,8,False
Jamie Vardy,FWD,Leicester,2,11.1,2021-10-16,90,Manchester United,8,True
Jamie Vardy,FWD,Leicester,0,0.0,2021-10-24,45,Brentford,1,False
