name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Mads Bidstrup,MID,Brentford,0.0,0,0,0,1,0,0,0.5,10,Arsenal,0,0,1,True,0
Mads Bidstrup,MID,Brentford,0.7,0,0,0,92,0,0,0.0,0,Burnley,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.5,0,0,0,102,0,0,0.0,0,Norwich,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.5,0,0,0,116,0,0,0.0,0,Newcastle United,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,122,0,0,0.0,0,Everton,0,0,0,True,0
Mads Bidstrup,MID,Brentford,-0.5,0,0,0,140,0,0,0.0,0,Tottenham,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,143,0,0,0.0,0,Leicester City,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.5,0,0,0,152,0,0,0.0,0,Watford,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,182,0,0,0.0,0,Brighton,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.5,0,0,0,13,0,0,0.3,3,Crystal Palace,0,0,1,False,0
Mads Bidstrup,MID,Brentford,-0.8,0,0,0,192,0,0,0.0,15,Manchester City,0,0,1,True,0
Mads Bidstrup,MID,Brentford,0.4,0,0,0,202,0,0,0.0,0,Aston Villa,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.4,0,0,0,176,0,0,0.0,0,Southampton,0,0,0,False,0
Mads Bidstrup,MID,Brentford,-1.1,0,0,0,214,0,0,0.0,0,Liverpool,0,0,0,False,0
Mads Bidstrup,MID,Brentford,-1.1,0,0,0,162,0,0,0.0,0,Manchester United,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,222,0,0,0.0,0,Wolverhampton,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,238,0,0,0.0,0,Manchester City,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,241,0,0,0.0,0,Crystal Palace,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,251,0,0,0.0,0,Arsenal,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,262,0,0,0.0,0,Newcastle United,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,277,0,0,0.0,0,Norwich,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,282,0,0,0.0,0,Burnley,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.2,0,0,0,21,0,0,0.0,0,Aston Villa,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,293,0,0,0.0,0,Leeds United,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,303,0,0,0.0,0,Chelsea,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,313,0,0,0.0,0,West Ham,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,328,0,0,0.0,0,Watford,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,332,0,0,0.0,0,Tottenham,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,344,0,0,0.0,0,Manchester United,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,352,0,0,0.0,0,Southampton,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,362,0,0,0.0,0,Everton,0,0,0,False,0
Mads Bidstrup,MID,Brentford,0.0,0,0,0,372,0,0,0.0,0,Leicester City,0,0,0,True,0
Mads Bidstrup,MID,Brentford,-0.2,0,0,0,32,0,0,0.0,0,Brighton,0,0,0,True,0
Mads Bidstrup,MID,Brentford,-0.3,0,0,0,50,0,0,0.0,0,Wolverhampton,0,0,0,False,0
Mads Bidstrup,MID,Brentford,-1.0,0,0,0,52,0,0,0.0,0,Liverpool,0,0,0,True,0
Mads Bidstrup,MID,Brentford,-0.3,0,0,0,69,0,0,0.0,8,West Ham,0,0,1,False,0
Mads Bidstrup,MID,Brentford,-0.7,0,0,0,73,0,0,0.0,0,Chelsea,0,0,0,True,0
Mads Bidstrup,MID,Brentford,0.2,0,0,0,82,0,0,0.0,0,Leeds United,0,0,0,True,0
