name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-08-13,0,Arsenal,0,True
Saman Ghoddos,MID,Brentford,0,0,0,7.8,2021-10-30,32,Burnley,5,False
Saman Ghoddos,MID,Brentford,0,0,0,4.0,2021-11-06,45,Norwich,4,True
Saman Ghoddos,MID,Brentford,0,0,2,0.9,2021-11-20,58,Newcastle United,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-11-28,0,Everton,0,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-12-02,0,Tottenham,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-12-05,0,Leicester City,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.9,2021-12-10,21,Watford,4,True
Saman Ghoddos,MID,Brentford,0,0,0,1.4,2021-12-26,24,Brighton,1,False
Saman Ghoddos,MID,Brentford,0,0,0,0.3,2021-08-21,20,Crystal Palace,1,False
Saman Ghoddos,MID,Brentford,0,0,0,0.1,2021-12-29,8,Manchester City,1,True
Saman Ghoddos,MID,Brentford,0,0,0,0.9,2022-01-02,36,Aston Villa,1,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-01-11,0,Southampton,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-01-16,0,Liverpool,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-01-19,0,Manchester United,0,True
Saman Ghoddos,MID,Brentford,0,0,0,2.1,2022-01-22,7,Wolverhampton,1,True
Saman Ghoddos,MID,Brentford,0,0,1,1.8,2022-02-09,61,Manchester City,2,False
Saman Ghoddos,MID,Brentford,0,0,0,0.1,2022-02-12,8,Crystal Palace,1,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-02-19,6,Arsenal,1,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-02-26,0,Newcastle United,0,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-03-05,0,Norwich,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-03-12,0,Burnley,0,True
Saman Ghoddos,MID,Brentford,0,0,1,7.2,2021-08-28,65,Aston Villa,2,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-03-20,0,Leeds United,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-04-02,0,Chelsea,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-04-10,0,West Ham,0,True
Saman Ghoddos,MID,Brentford,0,0,0,1.0,2022-04-16,24,Watford,1,False
Saman Ghoddos,MID,Brentford,0,1,0,2.4,2022-04-23,77,Tottenham,3,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-05-02,0,Manchester United,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-05-07,0,Southampton,0,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-05-15,0,Everton,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2022-05-22,0,Leicester City,0,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-09-11,0,Brighton,0,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-09-18,0,Wolverhampton,0,False
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-09-25,0,Liverpool,0,True
Saman Ghoddos,MID,Brentford,0,0,0,0.0,2021-10-03,0,West Ham,0,False
Saman Ghoddos,MID,Brentford,0,0,0,4.6,2021-10-16,18,Chelsea,1,True
Saman Ghoddos,MID,Brentford,0,0,0,0.5,2021-10-24,14,Leeds United,1,True
