name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Neal Maupay,FWD,Brighton,0,0.0,2021-12-15,0,Wolverhampton,0,True
Neal Maupay,FWD,Brighton,0,8.8,2021-12-26,90,Brentford,6,True
Neal Maupay,FWD,Brighton,0,11.5,2021-08-14,90,Burnley,5,False
Neal Maupay,FWD,Brighton,1,6.7,2021-08-21,45,Watford,6,True
Neal Maupay,FWD,Brighton,0,4.9,2021-11-27,67,Leicester City,2,True
Neal Maupay,FWD,Brighton,3,8.8,2021-12-01,90,West Ham,8,False
Neal Maupay,FWD,Brighton,0,0.2,2021-11-06,24,Newcastle United,0,True
Neal Maupay,FWD,Brighton,0,0.0,2021-11-20,11,Aston Villa,1,False
Neal Maupay,FWD,Brighton,0,0.0,2021-10-30,0,Liverpool,0,False
Neal Maupay,FWD,Brighton,3,9.6,2021-12-04,90,Southampton,9,False
Neal Maupay,FWD,Brighton,0,7.7,2021-12-29,90,Chelsea,2,False
Neal Maupay,FWD,Brighton,0,5.3,2022-01-02,90,Everton,5,False
Neal Maupay,FWD,Brighton,0,1.2,2022-01-14,90,Crystal Palace,5,True
Neal Maupay,FWD,Brighton,0,2.1,2022-01-18,28,Chelsea,1,True
Neal Maupay,FWD,Brighton,0,4.3,2022-02-26,90,Aston Villa,2,True
Neal Maupay,FWD,Brighton,0,5.7,2021-08-28,90,Everton,2,True
Neal Maupay,FWD,Brighton,0,9.6,2022-02-12,90,Watford,6,False
Neal Maupay,FWD,Brighton,0,0.8,2022-02-15,69,Manchester United,2,False
Neal Maupay,FWD,Brighton,0,8.6,2022-01-23,90,Leeds United,5,False
Neal Maupay,FWD,Brighton,0,4.3,2022-04-02,78,Norwich,0,True
Neal Maupay,FWD,Brighton,0,2.9,2022-03-12,90,Liverpool,1,True
Neal Maupay,FWD,Brighton,0,4.0,2022-03-16,90,Tottenham,1,True
Neal Maupay,FWD,Brighton,0,2.3,2022-02-19,90,Burnley,2,True
Neal Maupay,FWD,Brighton,0,0.0,2022-04-09,0,Arsenal,0,False
Neal Maupay,FWD,Brighton,0,3.7,2022-03-05,31,Newcastle United,1,False
Neal Maupay,FWD,Brighton,0,0.0,2022-04-30,0,Wolverhampton,0,False
Neal Maupay,FWD,Brighton,0,0.0,2022-04-16,0,Tottenham,0,False
Neal Maupay,FWD,Brighton,0,0.2,2022-04-20,13,Manchester City,1,False
Neal Maupay,FWD,Brighton,0,1.6,2022-04-24,84,Southampton,2,True
Neal Maupay,FWD,Brighton,0,1.1,2021-09-11,90,Brentford,2,False
Neal Maupay,FWD,Brighton,0,0.0,2022-05-22,45,West Ham,0,True
Neal Maupay,FWD,Brighton,0,0.0,2022-05-15,0,Leicester City,0,False
Neal Maupay,FWD,Brighton,1,7.7,2021-09-19,90,Leeds United,7,True
Neal Maupay,FWD,Brighton,3,5.4,2021-09-27,90,Crystal Palace,9,False
Neal Maupay,FWD,Brighton,0,3.5,2021-10-02,90,Arsenal,1,True
Neal Maupay,FWD,Brighton,0,4.8,2021-10-16,90,Norwich,2,False
Neal Maupay,FWD,Brighton,0,0.1,2021-10-23,57,Manchester City,1,True
Neal Maupay,FWD,Brighton,0,0.0,2022-05-07,7,Manchester United,1,True
