name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,total_points,was_home,yellow_cards
Willy Caballero,GK,Southampton,1.6,0,0,0,151,3,90,Arsenal,0,0,0,2,1,False,0
Willy Caballero,GK,Southampton,1.0,0,0,0,165,2,90,Crystal Palace,0,0,0,4,1,False,1
Willy Caballero,GK,Southampton,0.2,0,0,0,189,0,0,West Ham,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,0.0,0,0,0,199,0,0,Tottenham,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.2,0,0,0,176,0,0,Brentford,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.0,0,0,0,220,0,0,Wolverhampton,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,-1.0,0,0,0,229,0,0,Manchester City,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,-0.5,0,0,0,240,0,0,Tottenham,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,-0.5,0,0,0,246,0,0,Manchester United,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,0.0,0,0,0,258,0,0,Everton,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.5,0,0,0,269,0,0,Norwich,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.0,0,0,0,271,0,0,Aston Villa,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,0.0,0,0,0,209,0,0,Newcastle United,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.5,0,0,0,289,0,0,Watford,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.0,0,0,0,305,0,0,Leicester City,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,-0.5,0,0,0,319,0,0,Chelsea,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.0,0,0,0,326,0,0,Arsenal,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.0,0,0,0,292,0,0,Burnley,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,0.0,0,0,0,333,0,0,Brighton,0,0,0,0,0,False,0
Willy Caballero,GK,Southampton,0.0,0,0,0,346,0,0,Crystal Palace,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.5,0,0,0,352,0,0,Brentford,0,0,0,0,0,False,0
Willy Caballero,GKP,Southampton,-1.0,0,0,0,366,0,0,Liverpool,0,0,0,0,0,True,0
Willy Caballero,GK,Southampton,0.0,0,0,0,377,0,0,Leeds United,0,0,0,0,0,False,0
