name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.9,0,0,0,6,1,1,6.2,90,Leicester City,0,0,7,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.5,0,0,1,98,0,0,4.3,90,Tottenham,0,0,2,False,1
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.7,0,0,0,108,2,0,2.4,79,Manchester City,0,0,2,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,2.2,0,0,0,119,0,0,0.0,0,Watford,0,0,0,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.8,0,0,0,125,1,0,3.4,90,Chelsea,0,0,2,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,3.2,2,1,0,134,2,0,6.2,90,Arsenal,0,0,9,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,6.0,0,3,1,144,0,1,10.0,90,Crystal Palace,0,0,11,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,6.0,0,0,1,160,0,0,5.0,90,Norwich,0,0,3,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,6.2,0,0,0,186,1,0,3.7,45,Newcastle United,0,0,1,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,4.0,0,0,0,19,1,0,4.0,75,Southampton,0,0,0,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,6.0,0,0,0,198,0,0,0.0,1,Burnley,0,0,1,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.2,0,0,0,208,0,0,0.0,0,Wolverhampton,0,0,0,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,5.8,1,0,0,211,2,0,6.4,90,Aston Villa,0,0,5,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,5.8,1,0,0,162,1,0,8.4,90,Brentford,0,0,5,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,4.3,0,0,1,228,0,0,4.6,81,West Ham,0,0,3,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.0,0,0,0,233,0,0,0.0,0,Burnley,0,0,0,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.4,0,0,0,246,0,0,0.0,0,Southampton,0,0,0,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.4,0,0,1,174,0,0,4.0,72,Brighton,0,0,3,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,2.7,0,0,0,255,0,1,5.6,23,Leicester City,0,0,6,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,3.4,0,0,1,268,0,0,3.7,61,Watford,0,0,3,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,2.3,0,0,0,275,4,0,6.0,90,Manchester City,0,0,2,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,4.0,1,1,0,288,2,0,7.8,90,Tottenham,0,0,5,True,1
Frederico Rodrigues de Paula Santos,MID,Man Utd,3.5,0,0,1,30,0,0,2.6,90,Wolverhampton,0,0,2,False,1
Frederico Rodrigues de Paula Santos,MID,Man Utd,8.0,0,3,0,307,1,1,9.4,90,Leeds United,0,0,10,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,6.5,0,0,0,314,1,0,0.6,35,Everton,0,0,1,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.0,0,0,0,324,0,0,0.0,0,Norwich,0,0,0,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.0,0,0,0,294,0,0,0.0,0,Liverpool,0,0,0,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.0,0,0,0,331,0,0,0.0,0,Arsenal,0,0,0,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.0,0,0,0,364,0,0,0.0,0,Chelsea,0,0,0,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.0,0,0,0,344,0,0,1.4,19,Brentford,0,0,1,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.8,0,0,0,353,3,0,2.0,45,Brighton,0,0,1,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.3,0,0,0,376,1,0,0.0,74,Crystal Palace,0,0,2,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.7,0,0,0,38,0,0,0.0,0,Newcastle United,0,0,0,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.0,0,0,0,49,1,0,3.4,87,West Ham,0,0,2,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.7,0,0,0,58,1,0,1.3,90,Aston Villa,0,0,1,True,1
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.2,0,0,0,67,1,0,3.2,69,Everton,0,0,2,True,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.0,0,0,0,75,0,0,0.0,0,Leeds United,0,0,0,False,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0.4,0,0,0,88,5,0,1.9,90,Liverpool,0,0,1,True,1
