name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Patrick Bamford,FWD,Leeds,0,0.0,2021-12-18,0,Arsenal,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-12-14,0,Manchester City,0,False
Patrick Bamford,FWD,Leeds,0,1.8,2021-08-14,76,Manchester United,2,False
Patrick Bamford,FWD,Leeds,0,10.3,2021-08-21,90,Everton,4,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-12-11,0,Chelsea,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-30,0,Crystal Palace,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-27,0,Brighton,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-07,0,Leeds United,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-21,0,Tottenham,0,False
Patrick Bamford,FWD,Leeds,0,6.4,2021-12-05,22,Brentford,4,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-31,0,Norwich,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-01-02,0,Burnley,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-01-16,0,West Ham,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-26,0,Tottenham,0,True
Patrick Bamford,FWD,Leeds,0,0.1,2022-03-18,22,Wolverhampton,1,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-09,0,Aston Villa,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-02,0,Southampton,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-12,0,Everton,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-01-22,0,Newcastle United,0,True
Patrick Bamford,FWD,Leeds,2,10.6,2021-08-29,90,Burnley,8,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-20,0,Manchester United,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-23,0,Liverpool,0,False
Patrick Bamford,FWD,Leeds,0,2.1,2022-03-13,45,Norwich,1,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-09,0,Watford,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-03-05,0,Leeds United,0,False
Patrick Bamford,FWD,Leeds,0,1.6,2022-03-10,32,Aston Villa,1,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-25,0,Crystal Palace,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-30,0,Manchester City,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-15,0,Brighton,0,True
Patrick Bamford,FWD,Leeds,0,8.6,2021-09-12,90,Liverpool,2,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-22,0,Brentford,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-08,0,Arsenal,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-11,0,Chelsea,0,True
Patrick Bamford,FWD,Leeds,0,6.4,2021-09-17,90,Newcastle United,5,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-09-25,0,West Ham,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-02,0,Watford,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-16,0,Southampton,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-23,0,Wolverhampton,0,True
