name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Callum Wilson,FWD,Newcastle,1.4,0,0,9,1,10.4,84,West Ham,0,0,6,True,0
Callum Wilson,FWD,Newcastle,3.5,0,0,96,0,0.3,90,Chelsea,0,0,2,True,0
Callum Wilson,FWD,Newcastle,3.5,0,0,103,0,0.9,90,Brighton,0,0,1,False,1
Callum Wilson,FWD,Newcastle,1.7,0,0,116,0,7.8,90,Brentford,0,0,1,True,1
Callum Wilson,FWD,Newcastle,0.5,0,0,121,0,0.7,90,Arsenal,0,0,2,False,0
Callum Wilson,FWD,Newcastle,3.2,0,3,138,1,10.3,90,Norwich,0,0,9,True,0
Callum Wilson,FWD,Newcastle,5.2,0,3,145,1,11.6,90,Burnley,0,0,9,True,0
Callum Wilson,FWD,Newcastle,4.1,0,0,157,0,1.2,90,Leeds United,0,0,2,False,0
Callum Wilson,FWD,Newcastle,2.5,0,0,169,0,0.4,11,Liverpool,0,0,1,False,0
Callum Wilson,FWD,Newcastle,2.2,0,0,175,0,3.5,90,Manchester City,0,0,2,True,0
Callum Wilson,FWD,Newcastle,3.0,0,0,186,0,0.0,45,Manchester United,0,0,1,True,0
Callum Wilson,FWD,Newcastle,3.0,0,0,11,0,2.3,90,Aston Villa,0,0,1,False,1
Callum Wilson,FWD,Newcastle,0.0,0,0,216,0,0.0,0,Watford,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,226,0,0.0,0,Leicester City,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,239,0,0.0,0,Everton,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,247,0,0.0,0,Aston Villa,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,259,0,0.0,0,West Ham,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,262,0,0.0,0,Brentford,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,276,0,0.0,0,Brighton,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,209,0,0.0,0,Southampton,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,284,0,0.0,0,Chelsea,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,195,0,0.0,0,Everton,0,0,0,False,0
Callum Wilson,FWD,Newcastle,4.8,0,3,25,1,7.5,68,Southampton,0,0,9,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,308,0,0.0,0,Tottenham,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,317,0,0.0,0,Wolverhampton,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,325,0,0.0,0,Leeds United,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,296,0,0.0,0,Crystal Palace,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,340,0,0.0,0,Norwich,0,0,0,False,0
Callum Wilson,FWD,Newcastle,-0.2,0,0,345,0,0.0,0,Liverpool,0,0,0,True,0
Callum Wilson,FWD,Newcastle,-0.6,0,0,359,0,2.5,22,Manchester City,0,0,1,False,0
Callum Wilson,FWD,Newcastle,0.1,0,0,365,0,3.6,90,Arsenal,0,0,2,True,0
Callum Wilson,FWD,Newcastle,3.7,0,3,374,2,0.0,90,Burnley,0,0,13,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,38,0,0.0,0,Manchester United,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,46,0,0.0,0,Leicester City,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,60,0,0.0,0,Watford,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,70,0,0.0,0,Wolverhampton,0,0,0,False,0
Callum Wilson,FWD,Newcastle,2.2,0,2,77,1,9.3,76,Tottenham,0,0,8,True,0
Callum Wilson,FWD,Newcastle,2.7,0,0,85,1,5.9,90,Crystal Palace,0,0,5,False,1
