name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Rodrigo Hernandez,MID,Man City,0,1,0,3.4,2021-12-19,67,Newcastle United,2,False
Rodrigo Hernandez,MID,Man City,0,0,0,0.0,2021-12-26,0,Leeds United,0,True
Rodrigo Hernandez,MID,Man City,0,0,0,7.6,2021-12-14,55,Leicester City,4,True
Rodrigo Hernandez,MID,Man City,0,0,0,0.0,2021-08-15,0,Tottenham,0,False
Rodrigo Hernandez,MID,Man City,0,1,0,3.8,2021-08-21,90,Norwich,3,True
Rodrigo Hernandez,MID,Man City,0,1,0,8.6,2021-12-11,90,Wolverhampton,2,True
Rodrigo Hernandez,MID,Man City,0,0,1,4.5,2021-12-01,90,Aston Villa,2,False
Rodrigo Hernandez,MID,Man City,0,0,1,2.1,2021-11-28,90,West Ham,2,True
Rodrigo Hernandez,MID,Man City,0,1,0,5.1,2021-11-06,90,Manchester United,3,False
Rodrigo Hernandez,MID,Man City,0,0,1,3.6,2021-12-04,90,Watford,2,False
Rodrigo Hernandez,MID,Man City,2,1,0,8.3,2021-11-21,90,Everton,10,True
Rodrigo Hernandez,MID,Man City,0,0,2,8.5,2021-10-30,90,Crystal Palace,2,True
Rodrigo Hernandez,MID,Man City,0,0,0,0.0,2021-12-29,0,Brentford,0,False
Rodrigo Hernandez,MID,Man City,0,1,0,4.7,2022-02-09,90,Brentford,3,True
Rodrigo Hernandez,MID,Man City,0,0,0,0.0,2022-02-12,0,Norwich,0,False
Rodrigo Hernandez,MID,Man City,0,0,1,4.0,2022-01-22,90,Southampton,2,False
Rodrigo Hernandez,MID,Man City,0,1,0,10.8,2021-08-28,90,Arsenal,7,True
Rodrigo Hernandez,MID,Man City,0,0,3,5.9,2022-02-19,90,Tottenham,2,True
Rodrigo Hernandez,MID,Man City,0,1,0,5.2,2022-03-14,90,Crystal Palace,3,False
Rodrigo Hernandez,MID,Man City,3,0,1,8.6,2022-01-01,90,Arsenal,9,False
Rodrigo Hernandez,MID,Man City,0,0,1,4.3,2022-03-06,90,Manchester United,2,True
Rodrigo Hernandez,MID,Man City,0,1,0,4.7,2022-01-15,90,Chelsea,3,True
Rodrigo Hernandez,MID,Man City,0,1,0,5.6,2022-02-26,90,Everton,3,False
Rodrigo Hernandez,MID,Man City,0,1,0,3.6,2022-04-02,90,Burnley,3,False
Rodrigo Hernandez,MID,Man City,0,0,2,9.0,2022-05-15,90,West Ham,5,False
Rodrigo Hernandez,MID,Man City,0,0,2,2.5,2022-04-10,90,Liverpool,2,True
Rodrigo Hernandez,MID,Man City,0,1,0,2.3,2021-09-11,90,Leeds United,2,False
Rodrigo Hernandez,MID,Man City,2,0,2,0.0,2022-05-22,90,Aston Villa,9,True
Rodrigo Hernandez,MID,Man City,0,1,0,10.0,2022-05-08,90,Newcastle United,8,True
Rodrigo Hernandez,MID,Man City,0,0,1,2.2,2022-05-11,90,Wolverhampton,2,False
Rodrigo Hernandez,MID,Man City,0,0,0,0.0,2021-09-18,0,Southampton,0,True
Rodrigo Hernandez,MID,Man City,0,1,0,2.9,2021-09-25,90,Chelsea,3,False
Rodrigo Hernandez,MID,Man City,1,1,0,8.4,2022-04-30,82,Leicester City,9,False
Rodrigo Hernandez,MID,Man City,0,0,2,1.7,2021-10-03,90,Liverpool,2,False
Rodrigo Hernandez,MID,Man City,0,1,0,2.3,2021-10-16,90,Burnley,3,True
Rodrigo Hernandez,MID,Man City,0,1,0,3.2,2022-04-20,90,Brighton,3,True
Rodrigo Hernandez,MID,Man City,1,0,1,8.6,2022-04-23,70,Watford,8,True
Rodrigo Hernandez,MID,Man City,0,0,1,2.1,2021-10-23,90,Brighton,2,False
