name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-12-14,0,Aston Villa,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-12-26,0,Arsenal,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-11-30,0,Newcastle United,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-08-14,0,Liverpool,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-12-11,0,Manchester United,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-10-31,0,Leicester City,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-11-06,0,Brentford,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-12-05,0,Tottenham,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-08-21,0,Manchester City,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-11-20,0,Southampton,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-11-27,0,Wolverhampton,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-12-28,0,Crystal Palace,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-01-12,0,West Ham,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-01-15,0,Everton,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-02-25,0,Southampton,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-01-21,0,Watford,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-02-09,0,Crystal Palace,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-02-12,0,Manchester City,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-08-28,0,Leeds United,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-02-19,0,Liverpool,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-04-02,0,Brighton,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-03-13,0,Leicester City,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-03-05,0,Brentford,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-03-10,0,Chelsea,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-04-10,0,Burnley,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-04-16,0,Manchester United,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-04-23,0,Newcastle United,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-04-30,0,Aston Villa,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-05-22,0,Tottenham,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-09-11,0,Arsenal,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-05-08,0,West Ham,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-05-11,0,Leeds United,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2022-05-15,0,Wolverhampton,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-09-18,0,Watford,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-09-25,0,Everton,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-10-02,0,Burnley,0,False
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-10-16,0,Brighton,0,True
Onel Hernández,MID,Norwich,0,0,0,0.0,2021-10-23,0,Chelsea,0,False
