assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,2022-08-06T11:30:00Z,0.0,9,0.0,0.0,0.0,0.0,1,0.0,10567.0,0.0,2,2,0.0,0.0,0,0,0,45,False,0.0
0.0,0.0,3.0,0.0,2.1,292.0,0.01,0.07,0.06,0.56,16,0.0,0.0,2.4,3.4,2022-08-15T19:00:00Z,27.0,7,0.0,0.0,0.0,0.0,2,0.0,7926.0,0.0,1,1,18.0,0.0,-2858,80,2938,45,True,1.0
0.0,0.0,5.0,0.0,0.6,292.0,0.0,0.0,0.0,0.01,27,0.0,0.0,0.4,3.2,2022-08-22T19:00:00Z,5.0,14,0.0,0.0,0.0,0.0,3,0.0,8417.0,0.0,1,2,0.0,1.0,-459,665,1124,45,False,0.0
2.0,0.0,23.0,0.0,25.6,292.0,0.18,0.18,0.0,0.0,36,0.0,0.0,6.2,34.2,2022-08-27T14:00:00Z,21.0,3,0.0,0.0,0.0,0.0,4,0.0,9642.0,0.0,0,9,2.0,7.0,5,1060,1055,45,True,0.0
0.0,0.0,5.0,0.0,23.3,292.0,0.04,0.04,0.0,0.06,48,0.0,0.0,3.0,4.6,2022-08-31T19:00:00Z,19.0,15,0.0,0.0,0.0,0.0,5,0.0,13316.0,0.0,1,2,2.0,1.0,2037,3228,1191,45,True,0.0
0.0,0.0,11.0,0.0,31.3,292.0,0.04,0.21,0.17,0.97,55,0.0,0.0,6.2,14.2,2022-09-03T11:30:00Z,58.0,8,0.0,0.0,0.0,0.0,6,0.0,14971.0,1.0,0,0,16.0,1.0,568,2546,1978,45,False,0.0
0.0,0.0,7.0,0.0,18.2,292.0,0.05,0.05,0.0,0.85,87,2.0,0.0,3.4,7.6,2022-10-01T14:00:00Z,58.0,5,0.0,0.0,0.0,0.0,9,0.0,64577.0,1.0,3,3,8.0,0.0,40323,45334,5011,45,True,0.0
0.0,0.0,12.0,0.0,4.0,292.0,0.01,0.01,0.0,3.09,91,3.0,0.0,2.0,7.6,2022-10-09T15:30:00Z,90.0,1,0.0,0.0,0.0,0.0,10,0.0,61040.0,1.0,2,3,8.0,1.0,-2644,9305,11949,45,False,0.0
0.0,0.0,3.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,106,0.0,0.0,0.0,0.0,2022-10-16T15:30:00Z,1.0,13,0.0,0.0,0.0,0.0,11,0.0,61459.0,0.0,0,1,0.0,1.0,-587,7954,8541,45,True,0.0
1.0,0.0,28.0,1.0,21.3,292.0,0.13,0.13,0.0,1.25,118,0.0,0.0,4.6,23.0,2022-10-19T18:30:00Z,80.0,19,0.0,0.0,0.0,0.0,12,0.0,50596.0,1.0,0,1,2.0,9.0,-6998,4078,11076,45,True,0.0
