assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,3.0,0.0,0.9,394.0,0.0,0.0,0.0,1.74,7,2.0,0.0,0.6,0.0,2022-08-06T14:00:00Z,90.0,15,0.0,0.0,0.0,0.0,1,0.0,171887.0,1.0,0,2,6.0,2.0,0,0,0,60,False,0.0
0.0,0.0,5.0,1.0,14.3,394.0,0.01,0.1,0.09,2.29,18,0.0,0.0,3.3,1.6,2022-08-14T13:00:00Z,90.0,19,0.0,0.0,0.0,0.0,2,0.0,160914.0,1.0,0,1,17.0,1.0,-18911,6297,25208,60,True,1.0
0.0,3.0,32.0,0.0,10.8,394.0,0.0,0.23,0.23,1.51,23,1.0,1.0,7.6,38.0,2022-08-20T14:00:00Z,90.0,8,0.0,0.0,0.0,0.0,3,0.0,143037.0,1.0,1,1,27.0,9.0,-21990,9523,31513,59,False,0.0
0.0,0.0,5.0,0.0,3.3,394.0,0.02,0.14,0.12,2.16,38,2.0,0.0,3.1,1.6,2022-08-28T15:30:00Z,90.0,18,0.0,0.0,0.0,0.0,4,0.0,164821.0,1.0,2,0,26.0,1.0,12784,31958,19174,59,True,1.0
0.0,0.0,1.0,0.0,0.6,394.0,0.0,0.09,0.09,2.07,49,4.0,0.0,0.0,0.0,2022-08-31T18:30:00Z,57.0,13,0.0,0.0,0.0,0.0,5,0.0,155100.0,1.0,0,6,1.0,1.0,-11517,15162,26679,59,False,0.0
0.0,1.0,28.0,0.0,12.0,394.0,0.2,1.01,0.81,0.39,58,2.0,1.0,8.7,34.2,2022-09-03T14:00:00Z,84.0,3,0.0,0.0,0.0,0.0,6,0.0,153003.0,1.0,3,2,41.0,7.0,-5996,24868,30864,59,True,0.0
0.0,0.0,6.0,0.0,11.3,394.0,0.02,0.02,0.0,0.94,78,3.0,0.0,1.5,1.4,2022-09-16T19:00:00Z,90.0,9,0.0,0.0,0.0,0.0,8,0.0,154068.0,1.0,3,2,2.0,2.0,5321,18807,13486,59,True,0.0
0.0,0.0,5.0,0.0,13.4,394.0,0.11,0.27,0.16,1.32,86,4.0,0.0,4.9,11.0,2022-10-03T19:00:00Z,90.0,10,0.0,0.0,0.0,0.0,9,0.0,147873.0,1.0,0,4,25.0,2.0,-8956,13503,22459,59,False,0.0
0.0,0.0,6.0,0.0,15.6,394.0,0.01,0.06,0.05,0.69,99,1.0,0.0,3.0,4.4,2022-10-10T19:00:00Z,90.0,2,0.0,0.0,0.0,0.0,10,0.0,138472.0,1.0,1,1,10.0,2.0,-9887,10753,20640,59,True,0.0
0.0,0.0,-2.0,0.0,1.8,394.0,0.0,0.84,0.84,1.32,110,1.0,0.0,4.5,6.6,2022-10-15T14:00:00Z,90.0,20,0.0,1.0,0.0,0.0,11,0.0,127873.0,1.0,0,1,37.0,0.0,-10899,3862,14761,58,False,0.0
0.0,0.0,4.0,1.0,0.3,394.0,0.0,0.03,0.03,1.58,114,0.0,0.0,0.3,0.0,2022-10-18T18:30:00Z,85.0,5,0.0,0.0,0.0,0.0,12,0.0,112356.0,1.0,0,0,4.0,2.0,-10732,2169,12901,58,False,0.0
