assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,220,0.0,0.0,0.0,0.0,2023-02-04T15:00:00Z,0.0,12,0.0,0.0,0.0,0.0,22,0.0,204.0,0.0,0,3,0.0,0.0,160,169,9,45,True,0.0
0.0,2.0,23.0,0.0,0.4,721.0,0.0,0.23,0.23,0.36,229,0.0,1.0,5.6,36.6,2023-02-11T15:00:00Z,20.0,17,0.0,0.0,0.0,0.0,23,0.0,366.0,0.0,2,1,19.0,8.0,108,144,36,45,False,0.0
0.0,0.0,-2.0,0.0,0.8,721.0,0.0,0.0,0.0,0.14,240,0.0,0.0,0.6,5.6,2023-02-18T15:00:00Z,20.0,3,0.0,0.0,0.0,0.0,24,0.0,6425.0,0.0,1,0,0.0,0.0,5890,6172,282,45,True,1.0
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,244,0.0,0.0,0.0,0.0,2023-02-24T20:00:00Z,0.0,9,0.0,0.0,0.0,0.0,25,0.0,9900.0,0.0,1,1,0.0,0.0,1444,2875,1431,45,False,0.0
0.0,0.0,2.0,0.0,1.3,721.0,0.0,0.0,0.0,1.41,67,2.0,0.0,0.3,1.4,2023-03-01T20:00:00Z,26.0,12,0.0,0.0,0.0,0.0,25,0.0,9900.0,0.0,0,2,0.0,1.0,1444,2875,1431,45,False,0.0
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,260,0.0,0.0,0.0,0.0,2023-03-04T15:00:00Z,0.0,18,0.0,0.0,0.0,0.0,26,0.0,5585.0,0.0,0,1,0.0,0.0,-2319,140,2459,45,True,0.0
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,268,0.0,0.0,0.0,0.0,2023-03-12T16:30:00Z,0.0,15,0.0,0.0,0.0,0.0,27,0.0,3633.0,0.0,1,2,0.0,0.0,-1978,118,2096,45,False,0.0
0.0,0.0,9.0,0.0,24.6,721.0,0.04,0.06,0.02,1.47,280,4.0,0.0,4.5,18.6,2023-03-18T15:00:00Z,90.0,11,0.0,0.0,0.0,0.0,28,0.0,2948.0,1.0,4,2,2.0,1.0,-654,105,759,45,True,1.0
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,289,0.0,0.0,0.0,0.0,2023-04-01T14:00:00Z,0.0,16,0.0,0.0,0.0,0.0,29,0.0,2334.0,0.0,1,1,0.0,0.0,-701,65,766,45,False,0.0
0.0,0.0,6.0,1.0,12.6,721.0,0.02,0.02,0.0,1.05,300,0.0,0.0,4.1,22.6,2023-04-08T14:00:00Z,90.0,6,0.0,0.0,0.0,0.0,30,0.0,2193.0,1.0,0,1,6.0,2.0,-211,43,254,45,True,1.0
0.0,0.0,10.0,1.0,6.1,721.0,0.01,0.01,0.0,0.86,310,0.0,0.0,2.1,13.2,2023-04-15T14:00:00Z,72.0,4,0.0,0.0,0.0,0.0,31,0.0,2335.0,1.0,0,2,2.0,2.0,91,250,159,45,True,1.0
0.0,0.0,14.0,0.0,13.1,721.0,0.01,0.01,0.0,2.42,317,2.0,0.0,2.6,13.0,2023-04-22T14:00:00Z,90.0,10,0.0,0.0,0.0,0.0,32,0.0,2426.0,1.0,1,2,0.0,2.0,39,206,167,45,False,0.0
0.0,0.0,1.0,0.0,0.0,721.0,0.0,0.0,0.0,0.41,327,0.0,0.0,0.8,8.4,2023-04-25T18:30:00Z,22.0,7,0.0,0.0,0.0,0.0,33,0.0,2427.0,0.0,0,2,0.0,0.0,12,200,188,45,True,1.0
0.0,0.0,3.0,0.0,11.8,721.0,0.02,0.02,0.0,1.88,334,4.0,0.0,1.5,3.6,2023-04-29T14:00:00Z,45.0,5,0.0,0.0,0.0,0.0,34,0.0,2251.0,1.0,0,6,0.0,1.0,-175,85,260,45,False,0.0
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,350,0.0,0.0,0.0,0.0,2023-05-06T14:00:00Z,0.0,2,0.0,0.0,0.0,0.0,35,0.0,2268.0,0.0,0,1,0.0,0.0,-23,153,176,45,True,0.0
0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,359,0.0,0.0,0.0,0.0,2023-05-13T14:00:00Z,0.0,14,0.0,0.0,0.0,0.0,36,0.0,2120.0,0.0,0,2,0.0,0.0,-163,47,210,45,False,0.0
0.0,0.0,12.0,0.0,1.3,721.0,0.0,0.05,0.05,1.98,370,1.0,0.0,2.8,10.0,2023-05-20T14:00:00Z,90.0,8,0.0,0.0,0.0,0.0,37,0.0,2064.0,1.0,1,1,17.0,2.0,-73,65,138,45,True,0.0
0.0,0.0,6.0,0.0,0.0,721.0,0.01,0.01,0.0,2.37,371,5.0,0.0,0.0,0.0,2023-05-28T15:30:00Z,84.0,1,0.0,0.0,0.0,0.0,38,0.0,2120.0,1.0,0,5,0.0,2.0,29,86,57,45,False,0.0
0.0,2.0,84.0,2.0,72.0,12978.0,0.11,0.41000000000000003,0.3,14.350000000000001,,18.0,1.0,24.900000000000002,133.0,,649.0,,0.0,0.0,0.0,0.0,,0.0,61499.0,7.0,,,46.0,21.0,,,,,,5.0
Games played: 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
