name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Kacper Kozłowski,Brighton,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Tottenham,3.4
Kacper Kozłowski,Brighton,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Brentford,-0.81
Kacper Kozłowski,Brighton,Brentford,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Nottingham Forest,
Kacper Kozłowski,Brighton,Nottingham Forest,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Manchester City,2.32
Kacper Kozłowski,Brighton,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Chelsea,-1.01
Kacper Kozłowski,Brighton,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Wolverhampton,-6.54
Kacper Kozłowski,Brighton,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Aston Villa,3.43
Kacper Kozłowski,Brighton,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Southampton,-0.93
Kacper Kozłowski,Brighton,Southampton,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Arsenal,0.47
Kacper Kozłowski,Brighton,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Everton,-1.22
Kacper Kozłowski,Brighton,Everton,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Newcastle United,-0.13
Kacper Kozłowski,Brighton,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Liverpool,1.77
Kacper Kozłowski,Brighton,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Leeds United,-0.21
Kacper Kozłowski,Brighton,Leeds United,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Bournemouth,
Kacper Kozłowski,Brighton,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Crystal Palace,0.6
Kacper Kozłowski,Brighton,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Fulham,
Kacper Kozłowski,Brighton,Fulham,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,West Ham,-2.91
Kacper Kozłowski,Brighton,West Ham,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Leicester City,-1.63
Kacper Kozłowski,Brighton,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Crystal Palace,-0.07
Kacper Kozłowski,Brighton,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Brentford,-3.01
Kacper Kozłowski,Brighton,Brentford,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Bournemouth,
Kacper Kozłowski,Brighton,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,West Ham,-1.66
Kacper Kozłowski,Brighton,West Ham,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Tottenham,
Kacper Kozłowski,Brighton,Tottenham,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Chelsea,-1.14
Kacper Kozłowski,Brighton,Chelsea,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Nottingham Forest,
Kacper Kozłowski,Brighton,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Wolverhampton,1.32
Kacper Kozłowski,Brighton,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Manchester United,
Kacper Kozłowski,Brighton,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Everton,3.86
Kacper Kozłowski,Brighton,Everton,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Arsenal,
Kacper Kozłowski,Brighton,Arsenal,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Newcastle United,
Kacper Kozłowski,Brighton,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Southampton,
Kacper Kozłowski,Brighton,Southampton,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Manchester City,5.78
Kacper Kozłowski,Brighton,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Aston Villa,2.85
Kacper Kozłowski,Brighton,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Leicester City,-1.84
Kacper Kozłowski,Brighton,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Fulham,0.07
Kacper Kozłowski,Brighton,Fulham,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Leeds United,-2.88
Kacper Kozłowski,Brighton,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Liverpool,-2.6
Kacper Kozłowski,Brighton,Liverpool,False,0,0,0.0,0,0,0,False,,Wolves,False,Manchester United,-0.63
