name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Nampalys Mendy,Leicester,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Bournemouth,
Nampalys Mendy,Leicester,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,True,Crystal Palace,-0.43
Nampalys Mendy,Leicester,Crystal Palace,2022-10-15,True,Sub,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,False,0.0,0.0,8.33,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,True,Leicester City,2.25
Nampalys Mendy,Leicester,Leicester City,2022-10-20,True,Sub,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,0.33,0.0,12.75,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,False,Wolverhampton,3.01
Nampalys Mendy,Leicester,Wolverhampton,2022-10-23,False,Sub,29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,0.5,0.0,16.0,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,True,Manchester City,2.25
Nampalys Mendy,Leicester,Manchester City,2022-10-29,True,Sub,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,False,0.6,0.0,20.83,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,False,Everton,1.31
Nampalys Mendy,Leicester,Everton,2022-11-05,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.8,0.0,18.0,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,False,West Ham,-0.48
Nampalys Mendy,Leicester,West Ham,2022-11-12,False,Sub,21,0.0,0.06,0.0,0.0,1,1.0,0.0,0.3,0,0,0,False,1.0,0.0,18.38,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Newcastle United,2.07
Nampalys Mendy,Leicester,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.01,16.33,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Liverpool,-0.04
Nampalys Mendy,Leicester,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.01,14.7,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,True,Fulham,
Nampalys Mendy,Leicester,Fulham,2023-01-03,True,Sub,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.6,0.01,15.0,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Arsenal,-1.31
Nampalys Mendy,Leicester,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.01,13.75,0.0,0.0,0.02,0.03,0.02,2.0,Leicester,False,Nottingham Forest,
Nampalys Mendy,Leicester,Nottingham Forest,2023-01-14,False,DMC,67,0.0,0.0,0.0,0.0,2,0.0,0.0,1.1,0,0,1,True,0.4,0.01,17.85,0.0,0.0,0.02,0.03,0.02,2.0,Leicester,True,Brighton,-0.74
Nampalys Mendy,Leicester,Brighton,2023-01-21,True,MC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,0,2,True,0.6,0.0,23.0,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,False,Aston Villa,-0.96
Nampalys Mendy,Leicester,Aston Villa,2023-02-04,False,Sub,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,1.0,0.0,23.0,0.0,0.0,0.02,0.03,0.02,8.0,Leicester,True,Tottenham,3.95
Nampalys Mendy,Leicester,Tottenham,2023-02-11,True,DMC,68,1.0,0.03,0.0,0.01,8,1.0,1.0,7.6,1,0,1,True,1.2,0.0,25.81,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Manchester United,0.11
Nampalys Mendy,Leicester,Manchester United,2023-02-19,False,DMC,58,0.0,0.0,0.0,0.02,0,0.0,1.0,1.6,0,0,2,True,2.6,0.01,27.71,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Arsenal,-1.32
Nampalys Mendy,Leicester,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,2.6,0.01,26.17,0.0,0.0,0.02,0.03,0.02,2.0,Leicester,False,Southampton,-3.27
Nampalys Mendy,Leicester,Southampton,2023-03-04,False,DMC,67,0.0,0.0,0.0,0.0,2,0.0,0.0,0.8,0,0,1,True,2.2,0.01,28.32,0.0,0.0,0.02,0.03,0.02,2.0,Leicester,True,Chelsea,-2.98
Nampalys Mendy,Leicester,Chelsea,2023-03-11,True,MC,65,0.0,0.0,0.0,0.0,2,0.0,0.0,1.5,0,0,2,True,2.2,0.01,30.15,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Brentford,-4.9
Nampalys Mendy,Leicester,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,2.4,0.01,28.71,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Crystal Palace,2.07
Nampalys Mendy,Leicester,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,27.41,0.0,0.0,0.02,0.03,0.02,2.0,Leicester,True,Aston Villa,-0.34
Nampalys Mendy,Leicester,Aston Villa,2023-04-04,True,MC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.8,0,0,2,True,0.8,0.0,30.13,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Southampton,1.76
Nampalys Mendy,Leicester,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.2,0.0,28.88,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Bournemouth,
Nampalys Mendy,Leicester,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,27.72,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,False,Manchester City,1.46
Nampalys Mendy,Leicester,Manchester City,2023-04-15,False,Sub,28,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,0,False,0.4,0.0,27.73,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,True,Wolverhampton,-1.75
Nampalys Mendy,Leicester,Wolverhampton,2023-04-22,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.6,0.0,26.89,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Leicester City,1.46
Nampalys Mendy,Leicester,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,25.93,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Everton,4.46
Nampalys Mendy,Leicester,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,25.03,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Fulham,
Nampalys Mendy,Leicester,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,24.2,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Liverpool,-0.21
Nampalys Mendy,Leicester,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,23.42,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,False,Newcastle United,1.84
Nampalys Mendy,Leicester,Newcastle United,2023-05-22,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.2,0.0,22.72,0.0,0.0,0.02,0.03,0.02,1.0,Leicester,True,West Ham,-0.48
Nampalys Mendy,Leicester,West Ham,2023-05-28,True,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,False,0.2,0.0,22.61,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Chelsea,-5.34
Nampalys Mendy,Leicester,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,21.94,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Manchester United,-2.56
Nampalys Mendy,Leicester,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,21.31,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Brighton,-2.14
Nampalys Mendy,Leicester,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,20.72,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,False,Tottenham,3.38
Nampalys Mendy,Leicester,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,20.16,0.0,0.0,0.02,0.03,0.02,0.0,Leicester,True,Nottingham Forest,
Nampalys Mendy,Leicester,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,19.63,0.0,0.0,0.02,0.03,0.02,,Wolves,False,Manchester United,0.79
