name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Garang Kuol,Newcastle,Arsenal,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Fulham,
Garang Kuol,Newcastle,Fulham,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Crystal Palace,-1.13
Garang Kuol,Newcastle,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,West Ham,0.49
Garang Kuol,Newcastle,West Ham,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Bournemouth,
Garang Kuol,Newcastle,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Liverpool,1.47
Garang Kuol,Newcastle,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Manchester City,4.63
Garang Kuol,Newcastle,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Wolverhampton,-2.98
Garang Kuol,Newcastle,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Nottingham Forest,
Garang Kuol,Newcastle,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Manchester United,-0.55
Garang Kuol,Newcastle,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,West Ham,1.45
Garang Kuol,Newcastle,West Ham,False,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Brentford,-3.75
Garang Kuol,Newcastle,Brentford,False,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Aston Villa,3.3
Garang Kuol,Newcastle,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Tottenham,-0.29
Garang Kuol,Newcastle,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Everton,2.82
Garang Kuol,Newcastle,Everton,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Southampton,0.18
Garang Kuol,Newcastle,Southampton,True,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Arsenal,-3.04
Garang Kuol,Newcastle,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Leicester City,-1.89
Garang Kuol,Newcastle,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Brighton,-4.31
Garang Kuol,Newcastle,Brighton,True,0,0,0.0,0,0,0,False,0.0,Newcastle,True,Leeds United,-5.38
Garang Kuol,Newcastle,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Newcastle,False,Chelsea,0.52
Garang Kuol,Newcastle,Chelsea,False,0,0,0.0,0,0,0,False,,Wolves,False,Manchester United,-0.63
