name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Philippe Coutinho Correia,Aston Villa,Bournemouth,2022-08-06,False,FWL,81,0,0.06,0,0.04,2,2,1,4.4,0,0,2,False,0.0,0.0,81.0,5,3,3.37,2.93,0.06,2
Philippe Coutinho Correia,Aston Villa,Nottingham Forest,2022-10-10,False,FWL,64,0,0.08,0,0.01,2,2,1,3.2,0,0,1,False,2.0,0.06,72.5,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Chelsea,2022-10-16,True,Sub,16,0,0.01,0,0.0,1,1,0,1.0,0,0,0,False,2.0,0.07,53.67,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Brentford,2022-10-23,True,Sub,19,0,0.0,0,0.0,1,0,0,0.1,0,0,0,False,1.67,0.05,45.0,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Newcastle United,2022-10-29,False,Sub,29,0,0.0,0,0.0,1,0,0,0.4,0,0,1,False,1.5,0.04,41.8,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Liverpool,2022-12-26,True,Sub,5,0,0.0,0,0.0,1,0,0,0.7,0,0,0,False,1.4,0.03,35.67,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Tottenham,2023-01-01,False,Sub,12,0,0.0,0,0.0,1,0,0,0.4,0,0,0,False,1.2,0.02,32.29,5,3,3.37,2.93,0.06,0
Philippe Coutinho Correia,Aston Villa,Wolverhampton,2023-01-04,True,Sub,45,0,0.0,0,0.0,0,0,0,1.3,0,0,0,False,1.0,0.0,33.88,5,3,3.37,2.93,0.06,0
Philippe Coutinho Correia,Aston Villa,Everton,2022-08-13,True,AMC,59,0,0.0,0,0.0,0,0,0,0.7,0,0,0,False,0.8,0.0,36.67,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Leicester City,2023-01-13,True,Sub,9,0,0.01,0,0.0,1,1,0,0.3,0,0,1,False,0.6,0.0,33.9,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Southampton,2023-01-21,False,Sub,21,0,0.0,0,0.0,1,0,0,0.3,0,0,0,False,0.6,0.0,32.73,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Leeds United,2023-02-04,True,Sub,45,0,0.1,0,0.11,1,2,1,2.1,0,0,1,False,0.6,0.0,33.75,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Manchester City,2023-02-12,False,Sub,14,0,0.01,0,0.0,1,1,0,2.7,0,0,0,False,0.6,0.02,32.23,5,3,3.37,2.93,0.06,8
Philippe Coutinho Correia,Aston Villa,Arsenal,2023-02-18,True,ML,61,1,0.1,0,0.01,8,1,1,7.4,1,0,2,True,0.8,0.02,34.29,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Crystal Palace,2022-08-20,False,Sub,17,0,0.07,0,0.0,1,3,0,4.6,0,0,0,False,2.4,0.04,33.13,5,3,3.37,2.93,0.06,3
Philippe Coutinho Correia,Aston Villa,West Ham,2022-08-28,True,AMC,65,0,0.01,0,0.05,3,1,2,5.0,0,1,0,False,2.4,0.05,35.12,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Arsenal,2022-08-31,False,Sub,17,0,0.0,0,0.0,1,0,0,0.3,0,0,1,False,2.8,0.06,34.06,5,3,3.37,2.93,0.06,1
Philippe Coutinho Correia,Aston Villa,Manchester City,2022-09-03,True,Sub,25,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,2.8,0.04,33.56,5,3,3.37,2.93,0.06,2
Philippe Coutinho Correia,Aston Villa,Southampton,2022-09-16,True,AMC,83,0,0.18,0,0.08,2,3,1,5.7,0,1,0,False,2.8,0.03,36.16,5,3,3.37,2.93,0.06,3
Philippe Coutinho Correia,Aston Villa,Leicester City,2022-10-02,False,FWL,90,0,0.76,0,0.08,3,4,1,8.0,0,1,0,False,1.6,0.05,38.85,5,3,3.37,2.93,0.06,1
