name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Bernardo Veiga de Carvalho e Silva,Man City,West Ham,False,12,1,0.9,0,0,0,False,3.0,Man City,True,Southampton,-1.98
Bernardo Veiga de Carvalho e Silva,Man City,Southampton,True,77,3,1.2,0,1,0,False,2.0,Man City,False,Liverpool,-0.75
Bernardo Veiga de Carvalho e Silva,Man City,Liverpool,False,90,2,2.6,0,0,1,False,9.0,Man City,True,Brighton,-3.14
Bernardo Veiga de Carvalho e Silva,Man City,Brighton,True,90,9,4.8,1,0,1,False,3.0,Man City,False,Leeds United,-0.78
Bernardo Veiga de Carvalho e Silva,Man City,Leeds United,False,90,3,5.7,0,1,0,False,1.0,Man City,True,Fulham,
Bernardo Veiga de Carvalho e Silva,Man City,Fulham,True,90,1,5.5,0,0,1,False,2.0,Man City,True,Brentford,-2.21
Bernardo Veiga de Carvalho e Silva,Man City,Brentford,True,90,2,8.8,0,0,2,True,0.0,Man City,False,Leicester City,-4.33
Bernardo Veiga de Carvalho e Silva,Man City,Leicester City,False,0,0,0.0,0,0,0,False,1.0,Man City,True,Everton,-2.28
Bernardo Veiga de Carvalho e Silva,Man City,Everton,True,86,1,3.5,0,0,1,True,1.0,Man City,False,Chelsea,-2.24
Bernardo Veiga de Carvalho e Silva,Man City,Chelsea,False,59,1,5.4,0,0,0,True,1.0,Man City,True,Bournemouth,
Bernardo Veiga de Carvalho e Silva,Man City,Bournemouth,True,25,1,0.8,0,0,0,False,2.0,Man City,False,Manchester United,-1.51
Bernardo Veiga de Carvalho e Silva,Man City,Manchester United,False,90,2,1.8,0,0,2,True,1.0,Man City,True,Tottenham,6.86
Bernardo Veiga de Carvalho e Silva,Man City,Tottenham,True,9,1,0.2,0,0,0,False,1.0,Man City,True,Wolverhampton,-0.23
Bernardo Veiga de Carvalho e Silva,Man City,Wolverhampton,True,13,1,2.7,0,0,0,False,2.0,Man City,False,Tottenham,0.63
Bernardo Veiga de Carvalho e Silva,Man City,Tottenham,False,83,2,2.7,0,0,1,True,2.0,Man City,True,Aston Villa,0.75
Bernardo Veiga de Carvalho e Silva,Man City,Aston Villa,True,90,2,2.6,0,0,1,True,1.0,Man City,False,Arsenal,-0.86
Bernardo Veiga de Carvalho e Silva,Man City,Arsenal,False,90,1,2.8,0,0,1,True,10.0,Man City,False,Nottingham Forest,
Bernardo Veiga de Carvalho e Silva,Man City,Nottingham Forest,False,90,10,7.3,3,0,1,True,0.0,Man City,False,Bournemouth,
Bernardo Veiga de Carvalho e Silva,Man City,Bournemouth,False,0,0,0.0,0,0,0,False,6.0,Man City,True,Newcastle United,-4.65
Bernardo Veiga de Carvalho e Silva,Man City,Newcastle United,True,25,6,5.8,0,0,0,False,3.0,Man City,False,Crystal Palace,-0.84
Bernardo Veiga de Carvalho e Silva,Man City,Crystal Palace,False,78,3,2.5,0,1,0,True,1.0,Man City,True,Liverpool,
Bernardo Veiga de Carvalho e Silva,Man City,Liverpool,True,7,1,0.4,0,0,0,False,13.0,Man City,False,Newcastle United,-2.55
Bernardo Veiga de Carvalho e Silva,Man City,Newcastle United,False,90,13,13.4,3,0,3,False,1.0,Man City,False,Southampton,
Bernardo Veiga de Carvalho e Silva,Man City,Southampton,False,34,1,3.0,0,0,1,False,1.0,Man City,True,Leeds United,0.66
Bernardo Veiga de Carvalho e Silva,Man City,Leeds United,True,90,1,3.5,0,0,1,True,2.0,Man City,True,Arsenal,-4.53
Bernardo Veiga de Carvalho e Silva,Man City,Arsenal,True,90,2,4.4,0,0,1,True,1.0,Man City,False,Fulham,
Bernardo Veiga de Carvalho e Silva,Man City,Fulham,False,7,1,0.0,0,0,0,False,3.0,Man City,True,West Ham,-2.19
Bernardo Veiga de Carvalho e Silva,Man City,West Ham,True,90,3,4.1,0,1,0,True,1.0,Man City,True,Leicester City,-6.74
Bernardo Veiga de Carvalho e Silva,Man City,Leicester City,True,3,1,0.0,0,0,0,False,1.0,Man City,False,Everton,
Bernardo Veiga de Carvalho e Silva,Man City,Everton,False,12,1,0.2,0,0,0,False,0.0,Man City,True,Chelsea,
Bernardo Veiga de Carvalho e Silva,Man City,Chelsea,True,0,0,0.0,0,0,0,False,1.0,Man City,False,Brighton,-5.24
Bernardo Veiga de Carvalho e Silva,Man City,Brighton,False,83,1,5.8,0,0,1,True,0.0,Man City,False,Brentford,
Bernardo Veiga de Carvalho e Silva,Man City,Brentford,False,0,0,0.0,0,0,0,False,9.0,Man City,True,Crystal Palace,2.59
Bernardo Veiga de Carvalho e Silva,Man City,Crystal Palace,True,90,9,15.4,2,0,2,False,6.0,Man City,True,Nottingham Forest,-4.96
Bernardo Veiga de Carvalho e Silva,Man City,Nottingham Forest,True,90,6,5.6,0,1,0,False,3.0,Man City,False,Aston Villa,0.45
Bernardo Veiga de Carvalho e Silva,Man City,Aston Villa,False,72,3,2.0,0,1,0,False,6.0,Man City,False,Wolverhampton,-3.6
Bernardo Veiga de Carvalho e Silva,Man City,Wolverhampton,False,71,6,6.3,0,1,0,False,5.0,Man City,True,Manchester United,-0.61
Bernardo Veiga de Carvalho e Silva,Man City,Manchester United,True,90,5,11.4,0,0,3,False,,Nott'm Forest,False,Arsenal,4.71
