name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Steven Alzate,Brighton,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Tottenham,3.4
Steven Alzate,Brighton,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Brentford,-0.81
Steven Alzate,Brighton,Brentford,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Nottingham Forest,
Steven Alzate,Brighton,Nottingham Forest,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Manchester City,2.32
Steven Alzate,Brighton,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Chelsea,-1.01
Steven Alzate,Brighton,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Wolverhampton,-6.54
Steven Alzate,Brighton,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Aston Villa,3.43
Steven Alzate,Brighton,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Southampton,-0.93
Steven Alzate,Brighton,Southampton,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Arsenal,0.47
Steven Alzate,Brighton,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Everton,-1.22
Steven Alzate,Brighton,Everton,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Newcastle United,-0.13
Steven Alzate,Brighton,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Liverpool,1.77
Steven Alzate,Brighton,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Leeds United,-0.21
Steven Alzate,Brighton,Leeds United,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Bournemouth,
Steven Alzate,Brighton,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Crystal Palace,0.6
Steven Alzate,Brighton,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Fulham,
Steven Alzate,Brighton,Fulham,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,West Ham,-2.91
Steven Alzate,Brighton,West Ham,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Leicester City,-1.63
Steven Alzate,Brighton,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Crystal Palace,-0.07
Steven Alzate,Brighton,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Brentford,-3.01
Steven Alzate,Brighton,Brentford,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Bournemouth,
Steven Alzate,Brighton,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,West Ham,-1.66
Steven Alzate,Brighton,West Ham,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Tottenham,
Steven Alzate,Brighton,Tottenham,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Chelsea,-1.14
Steven Alzate,Brighton,Chelsea,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Nottingham Forest,
Steven Alzate,Brighton,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Wolverhampton,1.32
Steven Alzate,Brighton,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Manchester United,
Steven Alzate,Brighton,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Everton,3.86
Steven Alzate,Brighton,Everton,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Arsenal,
Steven Alzate,Brighton,Arsenal,False,0,0,0.0,0,0,0,False,0.0,Brighton,False,Newcastle United,
Steven Alzate,Brighton,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Southampton,
Steven Alzate,Brighton,Southampton,True,0,0,0.0,0,0,0,False,0.0,Brighton,True,Manchester City,5.78
Steven Alzate,Brighton,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Aston Villa,2.85
Steven Alzate,Brighton,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Leicester City,-1.84
Steven Alzate,Brighton,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Fulham,0.07
Steven Alzate,Brighton,Fulham,False,0,0,0.0,0,0,0,False,0.0,Brighton,True,Leeds United,-2.88
Steven Alzate,Brighton,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Brighton,False,Liverpool,-2.6
Steven Alzate,Brighton,Liverpool,False,0,0,0.0,0,0,0,False,,Wolves,False,Manchester United,-0.63
