name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Sean Longstaff,Newcastle,Nottingham Forest,2022-08-06,True,Sub,10,0,0.0,0,0.4005250036716461,1,0,1,1.7,0,0,0,False
Sean Longstaff,Newcastle,Brentford,2022-10-08,True,MC,90,0,0.0,0,0.0,2,0,0,1.5,0,0,1,False
Sean Longstaff,Newcastle,Manchester United,2022-10-16,False,MC,90,0,0.0,0,0.0,3,0,0,1.7,0,1,0,False
Sean Longstaff,Newcastle,Everton,2022-10-19,True,MC,90,0,0.0,0,0.1297110021114349,3,0,2,3.6,0,1,0,False
Sean Longstaff,Newcastle,Tottenham,2022-10-23,False,MC,90,0,0.0,1,0.2658720016479492,5,0,2,5.8,0,0,1,False
Sean Longstaff,Newcastle,Aston Villa,2022-10-29,True,MC,90,0,0.0867208987474441,0,0.4910840094089508,3,3,1,4.9,0,1,0,False
Sean Longstaff,Newcastle,Southampton,2022-11-06,False,MC,90,0,0.4383859932422638,0,0.0,2,1,0,1.6,0,0,1,False
Sean Longstaff,Newcastle,Chelsea,2022-11-12,True,MC,90,0,0.9552969932556152,0,0.0271211005747318,2,2,1,6.4,0,1,0,True
Sean Longstaff,Newcastle,Leeds United,2022-12-26,False,MC,90,0,0.0,0,0.0,3,0,0,1.1,0,1,0,True
Sean Longstaff,Newcastle,Leicester City,2022-12-31,True,MC,90,0,0.3608039915561676,0,0.0,3,2,0,2.6,0,1,0,True
Sean Longstaff,Newcastle,Arsenal,2023-01-03,False,MC,90,0,0.0402438007295131,0,0.0,3,1,0,2.0,0,1,0,True
Sean Longstaff,Newcastle,Brighton,2022-08-13,False,Sub,14,0,0.0,0,0.0,1,0,0,0.1,0,0,0,False
Sean Longstaff,Newcastle,Fulham,2023-01-15,True,MC,90,0,0.147037997841835,0,0.3060570061206817,3,2,4,8.0,0,1,0,True
Sean Longstaff,Newcastle,Crystal Palace,2023-01-21,False,MC,90,0,0.0,0,0.0,3,0,0,3.5,0,1,0,True
Sean Longstaff,Newcastle,West Ham,2023-02-04,True,MC,90,0,0.0,1,0.3105069994926452,6,0,1,5.0,1,0,1,True
Sean Longstaff,Newcastle,Bournemouth,2023-02-11,False,MC,90,0,0.807017982006073,0,0.0,5,3,0,8.0,0,0,1,True
Sean Longstaff,Newcastle,Liverpool,2023-02-18,True,MC,90,0,0.0,0,0.0,2,0,0,1.9,0,0,2,True
Sean Longstaff,Newcastle,Manchester City,2023-03-04,False,MC,62,0,0.1013640016317367,0,0.0,2,1,0,1.6,0,0,1,True
Sean Longstaff,Newcastle,Wolverhampton,2023-03-12,True,MC,90,0,0.0,0,0.0,2,0,0,0.6,0,0,1,True
Sean Longstaff,Newcastle,Nottingham Forest,2023-03-17,False,MC,90,0,0.084857702255249,0,0.0807493031024932,2,2,1,3.3,0,0,1,True
Sean Longstaff,Newcastle,Manchester United,2023-04-02,True,MC,90,0,0.1404130011796951,0,0.0,3,2,0,2.1,0,1,0,True
Sean Longstaff,Newcastle,West Ham,2023-04-05,False,MC,90,0,0.0,0,0.0,2,0,0,1.9,0,0,1,True
Sean Longstaff,Newcastle,Manchester City,2022-08-21,True,Sub,20,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False
Sean Longstaff,Newcastle,Brentford,2023-04-08,False,MC,45,0,0.1273159980773925,0,0.0,1,2,0,1.5,0,0,1,True
Sean Longstaff,Newcastle,Aston Villa,2023-04-15,False,Sub,22,0,0.0,0,0.0,1,0,0,0.5,0,0,1,False
Sean Longstaff,Newcastle,Tottenham,2023-04-23,True,MC,90,0,0.2589301466941833,1,0.4870468080043793,5,3,2,6.6,0,0,1,True
Sean Longstaff,Newcastle,Everton,2023-04-27,False,MC,73,0,0.0,0,0.1191959679126739,3,0,1,0.0,0,1,0,True
Sean Longstaff,Newcastle,Leeds United,2023-05-22,True,MC,90,0,0.1981301456689834,0,0.0171016287058591,3,3,1,5.1,0,1,0,True
Sean Longstaff,Newcastle,Wolverhampton,2022-08-28,False,MC,90,0,0.1120480000972747,0,0.0,2,2,0,3.9,0,0,1,False
Sean Longstaff,Newcastle,Liverpool,2022-08-31,False,MC,90,0,0.0,1,0.3744980096817016,6,0,1,4.7,1,0,2,False
Sean Longstaff,Newcastle,Crystal Palace,2022-09-03,True,MC,90,0,0.1018560007214546,0,0.3088830113410949,2,2,2,8.1,0,1,0,False
Sean Longstaff,Newcastle,Bournemouth,2022-09-17,True,Sub,18,0,0.0,0,0.0125238997861742,1,0,1,2.3,0,0,0,False
Sean Longstaff,Newcastle,Fulham,2022-10-01,False,MC,90,1,0.5658050179481506,0,0.1201860010623931,7,2,2,11.5,0,0,1,False
