name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Noni Madueke,Chelsea,Fulham,2023-02-03,True,Sub,45,0,0.0,0,0.07,1,0,1,3.4,0,0,0,False,0.0,0.0,45.0,0,0,0,0,0,2
Noni Madueke,Chelsea,West Ham,2023-02-11,False,AMR,67,0,0.1,0,0.0,2,2,0,4.2,0,0,1,True,1.0,0.0,56.0,0,0,0,0,0,2
Noni Madueke,Chelsea,Southampton,2023-02-18,True,AMR,63,0,0.04,0,0.05,2,1,2,5.2,0,0,1,True,1.5,0.05,58.33,0,0,0,0,0,1
Noni Madueke,Chelsea,Leicester City,2023-03-04,True,Sub,6,0,0.0,0,0.05,1,0,1,1.3,0,0,0,False,1.67,0.05,45.25,0,0,0,0,0,1
Noni Madueke,Chelsea,Aston Villa,2023-04-01,True,Sub,33,0,0.06,0,0.14,1,1,2,4.1,0,0,0,False,1.5,0.03,42.8,0,0,0,0,0,1
Noni Madueke,Chelsea,Brentford,2023-04-26,True,Sub,11,0,0.12,0,0.0,1,1,0,0.9,0,0,0,False,1.4,0.04,37.5,0,0,0,0,0,8
Noni Madueke,Chelsea,Arsenal,2023-05-02,False,FWR,78,1,0.28,0,0.0,8,1,0,7.1,1,0,3,True,1.4,0.06,43.29,0,0,0,0,0,2
Noni Madueke,Chelsea,Bournemouth,2023-05-06,False,FWR,75,0,0.25,0,0.0,2,3,0,6.9,0,0,1,True,2.6,0.1,47.25,0,0,0,0,0,2
Noni Madueke,Chelsea,Nottingham Forest,2023-05-13,True,FWR,72,0,0.0,0,0.0,2,0,0,3.1,0,0,2,True,2.6,0.14,50.0,0,0,0,0,0,1
Noni Madueke,Chelsea,Manchester City,2023-05-21,False,Sub,21,0,0.0,0,0.1,1,0,2,3.3,0,0,0,False,2.8,0.14,47.1,0,0,0,0,0,2
Noni Madueke,Chelsea,Manchester United,2023-05-25,False,FWR,81,0,0.0,0,0.03,2,0,1,5.1,0,0,4,True,2.8,0.13,50.18,0,0,0,0,0,3
Noni Madueke,Chelsea,Newcastle United,2023-05-28,True,AMR,87,0,0.14,0,0.07,3,3,3,0.0,1,0,1,True,3.0,0.11,53.25,0,0,0,0,0,2
