name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Adam Lallana,Brighton,Manchester United,2022-08-07,False,AMC,75,0,0.0,0,0.1869249939918518,2,0,3,6.2,0,0,1,False
Adam Lallana,Brighton,Tottenham,2022-10-08,True,Sub,8,0,0.0,0,0.0,1,0,0,1.4,0,0,0,False
Adam Lallana,Brighton,Brentford,2022-10-14,False,Sub,22,0,0.0551818013191223,0,0.1818819940090179,1,1,2,5.9,0,0,0,False
Adam Lallana,Brighton,Nottingham Forest,2022-10-18,True,AMC,63,0,0.0496034994721412,0,0.1869309991598129,3,1,3,5.2,0,1,0,False
Adam Lallana,Brighton,Manchester City,2022-10-22,False,FW,45,0,0.0,0,0.0,1,0,0,0.3,0,0,2,False
Adam Lallana,Brighton,Chelsea,2022-10-29,True,AMC,64,0,0.0470005013048648,0,0.0,2,1,0,0.9,0,0,1,False
Adam Lallana,Brighton,Wolverhampton,2022-11-05,False,AMC,64,1,0.4031650125980377,1,0.1879809945821762,13,1,2,10.4,3,0,2,False
Adam Lallana,Brighton,Aston Villa,2022-11-13,True,AMC,4,0,0.0,0,0.0,1,0,0,0.0,0,0,0,True
Adam Lallana,Brighton,Southampton,2022-12-26,False,AMC,66,1,0.0610545985400676,0,0.0,9,1,0,5.4,1,1,0,True
Adam Lallana,Brighton,Arsenal,2022-12-31,True,AMC,60,0,0.0,0,0.0714339017868042,2,0,1,1.6,0,0,3,True
Adam Lallana,Brighton,Everton,2023-01-03,False,Sub,12,0,0.0,0,0.0,1,0,0,0.1,0,0,1,False
Adam Lallana,Brighton,Newcastle United,2022-08-13,True,AMC,64,0,0.5104069709777832,0,0.0,3,2,0,5.0,0,1,0,False
Adam Lallana,Brighton,Liverpool,2023-01-14,True,AMC,65,0,0.0662479996681213,0,0.1136770024895668,3,1,2,3.7,0,1,0,True
Adam Lallana,Brighton,Leeds United,2023-01-21,False,AMC,29,0,0.0,0,0.0,1,0,0,0.9,0,0,0,True
Adam Lallana,Brighton,West Ham,2022-08-21,False,AMC,62,0,0.0,0,0.0398741997778415,3,0,1,1.4,0,1,0,False
Adam Lallana,Brighton,Liverpool,2022-10-01,False,Sub,14,0,0.0,0,0.0,1,0,0,0.1,0,0,0,False
