name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Saïd Benrahma,West Ham,Manchester City,2022-08-07,True,Sub,33,0.0,0.02,0.0,0.0,1,1.0,0.0,2.0,0,0,1,False,0.0,0.0,33.0,8.0,6.0,6.13,4.79,0.06,0,West Ham,True,Fulham,-1.16
Saïd Benrahma,West Ham,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.02,16.5,8.0,6.0,6.13,4.79,0.06,4,West Ham,False,Southampton,0.62
Saïd Benrahma,West Ham,Southampton,2022-10-16,False,Sub,31,0.0,0.12,1.0,0.04,4,3.0,2.0,7.7,0,0,0,False,0.5,0.01,21.33,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Liverpool,0.54
Saïd Benrahma,West Ham,Liverpool,2022-10-19,False,Sub,29,0.0,0.3,0.0,0.0,1,1.0,0.0,2.5,0,0,0,False,1.67,0.38,23.25,8.0,6.0,6.13,4.79,0.06,8,West Ham,True,Bournemouth,-1.59
Saïd Benrahma,West Ham,Bournemouth,2022-10-24,True,AML,90,1.0,1.06,0.0,0.02,8,8.0,1.0,12.3,0,1,0,False,1.5,0.36,36.6,8.0,6.0,6.13,4.79,0.06,2,West Ham,False,Manchester United,1.98
Saïd Benrahma,West Ham,Manchester United,2022-10-30,False,AML,90,0.0,0.11,0.0,0.1,2,3.0,2.0,7.6,0,0,1,False,2.8,0.5,45.5,8.0,6.0,6.13,4.79,0.06,7,West Ham,True,Crystal Palace,1.39
Saïd Benrahma,West Ham,Crystal Palace,2022-11-06,True,AML,63,1.0,0.03,0.0,0.0,7,1.0,0.0,4.5,0,0,1,False,3.0,0.52,48.0,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Leeds United,-1.15
Saïd Benrahma,West Ham,Leeds United,2022-11-12,True,AML,90,0.0,0.12,0.0,0.06,2,3.0,2.0,7.9,0,0,2,True,4.4,0.52,53.25,8.0,6.0,6.13,4.79,0.06,7,West Ham,False,Arsenal,-0.04
Saïd Benrahma,West Ham,Arsenal,2022-12-26,False,AML,90,1.0,0.84,0.0,0.02,7,3.0,1.0,8.1,0,0,3,True,4.0,0.33,57.33,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Brentford,1.03
Saïd Benrahma,West Ham,Brentford,2022-12-30,True,AMC,90,0.0,0.0,0.0,0.18,2,0.0,3.0,5.9,0,0,2,True,5.2,0.43,60.6,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Leicester City,-1.62
Saïd Benrahma,West Ham,Leicester City,2023-01-04,False,Sub,10,0.0,0.05,0.0,0.0,1,1.0,0.0,0.3,0,0,0,False,4.0,0.22,56.0,8.0,6.0,6.13,4.79,0.06,2,West Ham,False,Nottingham Forest,2.77
Saïd Benrahma,West Ham,Nottingham Forest,2022-08-14,False,AMC,90,0.0,0.1,0.0,0.35,2,3.0,4.0,9.0,0,0,1,False,3.8,0.21,58.83,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Wolverhampton,1.36
Saïd Benrahma,West Ham,Wolverhampton,2023-01-14,False,Sub,30,0.0,0.09,0.0,0.07,1,2.0,2.0,6.4,0,0,0,False,2.8,0.22,56.62,8.0,6.0,6.13,4.79,0.06,3,West Ham,True,Everton,-1.58
Saïd Benrahma,West Ham,Everton,2023-01-21,True,AMC,81,0.0,0.03,0.0,0.18,3,1.0,2.0,5.2,0,1,0,True,2.6,0.22,58.36,8.0,6.0,6.13,4.79,0.06,2,West Ham,False,Newcastle United,-0.16
Saïd Benrahma,West Ham,Newcastle United,2023-02-04,False,AMC,73,0.0,0.1,0.0,0.12,2,2.0,2.0,4.1,0,0,1,True,1.8,0.05,59.33,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Chelsea,-2.62
Saïd Benrahma,West Ham,Chelsea,2023-02-11,True,AMC,66,0.0,0.09,0.0,0.06,2,2.0,2.0,3.3,0,0,1,True,1.8,0.07,59.75,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Tottenham,1.24
Saïd Benrahma,West Ham,Tottenham,2023-02-19,False,Sub,18,0.0,0.16,0.0,0.0,1,2.0,0.0,0.3,0,0,1,False,2.0,0.08,57.29,8.0,6.0,6.13,4.79,0.06,10,West Ham,True,Nottingham Forest,-3.27
Saïd Benrahma,West Ham,Nottingham Forest,2023-02-25,True,FWL,82,0.0,0.04,2.0,0.99,10,1.0,3.0,11.8,1,1,0,True,1.8,0.09,58.67,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Brighton,0.97
Saïd Benrahma,West Ham,Brighton,2023-03-04,False,AML,45,0.0,0.0,0.0,0.08,1,0.0,1.0,1.5,0,0,1,True,3.6,0.48,57.95,8.0,6.0,6.13,4.79,0.06,8,West Ham,True,Aston Villa,-0.86
Saïd Benrahma,West Ham,Aston Villa,2023-03-12,True,ML,90,1.0,1.13,0.0,0.27,8,10.0,2.0,14.9,1,0,1,True,3.2,0.48,59.55,8.0,6.0,6.13,4.79,0.06,3,West Ham,True,Southampton,0.91
Saïd Benrahma,West Ham,Southampton,2023-04-02,True,FWL,90,0.0,0.07,0.0,0.24,3,2.0,2.0,5.5,0,1,0,True,4.4,0.68,61.0,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Newcastle United,1.05
Saïd Benrahma,West Ham,Newcastle United,2023-04-05,True,AML,62,0.0,0.0,0.0,0.03,2,0.0,1.0,2.4,0,0,3,True,4.6,0.68,61.05,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Brighton,0.78
Saïd Benrahma,West Ham,Brighton,2022-08-21,True,AML,74,0.0,0.08,0.0,0.0,2,2.0,0.0,2.7,0,0,2,False,4.8,0.65,61.61,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Fulham,1.3
Saïd Benrahma,West Ham,Fulham,2023-04-08,False,Sub,30,0.0,0.13,0.0,0.14,1,2.0,1.0,2.0,0,0,0,False,3.2,0.26,60.29,8.0,6.0,6.13,4.79,0.06,7,West Ham,True,Arsenal,2.39
Saïd Benrahma,West Ham,Arsenal,2023-04-16,True,FWL,90,1.0,0.9,0.0,0.4,7,4.0,2.0,9.7,0,0,2,True,3.2,0.28,61.48,8.0,6.0,6.13,4.79,0.06,3,West Ham,False,Bournemouth,-3.46
Saïd Benrahma,West Ham,Bournemouth,2023-04-23,False,FWL,64,0.0,0.35,0.0,0.02,3,4.0,1.0,5.7,0,1,0,True,3.0,0.24,61.58,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Liverpool,-1.57
Saïd Benrahma,West Ham,Liverpool,2023-04-26,True,AML,69,0.0,0.04,0.0,0.04,2,1.0,1.0,3.9,0,0,2,True,3.0,0.29,61.85,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Crystal Palace,0.59
Saïd Benrahma,West Ham,Crystal Palace,2023-04-29,False,Sub,45,0.0,0.01,0.0,0.0,1,1.0,0.0,0.9,0,0,1,False,3.0,0.3,61.25,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Manchester City,1.66
Saïd Benrahma,West Ham,Manchester City,2023-05-03,False,Sub,11,0.0,0.0,0.0,0.05,1,0.0,1.0,1.2,0,0,1,False,2.8,0.28,59.52,8.0,6.0,6.13,4.79,0.06,11,West Ham,True,Manchester United,-1.91
Saïd Benrahma,West Ham,Manchester United,2023-05-07,True,AML,86,1.0,0.13,0.0,0.75,11,3.0,3.0,13.4,3,1,0,True,2.8,0.26,60.4,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Brentford,3.32
Saïd Benrahma,West Ham,Brentford,2023-05-14,False,Sub,31,0.0,0.07,0.0,0.0,1,1.0,0.0,3.1,0,0,0,False,3.6,0.11,59.45,8.0,6.0,6.13,4.79,0.06,0,West Ham,True,Leicester City,0.16
Saïd Benrahma,West Ham,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,False,3.2,0.05,57.59,8.0,6.0,6.13,4.79,0.06,2,West Ham,False,Leeds United,1.87
Saïd Benrahma,West Ham,Leeds United,2023-05-28,False,AML,61,0.0,0.07,0.0,0.06,2,2.0,2.0,0.0,0,0,2,True,2.8,0.04,57.7,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Aston Villa,-0.5
Saïd Benrahma,West Ham,Aston Villa,2022-08-28,False,Sub,45,0.0,0.03,0.0,0.03,1,1.0,1.0,3.1,0,0,0,False,3.0,0.05,57.32,8.0,6.0,6.13,4.79,0.06,2,West Ham,True,Tottenham,-2.05
Saïd Benrahma,West Ham,Tottenham,2022-08-31,True,AMC,66,0.0,0.06,0.0,0.16,2,2.0,3.0,5.7,0,0,1,False,3.0,0.06,57.57,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Chelsea,2.45
Saïd Benrahma,West Ham,Chelsea,2022-09-03,False,Sub,16,0.0,0.0,0.0,0.33,1,0.0,1.0,2.0,0,0,2,False,1.2,0.04,56.42,8.0,6.0,6.13,4.79,0.06,1,West Ham,False,Everton,-0.77
Saïd Benrahma,West Ham,Everton,2022-09-18,False,Sub,28,0.0,0.02,0.0,0.0,1,1.0,0.0,1.1,0,0,0,False,1.2,0.03,55.65,8.0,6.0,6.13,4.79,0.06,0,West Ham,True,Wolverhampton,-2.4
Saïd Benrahma,West Ham,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.03,54.18,8.0,6.0,6.13,4.79,0.06,2,West Ham,False,Bournemouth,-3.46
