name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Yegor Yarmolyuk,Brentford,Wolverhampton,True,0,0,0.0,0,0,0,False,0,Brentford,False,Nottingham Forest,1.35
Yegor Yarmolyuk,Brentford,Nottingham Forest,False,0,0,0.0,0,0,0,False,0,Brentford,False,Manchester City,-0.6
Yegor Yarmolyuk,Brentford,Manchester City,False,0,0,0.0,0,0,0,False,0,Brentford,True,Tottenham,-0.38
Yegor Yarmolyuk,Brentford,Tottenham,True,0,0,0.0,0,0,0,False,0,Brentford,False,West Ham,-0.27
Yegor Yarmolyuk,Brentford,West Ham,False,0,0,0.0,0,0,0,False,0,Brentford,True,Liverpool,-0.79
Yegor Yarmolyuk,Brentford,Liverpool,True,0,0,0.0,0,0,0,False,0,Brentford,True,Bournemouth,-0.5
Yegor Yarmolyuk,Brentford,Bournemouth,True,0,0,0.0,0,0,0,False,0,Brentford,False,Leicester City,-0.02
Yegor Yarmolyuk,Brentford,Leicester City,False,0,0,0.0,0,0,0,False,0,Brentford,True,Southampton,-4.06
Yegor Yarmolyuk,Brentford,Southampton,True,0,0,0.0,0,0,0,False,0,Brentford,False,Arsenal,0.3
Yegor Yarmolyuk,Brentford,Arsenal,False,0,0,0.0,0,0,0,False,0,Brentford,True,Crystal Palace,1.05
Yegor Yarmolyuk,Brentford,Crystal Palace,True,0,0,0.0,0,0,0,False,0,Brentford,True,Fulham,0.44
Yegor Yarmolyuk,Brentford,Fulham,True,0,0,0.0,0,0,0,False,0,Brentford,False,Everton,2.1
Yegor Yarmolyuk,Brentford,Everton,False,0,0,0.0,0,0,0,False,0,Brentford,False,Southampton,0.93
Yegor Yarmolyuk,Brentford,Southampton,False,0,0,0.0,0,0,0,False,0,Brentford,True,Leeds United,2.23
Yegor Yarmolyuk,Brentford,Leeds United,True,0,0,0.0,0,0,0,False,0,Brentford,False,Brighton,1.2
Yegor Yarmolyuk,Brentford,Brighton,False,0,0,0.0,0,0,0,False,0,Brentford,False,Manchester United,1.62
Yegor Yarmolyuk,Brentford,Manchester United,False,0,0,0.0,0,0,0,False,0,Brentford,True,Newcastle United,2.43
Yegor Yarmolyuk,Brentford,Newcastle United,True,0,0,0.0,0,0,0,False,0,Brentford,False,Wolverhampton,-1.6
Yegor Yarmolyuk,Brentford,Wolverhampton,False,0,0,0.0,0,0,0,False,0,Brentford,True,Aston Villa,0.51
Yegor Yarmolyuk,Brentford,Aston Villa,True,0,0,0.0,0,0,0,False,0,Brentford,False,Chelsea,-4.41
Yegor Yarmolyuk,Brentford,Chelsea,False,0,0,0.0,0,0,0,False,0,Brentford,True,Nottingham Forest,-0.34
Yegor Yarmolyuk,Brentford,Nottingham Forest,True,0,0,0.0,0,0,0,False,0,Brentford,False,Liverpool,3.48
Yegor Yarmolyuk,Brentford,Liverpool,False,0,0,0.0,0,0,0,False,0,Brentford,True,West Ham,-1.97
Yegor Yarmolyuk,Brentford,West Ham,True,0,0,0.0,0,0,0,False,0,Brentford,False,Tottenham,2.11
Yegor Yarmolyuk,Brentford,Tottenham,False,0,0,0.0,0,0,0,False,0,Brentford,True,Manchester City,1.02
Yegor Yarmolyuk,Brentford,Manchester City,True,0,0,0.0,0,0,0,False,0,Brentford,True,Tottenham,-0.38
