name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Son Heung-min,Spurs,Southampton,2022-08-06,True,AMC,90,0.0,0.44,1.0,0.25,5,4.0,4.0,14.5,0,0,1,False,0.0,0.0,90.0,0,0,0,0,0,6,Spurs,False,Brighton,0.26
Son Heung-min,Spurs,Brighton,2022-10-08,False,FW,79,0.0,0.07,1.0,0.51,6,2.0,3.0,8.2,0,1,0,False,5.0,1.44,84.5,0,0,0,0,0,3,Spurs,True,Everton,-2.75
Son Heung-min,Spurs,Everton,2022-10-15,True,AMC,90,0.0,0.24,0.0,0.09,3,4.0,2.0,10.9,0,1,0,False,5.5,1.25,86.33,0,0,0,0,0,2,Spurs,False,Manchester United,2.48
Son Heung-min,Spurs,Manchester United,2022-10-19,False,FW,90,0.0,0.02,0.0,0.04,2,1.0,2.0,3.9,0,0,2,False,4.67,0.91,87.25,0,0,0,0,0,2,Spurs,True,Newcastle United,-2.91
Son Heung-min,Spurs,Newcastle United,2022-10-23,True,FW,90,0.0,0.55,0.0,0.05,2,5.0,1.0,6.5,0,0,2,False,4.0,0.69,87.8,0,0,0,0,0,2,Spurs,False,Bournemouth,-2.08
Son Heung-min,Spurs,Bournemouth,2022-10-29,False,FW,90,0.0,0.27,0.0,0.82,2,3.0,6.0,14.5,0,0,2,False,3.6,0.66,88.17,0,0,0,0,0,0,Spurs,True,Liverpool,-0.19
Son Heung-min,Spurs,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,3.0,0.43,75.57,0,0,0,0,0,0,Spurs,True,Leicester City,-1.16
Son Heung-min,Spurs,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,False,1.8,0.21,66.12,0,0,0,0,0,2,Spurs,False,Brentford,1.03
Son Heung-min,Spurs,Brentford,2022-12-26,False,FWL,90,0.0,0.1,0.0,0.1,2,3.0,1.0,3.7,0,0,2,True,1.2,0.17,68.78,0,0,0,0,0,2,Spurs,True,Aston Villa,1.75
Son Heung-min,Spurs,Aston Villa,2023-01-01,True,FWL,90,0.0,0.08,0.0,0.07,2,2.0,1.0,5.6,0,0,2,True,1.2,0.18,70.9,0,0,0,0,0,8,Spurs,False,Crystal Palace,0.96
