name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Jesurun Rak-Sakyi,Crystal Palace,Arsenal,True,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Leicester City,-0.81
Jesurun Rak-Sakyi,Crystal Palace,Leicester City,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Leeds United,0.66
Jesurun Rak-Sakyi,Crystal Palace,Leeds United,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Wolverhampton,-1.42
Jesurun Rak-Sakyi,Crystal Palace,Wolverhampton,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Everton,2.96
Jesurun Rak-Sakyi,Crystal Palace,Everton,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Southampton,0.19
Jesurun Rak-Sakyi,Crystal Palace,Southampton,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,West Ham,0.38
Jesurun Rak-Sakyi,Crystal Palace,West Ham,False,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Nottingham Forest,1.76
Jesurun Rak-Sakyi,Crystal Palace,Nottingham Forest,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Fulham,2.42
Jesurun Rak-Sakyi,Crystal Palace,Fulham,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Bournemouth,0.25
Jesurun Rak-Sakyi,Crystal Palace,Bournemouth,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Tottenham,0.68
Jesurun Rak-Sakyi,Crystal Palace,Tottenham,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Liverpool,1.18
Jesurun Rak-Sakyi,Crystal Palace,Liverpool,False,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Chelsea,2.48
Jesurun Rak-Sakyi,Crystal Palace,Chelsea,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Manchester United,-1.44
Jesurun Rak-Sakyi,Crystal Palace,Manchester United,True,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Newcastle United,0.03
Jesurun Rak-Sakyi,Crystal Palace,Newcastle United,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Manchester United,0.01
Jesurun Rak-Sakyi,Crystal Palace,Manchester United,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Brighton,-0.29
Jesurun Rak-Sakyi,Crystal Palace,Brighton,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Brentford,0.24
Jesurun Rak-Sakyi,Crystal Palace,Brentford,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Liverpool,0.92
Jesurun Rak-Sakyi,Crystal Palace,Liverpool,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Aston Villa,1.69
Jesurun Rak-Sakyi,Crystal Palace,Aston Villa,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Manchester City,1.02
Jesurun Rak-Sakyi,Crystal Palace,Manchester City,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Brighton,2.17
Jesurun Rak-Sakyi,Crystal Palace,Brighton,False,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Arsenal,3.89
Jesurun Rak-Sakyi,Crystal Palace,Arsenal,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Leeds United,1.4
Jesurun Rak-Sakyi,Crystal Palace,Leeds United,True,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Aston Villa,-0.88
Jesurun Rak-Sakyi,Crystal Palace,Aston Villa,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Leicester City,-1.38
Jesurun Rak-Sakyi,Crystal Palace,Leicester City,False,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Southampton,-0.93
Jesurun Rak-Sakyi,Crystal Palace,Southampton,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Everton,0.47
Jesurun Rak-Sakyi,Crystal Palace,Everton,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Wolverhampton,-0.93
Jesurun Rak-Sakyi,Crystal Palace,Wolverhampton,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,West Ham,0.94
Jesurun Rak-Sakyi,Crystal Palace,West Ham,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Tottenham,3.43
Jesurun Rak-Sakyi,Crystal Palace,Tottenham,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Bournemouth,0.86
Jesurun Rak-Sakyi,Crystal Palace,Bournemouth,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Fulham,1.13
Jesurun Rak-Sakyi,Crystal Palace,Fulham,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Nottingham Forest,1.11
Jesurun Rak-Sakyi,Crystal Palace,Nottingham Forest,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Manchester City,-0.8
Jesurun Rak-Sakyi,Crystal Palace,Manchester City,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Brentford,0.35
Jesurun Rak-Sakyi,Crystal Palace,Brentford,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Newcastle United,3.58
Jesurun Rak-Sakyi,Crystal Palace,Newcastle United,False,0,0,0.0,0,0,0,False,0,Crystal Palace,True,Chelsea,1.46
Jesurun Rak-Sakyi,Crystal Palace,Chelsea,True,0,0,0.0,0,0,0,False,0,Crystal Palace,False,Sheffield,-0.5
