name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Weston McKennie,Leeds,Nottingham Forest,2023-02-05,False,Sub,33,0,0.0,0,0.0,1,0,0,0.6,0,0,0,False,0.0,0.0,33.0,0,0,0,0,0,1.0,Leeds,False,Manchester United,2.58
Weston McKennie,Leeds,Manchester United,2023-02-08,False,DMC,89,0,0.0,0,0.0,1,0,0,2.0,0,0,2,True,1.0,0.0,61.0,0,0,0,0,0,1.0,Leeds,True,Manchester United,1.66
Weston McKennie,Leeds,Manchester United,2023-02-12,True,DMC,85,0,0.1,0,0.03,1,1,1,2.7,0,0,2,True,1.0,0.0,69.0,0,0,0,0,0,1.0,Leeds,False,Everton,1.15
Weston McKennie,Leeds,Everton,2023-02-18,False,DMC,77,0,0.0,0,0.03,1,0,1,2.3,0,0,1,True,1.0,0.03,71.0,0,0,0,0,0,3.0,Leeds,True,Southampton,-3.43
Weston McKennie,Leeds,Southampton,2023-02-25,True,DMC,90,0,0.06,0,0.08,3,1,2,4.9,0,1,0,True,1.0,0.03,74.8,0,0,0,0,0,2.0,Leeds,False,Chelsea,-1.33
Weston McKennie,Leeds,Chelsea,2023-03-04,False,DMC,90,0,0.01,0,0.0,2,1,0,1.9,0,0,1,True,1.4,0.03,77.33,0,0,0,0,0,1.0,Leeds,True,Brighton,-4.64
Weston McKennie,Leeds,Brighton,2023-03-11,True,Sub,24,0,0.0,0,0.0,1,0,0,0.8,0,0,0,False,1.6,0.03,69.71,0,0,0,0,0,1.0,Leeds,False,Wolverhampton,3.26
Weston McKennie,Leeds,Wolverhampton,2023-03-18,False,DMC,90,0,0.12,0,0.0,1,2,0,2.1,0,0,2,True,1.6,0.03,72.25,0,0,0,0,0,1.0,Leeds,False,Arsenal,4.38
Weston McKennie,Leeds,Arsenal,2023-04-01,False,Sub,25,0,0.0,0,0.0,1,0,0,0.0,0,0,1,False,1.6,0.04,67.0,0,0,0,0,0,2.0,Leeds,True,Nottingham Forest,
Weston McKennie,Leeds,Nottingham Forest,2023-04-04,True,DMC,90,0,0.07,0,0.12,2,1,2,6.8,0,0,1,True,1.6,0.04,69.3,0,0,0,0,0,1.0,Leeds,True,Crystal Palace,-4.62
Weston McKennie,Leeds,Crystal Palace,2023-04-09,True,DMC,90,0,0.0,0,0.0,1,0,0,2.8,0,0,5,True,1.4,0.04,71.18,0,0,0,0,0,2.0,Leeds,True,Liverpool,0.62
Weston McKennie,Leeds,Liverpool,2023-04-17,True,DMC,90,0,0.0,0,0.04,2,0,1,2.5,0,0,6,True,1.2,0.04,72.75,0,0,0,0,0,1.0,Leeds,False,Fulham,
Weston McKennie,Leeds,Fulham,2023-04-22,False,DMC,79,0,0.0,0,0.0,1,0,0,1.6,0,0,2,True,1.4,0.04,73.23,0,0,0,0,0,2.0,Leeds,True,Leeds United,
Weston McKennie,Leeds,Leeds United,2023-04-25,True,DMC,90,0,0.05,0,0.13,2,2,2,4.6,0,0,1,True,1.4,0.01,74.43,0,0,0,0,0,2.0,Leeds,False,Bournemouth,
Weston McKennie,Leeds,Bournemouth,2023-04-30,False,MC,70,0,0.0,0,0.09,2,0,1,1.9,0,0,3,True,1.6,0.03,74.13,0,0,0,0,0,1.0,Leeds,False,Manchester City,4.57
Weston McKennie,Leeds,Manchester City,2023-05-06,False,DMC,90,0,0.02,0,0.02,1,1,1,4.4,0,0,2,True,1.6,0.01,75.12,0,0,0,0,0,2.0,Leeds,True,Newcastle United,-2.4
Weston McKennie,Leeds,Newcastle United,2023-05-13,True,MC,90,0,0.08,0,0.0,2,1,0,1.6,0,0,2,True,1.6,0.01,76.0,0,0,0,0,0,5.0,Leeds,False,West Ham,-0.49
Weston McKennie,Leeds,West Ham,2023-05-21,False,MC,83,0,0.01,1,0.17,5,1,2,4.8,0,0,2,True,1.6,0.03,76.39,0,0,0,0,0,1.0,Leeds,True,Tottenham,-4.61
Weston McKennie,Leeds,Tottenham,2023-05-28,True,MR,59,0,0.06,0,0.0,1,2,0,0.0,0,0,2,True,2.4,0.23,75.47,0,0,0,0,0,,Wolves,False,Manchester United,-0.63
