name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Will Smallbone,Southampton,Tottenham,False,0,0,0.0,0,0,0,False,0.0,Southampton,False,Manchester City,0.3,-1.26
Will Smallbone,Southampton,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,West Ham,-1.04,0.63
Will Smallbone,Southampton,West Ham,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Bournemouth,,0.19
Will Smallbone,Southampton,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Arsenal,-3.58,0.36
Will Smallbone,Southampton,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Crystal Palace,-0.36,0.13
Will Smallbone,Southampton,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Newcastle United,0.8,0.73
Will Smallbone,Southampton,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Liverpool,2.85,-1.33
Will Smallbone,Southampton,Liverpool,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Brighton,-0.05,-0.71
Will Smallbone,Southampton,Brighton,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Fulham,,1.37
Will Smallbone,Southampton,Fulham,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Nottingham Forest,,
Will Smallbone,Southampton,Nottingham Forest,True,0,0,0.0,0,0,0,False,0.0,Southampton,True,Leicester City,-2.36,0.83
Will Smallbone,Southampton,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Everton,3.31,-0.63
Will Smallbone,Southampton,Everton,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Aston Villa,-1.21,0.55
Will Smallbone,Southampton,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Brentford,3.85,-0.55
Will Smallbone,Southampton,Brentford,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Wolverhampton,3.38,-0.48
Will Smallbone,Southampton,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Chelsea,1.8,-0.72
Will Smallbone,Southampton,Chelsea,False,0,0,0.0,0,0,0,False,0.0,Southampton,False,Leicester City,-2.53,-0.05
Will Smallbone,Southampton,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Leeds United,-0.35,-0.79
Will Smallbone,Southampton,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Manchester United,1.62,-0.1
Will Smallbone,Southampton,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Brentford,-5.16,0.69
Will Smallbone,Southampton,Brentford,True,0,0,0.0,0,0,0,False,0.0,Southampton,True,Tottenham,0.15,1.07
Will Smallbone,Southampton,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,West Ham,-2.95,0.14
Will Smallbone,Southampton,West Ham,False,0,0,0.0,0,0,0,False,0.0,Southampton,False,Leeds United,-2.19,-0.8
Will Smallbone,Southampton,Leeds United,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Manchester City,,-1.17
Will Smallbone,Southampton,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Southampton,True,Crystal Palace,,0.81
Will Smallbone,Southampton,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Arsenal,2.91,-0.0
Will Smallbone,Southampton,Arsenal,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Bournemouth,,1.46
Will Smallbone,Southampton,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Newcastle United,-1.73,-0.34
Will Smallbone,Southampton,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Southampton,False,Nottingham Forest,,
Will Smallbone,Southampton,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Fulham,,-0.3
Will Smallbone,Southampton,Fulham,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Brighton,,-0.39
Will Smallbone,Southampton,Brighton,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Liverpool,,-0.53
Will Smallbone,Southampton,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Southampton,True,Manchester United,1.12,0.38
Will Smallbone,Southampton,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Southampton,True,Chelsea,-1.74,-0.25
Will Smallbone,Southampton,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Southampton,False,Wolverhampton,2.96,-0.46
Will Smallbone,Southampton,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Southampton,False,Aston Villa,2.17,0.59
Will Smallbone,Southampton,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Southampton,True,Everton,3.9,0.34
Will Smallbone,Southampton,Everton,True,0,0,0.0,0,0,0,False,,Wolves,False,Manchester United,-0.63,-0.1
