name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Ilkay Gündogan,Man City,West Ham,2022-08-07,False,MC,77,0,0.14,0,0.09,3,2,2,5.1,0,1,0,False,0.0,0.0,77.0,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Liverpool,2022-10-16,False,MC,88,0,0.16,0,0.19,2,4,3,11.6,0,0,1,False,3.0,0.14,82.5,8,4,9.72,4.73,0.07,3
Ilkay Gündogan,Man City,Leeds United,2022-10-29,False,MC,90,0,0.04,0,0.05,3,1,2,5.3,0,1,0,False,2.5,0.15,85.0,8,4,9.72,4.73,0.07,5
Ilkay Gündogan,Man City,Fulham,2022-11-05,True,MC,90,0,0.02,1,0.33,5,1,2,7.5,0,0,1,False,2.67,0.12,86.25,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Brentford,2022-11-12,True,MC,90,0,0.52,0,0.0,2,3,0,2.7,0,0,2,True,3.25,0.34,87.0,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Leicester City,2022-12-28,False,MC,90,0,0.84,0,0.05,2,4,1,6.7,0,0,1,True,3.0,0.38,87.5,8,4,9.72,4.73,0.07,1
Ilkay Gündogan,Man City,Everton,2022-12-31,True,Sub,3,0,0.04,0,0.0,1,1,0,1.2,0,0,0,False,2.8,0.52,75.43,8,4,9.72,4.73,0.07,3
Ilkay Gündogan,Man City,Chelsea,2023-01-05,False,AMC,90,0,0.03,0,0.11,3,1,2,4.8,0,1,0,True,2.6,0.49,77.25,8,4,9.72,4.73,0.07,10
Ilkay Gündogan,Man City,Bournemouth,2022-08-13,True,MC,64,1,0.45,0,0.15,10,2,3,10.2,2,1,0,False,2.6,0.49,75.78,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Tottenham,2023-01-19,True,DMC,80,0,0.14,0,0.0,2,2,0,2.3,0,0,2,True,3.6,0.38,76.2,8,4,9.72,4.73,0.07,6
Ilkay Gündogan,Man City,Wolverhampton,2023-01-22,True,AMC,90,0,0.67,0,0.12,6,2,2,5.6,0,1,0,True,3.6,0.3,77.45,8,4,9.72,4.73,0.07,1
Ilkay Gündogan,Man City,Tottenham,2023-02-05,False,Sub,6,0,0.0,0,0.0,1,0,0,0.1,0,0,0,False,4.4,0.27,71.5,8,4,9.72,4.73,0.07,7
Ilkay Gündogan,Man City,Aston Villa,2023-02-12,True,AMC,90,1,0.95,0,0.0,7,4,0,12.2,0,0,1,True,4.4,0.26,72.92,8,4,9.72,4.73,0.07,5
Ilkay Gündogan,Man City,Arsenal,2023-02-15,False,AMC,90,0,0.0,1,0.05,5,0,1,4.0,0,0,1,True,5.2,0.44,74.14,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Nottingham Forest,2023-02-18,False,AMC,90,0,0.15,0,0.03,2,3,1,5.5,0,0,1,True,4.2,0.55,75.2,8,4,9.72,4.73,0.07,1
Ilkay Gündogan,Man City,Bournemouth,2023-02-25,False,AMC,54,0,0.0,0,0.0,1,0,0,2.7,0,0,0,True,4.2,0.55,73.88,8,4,9.72,4.73,0.07,3
Ilkay Gündogan,Man City,Newcastle United,2023-03-04,True,DMC,90,0,0.5,0,0.0,3,2,0,1.4,0,1,0,True,3.2,0.42,74.82,8,4,9.72,4.73,0.07,6
Ilkay Gündogan,Man City,Crystal Palace,2023-03-11,False,DMC,90,0,0.0,0,0.02,6,0,1,4.1,0,1,0,True,3.6,0.52,75.67,8,4,9.72,4.73,0.07,7
Ilkay Gündogan,Man City,Liverpool,2023-04-01,True,AMC,90,1,0.66,0,0.06,7,3,1,8.6,0,0,1,True,3.4,0.33,76.42,8,4,9.72,4.73,0.07,8
Ilkay Gündogan,Man City,Newcastle United,2022-08-21,False,MC,90,1,0.49,0,0.17,8,3,4,17.0,1,0,3,False,3.8,0.26,77.1,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Southampton,2023-04-08,False,AMC,90,0,0.15,0,0.06,2,3,1,5.8,0,0,1,True,5.0,0.33,77.71,8,4,9.72,4.73,0.07,3
Ilkay Gündogan,Man City,Arsenal,2023-04-26,True,MC,71,0,0.03,0,0.13,3,1,1,2.5,0,1,0,True,5.2,0.36,77.41,8,4,9.72,4.73,0.07,2
Ilkay Gündogan,Man City,Fulham,2023-04-30,False,AMC,90,0,0.4,0,0.0,2,1,0,3.7,0,0,1,True,5.2,0.26,77.96,8,4,9.72,4.73,0.07,13
