name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Alexis Mac Allister,Brighton,Manchester United,2022-08-07,False,MC,90,0,0.0361258015036582,0,0.0,0,2,0,1.1,0,0,1,False
Alexis Mac Allister,Brighton,Tottenham,2022-10-08,True,MC,90,0,0.0836431980133056,0,0.069946601986885,2,2,2,6.4,0,0,1,False
Alexis Mac Allister,Brighton,Brentford,2022-10-14,False,MC,90,0,0.0522108003497123,0,0.0674398988485336,2,4,2,8.9,0,0,2,False
Alexis Mac Allister,Brighton,Nottingham Forest,2022-10-18,True,MC,90,0,0.0477861985564231,0,0.0,2,2,0,3.1,0,1,0,False
Alexis Mac Allister,Brighton,Manchester City,2022-10-22,False,MC,86,0,0.0129463002085685,0,0.0721596032381057,2,1,1,3.1,0,0,3,False
Alexis Mac Allister,Brighton,Chelsea,2022-10-29,True,DMC,90,0,0.0,0,0.247422993183136,2,0,5,7.7,0,0,1,False
Alexis Mac Allister,Brighton,Wolverhampton,2022-11-05,False,DMC,90,0,0.2861810028553009,0,0.0277398992329835,2,5,1,4.9,0,0,2,False
Alexis Mac Allister,Brighton,Aston Villa,2022-11-13,True,DMC,90,1,0.3367939889431,0,0.2773950099945068,9,1,1,0.0,2,0,2,True
Alexis Mac Allister,Brighton,Everton,2023-01-03,False,Sub,28,0,0.0423526987433433,0,0.0,1,2,0,1.4,0,0,1,False
Alexis Mac Allister,Brighton,Newcastle United,2022-08-13,True,MC,90,0,0.0276439990848302,0,0.0,2,2,0,1.9,0,1,0,False
Alexis Mac Allister,Brighton,Liverpool,2023-01-14,True,DMC,82,0,0.1452299952507019,0,0.0621278993785381,3,2,1,6.6,0,1,0,True
Alexis Mac Allister,Brighton,Leeds United,2023-01-21,False,DMC,90,0,0.0506599992513656,0,0.1156489998102188,1,1,2,5.4,0,0,2,True
Alexis Mac Allister,Brighton,Crystal Palace,2023-02-11,False,AMC,90,0,1.5117599964141846,0,0.1193709969520568,1,7,2,11.3,0,0,1,True
Alexis Mac Allister,Brighton,Fulham,2023-02-18,True,AMC,90,0,0.6540470123291016,0,0.1724999994039535,2,4,2,8.9,0,0,1,True
Alexis Mac Allister,Brighton,West Ham,2023-03-04,True,AMC,90,1,0.9788690209388732,1,0.7349240183830261,14,3,3,13.1,3,1,0,True
Alexis Mac Allister,Brighton,Leicester City,2023-03-11,False,AMC,90,1,0.7321770191192627,0,0.0,7,4,0,9.2,0,0,2,True
Alexis Mac Allister,Brighton,Crystal Palace,2023-03-15,True,AMC,87,0,0.1393879950046539,0,0.066382497549057,3,4,1,6.0,0,1,0,True
Alexis Mac Allister,Brighton,Brentford,2023-04-01,True,AMC,90,1,0.9708539843559264,0,0.266957014799118,6,5,1,11.3,0,0,3,True
Alexis Mac Allister,Brighton,Bournemouth,2023-04-04,False,AMC,72,0,0.0426017008721828,0,0.061125598847866,3,1,1,1.7,0,1,0,True
Alexis Mac Allister,Brighton,West Ham,2022-08-21,False,MC,90,1,0.7788699865341187,0,0.0,11,2,0,6.9,3,1,0,False
Alexis Mac Allister,Brighton,Tottenham,2023-04-08,False,AMC,90,0,0.0956024974584579,0,0.1248989999294281,2,4,2,7.2,0,0,2,True
Alexis Mac Allister,Brighton,Chelsea,2023-04-15,False,AMC,90,0,0.6607180237770081,0,0.130509003996849,2,5,2,6.1,0,0,1,True
Alexis Mac Allister,Brighton,Nottingham Forest,2023-04-26,False,DMC,90,0,0.2216461598873138,0,0.0170555859804153,2,5,1,7.3,0,0,3,True
Alexis Mac Allister,Brighton,Wolverhampton,2023-04-29,True,Sub,25,0,0.1093440130352974,0,0.211399033665657,1,1,2,3.4,0,0,0,False
Alexis Mac Allister,Brighton,Manchester United,2023-05-04,True,DMC,90,1,0.7976610660552979,0,0.1041716933250427,11,3,3,12.1,3,1,0,True
Alexis Mac Allister,Brighton,Everton,2023-05-08,True,DMC,90,1,0.9101330041885376,0,0.2131519615650177,8,4,2,14.6,1,0,5,True
Alexis Mac Allister,Brighton,Arsenal,2023-05-14,False,AMC,90,0,0.0252281054854393,0,0.0,3,1,0,1.9,0,1,0,True
Alexis Mac Allister,Brighton,Newcastle United,2023-05-18,False,Sub,34,0,0.0,0,0.0210806652903556,0,0,1,1.7,0,0,2,False
Alexis Mac Allister,Brighton,Southampton,2023-05-21,True,AMC,90,0,0.066457599401474,1,0.4717858135700226,5,1,7,12.3,0,0,1,True
Alexis Mac Allister,Brighton,Manchester City,2023-05-24,True,Sub,38,0,0.0119611155241727,0,0.0,1,1,0,0.9,0,0,0,False
Alexis Mac Allister,Brighton,Aston Villa,2023-05-28,False,MC,90,0,0.0358686670660972,0,0.2481377124786377,2,2,1,0.0,0,0,2,True
Alexis Mac Allister,Brighton,Leicester City,2022-08-27,True,MC,90,0,0.0,0,0.0247887000441551,2,0,1,2.2,0,1,0,False
Alexis Mac Allister,Brighton,Fulham,2022-08-30,False,MC,90,1,0.7611690163612366,0,0.0,10,1,0,6.8,3,0,2,False
Alexis Mac Allister,Brighton,Leeds United,2022-09-04,True,MC,90,2,0.9063130021095276,0,0.0,14,4,0,12.0,3,0,2,False
Alexis Mac Allister,Brighton,Liverpool,2022-10-01,False,MC,90,0,0.0,0,0.0,2,0,0,2.4,0,0,3,False
