name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Cody Gakpo,Liverpool,Brighton,2023-01-14,False,FW,90,0,0.06,0,0.0,2,1,0,1.5,0,0,3,True,0.0,0.0,90.0,0,0,0,0,0,3
Cody Gakpo,Liverpool,Chelsea,2023-01-21,True,FW,81,0,0.9,0,0.0,3,7,0,5.1,0,1,0,True,2.0,0.06,85.5,0,0,0,0,0,2
Cody Gakpo,Liverpool,Wolverhampton,2023-02-04,False,FWL,84,0,0.02,0,0.1,2,1,2,4.6,0,0,3,True,2.5,0.48,85.0,0,0,0,0,0,8
Cody Gakpo,Liverpool,Everton,2023-02-13,True,FW,79,1,0.93,0,0.17,8,2,2,9.7,0,1,0,True,2.33,0.33,83.5,0,0,0,0,0,6
Cody Gakpo,Liverpool,Newcastle United,2023-02-18,False,FW,58,1,0.82,0,0.0,6,2,0,7.5,0,0,0,True,3.75,0.48,78.4,0,0,0,0,0,3
Cody Gakpo,Liverpool,Crystal Palace,2023-02-25,False,FW,84,0,0.46,0,0.07,3,2,1,2.2,0,1,0,True,4.2,0.55,79.33,0,0,0,0,0,1
Cody Gakpo,Liverpool,Wolverhampton,2023-03-01,True,Sub,14,0,0.0,0,0.0,1,0,0,0.1,0,0,0,False,4.4,0.63,70.0,0,0,0,0,0,14
Cody Gakpo,Liverpool,Manchester United,2023-03-05,True,FW,78,2,0.5,0,0.12,14,3,1,13.7,1,1,0,True,4.0,0.45,71.0,0,0,0,0,0,2
Cody Gakpo,Liverpool,Bournemouth,2023-03-11,False,FW,90,0,0.09,0,0.07,2,2,1,2.9,0,0,1,True,6.4,0.54,73.11,0,0,0,0,0,2
Cody Gakpo,Liverpool,Manchester City,2023-04-01,False,FW,81,0,0.06,0,0.0,2,1,0,1.2,0,0,4,True,5.2,0.37,73.9,0,0,0,0,0,1
Cody Gakpo,Liverpool,Chelsea,2023-04-04,False,Sub,11,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,4.4,0.22,68.18,0,0,0,0,0,2
Cody Gakpo,Liverpool,Arsenal,2023-04-09,True,FW,90,0,0.03,0,0.13,2,1,3,6.4,0,0,2,True,4.0,0.13,70.0,0,0,0,0,0,10
Cody Gakpo,Liverpool,Leicester City,2023-04-17,False,FW,80,1,0.87,1,0.52,10,2,3,13.2,0,0,1,True,4.2,0.14,70.77,0,0,0,0,0,1
Cody Gakpo,Liverpool,Nottingham Forest,2023-04-22,True,FW,59,0,0.31,0,0.0,1,4,0,1.9,0,0,1,True,3.4,0.41,69.93,0,0,0,0,0,10
Cody Gakpo,Liverpool,West Ham,2023-04-26,False,FW,77,1,0.06,0,0.08,10,2,2,8.7,3,0,1,True,3.2,0.45,70.4,0,0,0,0,0,8
Cody Gakpo,Liverpool,Tottenham,2023-04-30,True,FW,72,0,0.08,1,0.62,8,1,1,5.5,0,0,1,True,4.8,0.45,70.5,0,0,0,0,0,1
Cody Gakpo,Liverpool,Fulham,2023-05-03,True,Sub,24,0,0.18,0,0.02,1,2,1,3.6,0,0,0,False,6.2,0.67,67.76,0,0,0,0,0,3
Cody Gakpo,Liverpool,Brentford,2023-05-06,True,MC,90,0,0.09,0,0.0,3,1,0,1.5,0,1,0,True,6.0,0.7,69.0,0,0,0,0,0,3
Cody Gakpo,Liverpool,Leeds United,2023-05-15,False,FW,90,0,0.11,0,0.52,3,1,2,6.4,0,1,0,True,4.6,0.34,70.11,0,0,0,0,0,2
Cody Gakpo,Liverpool,Aston Villa,2023-05-20,True,FW,90,0,0.01,0,0.08,2,1,2,5.6,0,0,1,True,5.0,0.31,71.1,0,0,0,0,0,6
Cody Gakpo,Liverpool,Southampton,2023-05-28,False,Sub,33,1,0.95,0,0.47,6,3,2,0.0,0,0,1,False,3.4,0.3,69.29,0,0,0,0,0,
