name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rúben da Silva Neves,Wolves,Leicester City,False,90,4,6.1,2,0,2,False,0.0,Wolves,False,Chelsea,-1.63,-0.72
Rúben da Silva Neves,Wolves,Chelsea,False,0,0,0.0,0,0,0,False,10.0,Wolves,True,Nottingham Forest,,
Rúben da Silva Neves,Wolves,Nottingham Forest,True,90,10,8.1,2,1,0,False,2.0,Wolves,False,Crystal Palace,3.09,
Rúben da Silva Neves,Wolves,Crystal Palace,False,90,2,2.7,0,0,2,False,2.0,Wolves,True,Leeds United,-1.61,
Rúben da Silva Neves,Wolves,Leeds United,True,90,2,1.5,0,0,4,False,9.0,Wolves,False,Brentford,-1.55,-0.55
Rúben da Silva Neves,Wolves,Brentford,False,90,9,9.3,3,0,1,False,7.0,Wolves,True,Brighton,5.19,-0.71
Rúben da Silva Neves,Wolves,Brighton,True,90,7,10.0,0,0,3,False,2.0,Wolves,True,Arsenal,1.59,0.36
Rúben da Silva Neves,Wolves,Arsenal,True,90,2,3.1,0,0,2,True,1.0,Wolves,False,Everton,-1.05,-0.63
Rúben da Silva Neves,Wolves,Everton,False,90,1,1.3,0,0,1,True,2.0,Wolves,True,Manchester United,-0.79,
Rúben da Silva Neves,Wolves,Manchester United,True,90,2,4.4,0,0,1,True,2.0,Wolves,False,Aston Villa,-2.09,
Rúben da Silva Neves,Wolves,Aston Villa,False,90,2,4.5,0,0,1,True,2.0,Wolves,True,Fulham,,-0.3
Rúben da Silva Neves,Wolves,Fulham,True,90,2,1.7,0,1,0,False,3.0,Wolves,True,West Ham,-2.69,
Rúben da Silva Neves,Wolves,West Ham,True,90,3,7.2,0,1,0,True,2.0,Wolves,False,Manchester City,-0.09,
Rúben da Silva Neves,Wolves,Manchester City,False,90,2,0.3,0,0,3,True,11.0,Wolves,True,Liverpool,0.37,-0.53
Rúben da Silva Neves,Wolves,Liverpool,True,90,11,10.4,3,1,0,True,2.0,Wolves,False,Southampton,-2.8,-1.07
Rúben da Silva Neves,Wolves,Southampton,False,90,2,3.3,0,0,1,True,2.0,Wolves,True,Bournemouth,,1.46
Rúben da Silva Neves,Wolves,Bournemouth,True,90,2,3.9,0,0,1,True,2.0,Wolves,False,Fulham,,1.37
Rúben da Silva Neves,Wolves,Fulham,False,90,2,5.1,0,0,1,True,1.0,Wolves,False,Liverpool,0.91,-1.33
Rúben da Silva Neves,Wolves,Liverpool,False,90,1,2.5,0,0,2,True,2.0,Wolves,True,Tottenham,2.05,1.07
Rúben da Silva Neves,Wolves,Tottenham,True,90,2,3.5,0,1,0,True,2.0,Wolves,False,Newcastle United,3.01,
Rúben da Silva Neves,Wolves,Newcastle United,False,68,2,2.5,0,0,1,True,2.0,Wolves,True,Leicester City,,
Rúben da Silva Neves,Wolves,Leicester City,True,75,2,2.5,0,0,3,True,1.0,Wolves,False,Nottingham Forest,,
Rúben da Silva Neves,Wolves,Nottingham Forest,False,90,1,5.9,0,0,1,True,2.0,Wolves,False,Tottenham,1.18,-0.03
Rúben da Silva Neves,Wolves,Tottenham,False,90,2,6.7,0,0,1,False,0.0,Wolves,True,Chelsea,-1.03,-0.25
Rúben da Silva Neves,Wolves,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Wolves,True,Brentford,3.23,0.69
Rúben da Silva Neves,Wolves,Brentford,True,0,0,0.0,0,0,0,False,1.0,Wolves,False,Leeds United,0.21,
Rúben da Silva Neves,Wolves,Leeds United,False,45,1,1.8,0,0,1,False,13.0,Wolves,True,Crystal Palace,,
Rúben da Silva Neves,Wolves,Crystal Palace,True,90,13,11.7,3,1,0,True,2.0,Wolves,False,Brighton,-1.83,-0.39
Rúben da Silva Neves,Wolves,Brighton,False,90,2,4.2,0,0,6,True,6.0,Wolves,True,Aston Villa,,
Rúben da Silva Neves,Wolves,Aston Villa,True,90,6,4.0,0,1,0,True,2.0,Wolves,False,Manchester United,-0.63,
Rúben da Silva Neves,Wolves,Manchester United,False,90,2,5.5,0,0,2,True,2.0,Wolves,True,Everton,-1.31,0.34
Rúben da Silva Neves,Wolves,Everton,True,87,2,2.8,0,1,0,True,1.0,Wolves,False,Arsenal,,-0.0
Rúben da Silva Neves,Wolves,Arsenal,False,45,1,0.0,0,0,2,False,10.0,Wolves,True,Newcastle United,-1.69,
Rúben da Silva Neves,Wolves,Newcastle United,True,90,10,10.8,3,0,1,False,2.0,Wolves,False,Bournemouth,1.23,0.19
Rúben da Silva Neves,Wolves,Bournemouth,False,90,2,3.8,0,1,0,False,2.0,Wolves,True,Southampton,-2.12,-0.38
Rúben da Silva Neves,Wolves,Southampton,True,90,2,3.1,0,1,0,False,1.0,Wolves,True,Manchester City,3.44,
Rúben da Silva Neves,Wolves,Manchester City,True,90,1,2.4,0,0,3,False,1.0,Wolves,False,West Ham,4.15,
Rúben da Silva Neves,Wolves,West Ham,False,90,1,4.4,0,0,2,False,,Nott'm Forest,False,Arsenal,4.71,-0.0
