name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
James Milner,Liverpool,Fulham,2022-08-06,False,Sub,31,0.0,0.0,0.0,0.0,1,0.0,0.0,1.6,0,0,1,False,0.0,0.0,31.0,0.0,1.0,0.34,2.17,0.05,0,Liverpool,False,Arsenal,-2.38,-0.0
James Milner,Liverpool,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,15.5,0.0,1.0,0.34,2.17,0.05,3,Liverpool,True,Manchester City,0.85,
James Milner,Liverpool,Manchester City,2022-10-16,True,DR,90,0.0,0.05,0.0,0.0,3,1.0,0.0,2.0,0,1,0,False,0.5,0.0,40.33,0.0,1.0,0.34,2.17,0.05,1,Liverpool,True,West Ham,0.04,
James Milner,Liverpool,West Ham,2022-10-19,True,Sub,9,0.0,0.0,0.0,0.12,1,0.0,2.0,3.1,0,0,0,False,1.33,0.02,32.5,0.0,1.0,0.34,2.17,0.05,2,Liverpool,False,Nottingham Forest,,
James Milner,Liverpool,Nottingham Forest,2022-10-22,False,DR,61,0.0,0.0,0.0,0.25,2,0.0,3.0,7.9,0,0,1,False,1.25,0.01,38.2,0.0,1.0,0.34,2.17,0.05,1,Liverpool,True,Leicester City,-7.96,
James Milner,Liverpool,Leicester City,2022-10-29,True,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,False,1.4,0.01,33.67,0.0,1.0,0.34,2.17,0.05,0,Liverpool,False,Tottenham,3.08,-0.03
James Milner,Liverpool,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.01,28.86,0.0,1.0,0.34,2.17,0.05,1,Liverpool,True,Southampton,-3.78,-0.38
James Milner,Liverpool,Southampton,2022-11-12,True,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,0,False,1.4,0.01,28.0,0.0,1.0,0.34,2.17,0.05,0,Liverpool,False,Aston Villa,1.3,
James Milner,Liverpool,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,24.89,0.0,1.0,0.34,2.17,0.05,0,Liverpool,True,Leeds United,-2.07,
James Milner,Liverpool,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,22.4,0.0,1.0,0.34,2.17,0.05,0,Liverpool,False,Brentford,4.84,-0.55
James Milner,Liverpool,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,20.36,0.0,1.0,0.34,2.17,0.05,5,Liverpool,True,Crystal Palace,-3.98,
James Milner,Liverpool,Crystal Palace,2022-08-15,True,MC,62,0.0,0.08,1.0,0.11,5,1.0,2.0,6.1,0,0,1,False,0.2,0.0,23.83,0.0,1.0,0.34,2.17,0.05,0,Liverpool,False,Brighton,-2.51,-0.39
James Milner,Liverpool,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,False,1.2,0.22,22.0,0.0,1.0,0.34,2.17,0.05,2,Liverpool,True,Chelsea,0.29,-0.25
James Milner,Liverpool,Chelsea,2023-01-21,True,DR,71,0.0,0.02,0.0,0.0,2,1.0,0.0,0.9,0,1,0,True,1.0,0.22,25.5,0.0,1.0,0.34,2.17,0.05,1,Liverpool,False,Wolverhampton,-0.13,-0.46
James Milner,Liverpool,Wolverhampton,2023-02-04,False,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,False,1.4,0.22,24.13,0.0,1.0,0.34,2.17,0.05,1,Liverpool,True,Everton,-0.32,0.34
James Milner,Liverpool,Everton,2023-02-13,True,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,0,False,1.6,0.22,23.25,0.0,1.0,0.34,2.17,0.05,1,Liverpool,False,Newcastle United,-1.4,
James Milner,Liverpool,Newcastle United,2023-02-18,False,Sub,31,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,False,1.8,0.22,23.71,0.0,1.0,0.34,2.17,0.05,3,Liverpool,False,Crystal Palace,-1.03,
James Milner,Liverpool,Crystal Palace,2023-02-25,False,MC,90,0.0,0.0,0.0,0.06,3,0.0,1.0,2.6,0,1,0,True,1.0,0.0,27.39,0.0,1.0,0.34,2.17,0.05,1,Liverpool,True,Wolverhampton,0.05,-0.48
James Milner,Liverpool,Wolverhampton,2023-03-01,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,1.6,0.0,26.0,0.0,1.0,0.34,2.17,0.05,1,Liverpool,True,Manchester United,-4.04,
