name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Idrissa Gueye,Everton,Manchester United,2022-10-09,True,MC,75,0,0.0,0,0.0,2,0,0,0.0,0,0,2,False
Idrissa Gueye,Everton,Tottenham,2022-10-15,False,MC,80,0,0.0,0,0.0,1,0,0,0.5,0,0,1,False
Idrissa Gueye,Everton,Newcastle United,2022-10-19,False,MC,90,0,0.0,0,0.0,1,0,0,1.6,0,0,1,False
Idrissa Gueye,Everton,Crystal Palace,2022-10-22,True,DMC,85,0,0.0,0,0.0373443998396396,3,0,1,2.4,0,1,0,False
Idrissa Gueye,Everton,Fulham,2022-10-29,False,DMC,64,0,0.0,0,0.0,3,0,0,1.3,0,1,0,False
Idrissa Gueye,Everton,Leeds United,2022-11-05,True,MC,45,0,0.0,0,0.0,1,0,0,1.4,0,0,1,False
Idrissa Gueye,Everton,Bournemouth,2022-11-12,False,MC,90,0,0.0,0,0.075422503054142,2,0,1,3.3,0,0,3,True
Idrissa Gueye,Everton,Wolverhampton,2022-12-26,True,MC,83,0,0.0,0,0.4141609966754913,3,0,1,3.4,1,0,1,True
Idrissa Gueye,Everton,Manchester City,2022-12-31,False,MC,77,0,0.0,1,0.0760018974542617,5,0,2,5.1,0,0,1,True
Idrissa Gueye,Everton,Brighton,2023-01-03,True,MC,63,0,0.0,0,0.0,2,0,0,1.3,0,0,4,True
Idrissa Gueye,Everton,Southampton,2023-01-14,True,MC,81,0,0.0,0,0.0,2,0,0,1.4,0,0,2,True
Idrissa Gueye,Everton,West Ham,2023-01-21,False,MC,90,0,0.0176219996064901,0,0.0,2,1,0,3.3,0,0,2,True
Idrissa Gueye,Everton,Arsenal,2023-02-04,True,MC,90,0,0.0,0,0.0,3,0,0,0.8,0,1,0,True
Idrissa Gueye,Everton,Liverpool,2023-02-13,False,MC,90,0,0.0173892993479967,0,0.0,2,1,0,1.8,0,0,2,True
Idrissa Gueye,Everton,Leicester City,2023-02-18,True,MC,90,0,0.0455475002527236,0,0.0660594031214714,3,1,1,2.8,0,1,0,True
Idrissa Gueye,Everton,Aston Villa,2023-02-25,True,DMC,90,0,0.0,0,0.0,2,0,0,1.7,0,0,2,True
Idrissa Gueye,Everton,Arsenal,2023-03-01,False,MC,45,0,0.0,0,0.0,1,0,0,0.0,0,0,2,True
Idrissa Gueye,Everton,Nottingham Forest,2023-03-05,False,MC,90,0,0.0,0,0.0,2,0,0,2.7,0,0,2,True
Idrissa Gueye,Everton,Brentford,2023-03-11,True,MC,90,0,0.024312799796462,0,0.1152819991111755,3,1,1,4.2,0,1,0,True
Idrissa Gueye,Everton,Chelsea,2023-03-18,False,MC,78,0,0.0,0,0.0,1,0,0,0.7,0,0,2,True
Idrissa Gueye,Everton,Tottenham,2023-04-03,True,DMC,83,0,0.1125489994883537,0,0.0146308997645974,2,2,1,4.0,0,0,1,True
Idrissa Gueye,Everton,Manchester United,2023-04-08,False,MC,59,0,0.0176568999886512,0,0.0330884009599685,1,1,1,3.8,0,0,1,True
Idrissa Gueye,Everton,Fulham,2023-04-15,True,MC,68,0,0.0,0,0.0,1,0,0,1.7,0,0,3,True
Idrissa Gueye,Everton,Crystal Palace,2023-04-22,False,DMC,90,0,0.0139704383909702,0,0.0,3,1,0,2.1,0,1,0,True
Idrissa Gueye,Everton,Newcastle United,2023-04-27,True,MC,81,0,0.101062387228012,0,0.0797022953629493,2,2,2,0.0,0,0,4,True
Idrissa Gueye,Everton,Leeds United,2023-05-01,False,DMC,90,0,0.0173374619334936,0,0.0,1,1,0,0.4,0,0,2,True
Idrissa Gueye,Everton,Brighton,2023-05-08,False,DMC,86,0,0.0263547915965318,0,0.0,1,1,0,2.4,0,0,1,True
Idrissa Gueye,Everton,Manchester City,2023-05-14,True,DMC,55,0,0.0,0,0.0,1,0,0,0.8,0,0,3,True
Idrissa Gueye,Everton,Wolverhampton,2023-05-20,False,DMC,81,0,0.0153073072433471,0,0.0242651756852865,2,1,1,1.9,0,0,1,True
Idrissa Gueye,Everton,Bournemouth,2023-05-28,True,MC,90,0,0.0943368896842002,0,0.0,3,2,0,0.0,0,1,0,True
Idrissa Gueye,Everton,Liverpool,2022-09-03,True,Sub,28,0,0.0,0,0.0,1,0,0,0.5,0,0,0,False
Idrissa Gueye,Everton,West Ham,2022-09-18,True,MC,90,0,0.0,0,0.0,3,0,0,2.2,0,1,0,False
Idrissa Gueye,Everton,Southampton,2022-10-01,False,MC,90,0,0.0,0,0.0,1,0,0,1.8,0,0,1,False
