name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Wanya Marçal-Madivadua,Leicester,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Tottenham,3.95,1.07
Wanya Marçal-Madivadua,Leicester,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Manchester United,0.11,-0.1
Wanya Marçal-Madivadua,Leicester,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Arsenal,-1.32,0.36
Wanya Marçal-Madivadua,Leicester,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Southampton,-3.27,-1.07
Wanya Marçal-Madivadua,Leicester,Southampton,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Chelsea,-2.98,-0.25
Wanya Marçal-Madivadua,Leicester,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Brentford,-4.9,-0.55
Wanya Marçal-Madivadua,Leicester,Brentford,False,0,0,0.0,0,0,0,False,0.0,Leicester,False,Crystal Palace,2.07,0.13
Wanya Marçal-Madivadua,Leicester,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Aston Villa,-0.34,0.55
Wanya Marçal-Madivadua,Leicester,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Leicester,True,Bournemouth,,1.46
Wanya Marçal-Madivadua,Leicester,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Manchester City,1.46,-1.26
Wanya Marçal-Madivadua,Leicester,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Wolverhampton,-1.75,-0.48
Wanya Marçal-Madivadua,Leicester,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Leicester City,1.46,-0.05
Wanya Marçal-Madivadua,Leicester,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Everton,4.46,0.34
Wanya Marçal-Madivadua,Leicester,Everton,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Fulham,,1.37
Wanya Marçal-Madivadua,Leicester,Fulham,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Liverpool,-0.21,-0.53
Wanya Marçal-Madivadua,Leicester,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Newcastle United,1.84,-0.34
Wanya Marçal-Madivadua,Leicester,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,West Ham,-0.48,0.63
Wanya Marçal-Madivadua,Leicester,West Ham,True,0,0,0.0,0,0,0,False,,Nott'm Forest,False,Arsenal,,-0.0
