name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Marc Roca Junqué,Leeds,Wolverhampton,True,72,2,4.1,0,0,1,False,2.0,Leeds,False,Crystal Palace,-1.48,
Marc Roca Junqué,Leeds,Crystal Palace,False,83,2,2.6,0,0,2,False,2.0,Leeds,True,Arsenal,-2.44,0.36
Marc Roca Junqué,Leeds,Arsenal,True,83,2,4.2,0,0,1,False,1.0,Leeds,False,Leeds United,,
Marc Roca Junqué,Leeds,Leeds United,False,45,1,0.4,0,0,2,False,2.0,Leeds,True,Fulham,,-0.3
Marc Roca Junqué,Leeds,Fulham,True,90,2,6.1,0,0,3,False,2.0,Leeds,False,Liverpool,1.31,-1.33
Marc Roca Junqué,Leeds,Liverpool,False,90,2,4.2,0,0,1,False,1.0,Leeds,True,Bournemouth,,1.46
Marc Roca Junqué,Leeds,Bournemouth,True,53,1,2.6,0,0,3,False,4.0,Leeds,False,Tottenham,0.01,-0.03
Marc Roca Junqué,Leeds,Tottenham,False,78,4,4.9,0,0,2,True,2.0,Leeds,True,Manchester City,2.49,
Marc Roca Junqué,Leeds,Manchester City,True,90,2,0.8,0,0,3,True,0.0,Leeds,False,Newcastle United,-5.11,
Marc Roca Junqué,Leeds,Newcastle United,False,45,0,1.0,0,0,0,False,2.0,Leeds,True,West Ham,-2.86,
Marc Roca Junqué,Leeds,West Ham,True,77,2,3.8,0,0,2,True,2.0,Leeds,False,Southampton,-2.03,-1.07
Marc Roca Junqué,Leeds,Southampton,False,88,2,2.8,0,0,2,False,2.0,Leeds,False,Aston Villa,-1.61,
Marc Roca Junqué,Leeds,Aston Villa,False,76,2,2.3,0,0,2,True,3.0,Leeds,True,Brentford,-0.12,0.69
Marc Roca Junqué,Leeds,Brentford,True,87,3,4.9,0,1,0,True,1.0,Leeds,False,Nottingham Forest,,
Marc Roca Junqué,Leeds,Nottingham Forest,False,56,1,2.7,0,0,1,True,0.0,Leeds,False,Manchester United,2.58,
Marc Roca Junqué,Leeds,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Leeds,True,Manchester United,1.66,
Marc Roca Junqué,Leeds,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Leeds,False,Everton,1.15,-0.63
Marc Roca Junqué,Leeds,Everton,False,0,0,0.0,0,0,0,False,1.0,Leeds,True,Southampton,-3.43,-0.38
Marc Roca Junqué,Leeds,Southampton,True,4,1,0.2,0,0,0,False,0.0,Leeds,False,Chelsea,-1.33,-0.72
Marc Roca Junqué,Leeds,Chelsea,False,0,0,0.0,0,0,0,False,2.0,Leeds,True,Brighton,-4.64,-0.71
Marc Roca Junqué,Leeds,Brighton,True,65,2,1.6,0,0,2,True,4.0,Leeds,False,Wolverhampton,-3.79,-0.46
Marc Roca Junqué,Leeds,Wolverhampton,False,90,4,6.6,0,0,2,True,2.0,Leeds,False,Arsenal,0.14,-0.0
Marc Roca Junqué,Leeds,Arsenal,False,90,2,2.8,0,0,4,True,7.0,Leeds,True,Nottingham Forest,1.75,
Marc Roca Junqué,Leeds,Nottingham Forest,True,90,7,9.5,2,0,1,True,3.0,Leeds,True,Chelsea,-0.38,-0.25
Marc Roca Junqué,Leeds,Chelsea,True,60,3,1.8,0,1,0,False,2.0,Leeds,True,Crystal Palace,1.78,
Marc Roca Junqué,Leeds,Crystal Palace,True,90,2,4.1,0,0,5,True,2.0,Leeds,True,Liverpool,0.62,-0.53
Marc Roca Junqué,Leeds,Liverpool,True,90,2,4.6,0,0,6,True,1.0,Leeds,False,Fulham,,1.37
Marc Roca Junqué,Leeds,Fulham,False,90,1,5.4,0,0,2,True,1.0,Leeds,True,Leeds United,,
Marc Roca Junqué,Leeds,Leeds United,True,90,1,8.1,0,0,1,True,2.0,Leeds,False,Bournemouth,0.09,0.19
Marc Roca Junqué,Leeds,Bournemouth,False,90,2,4.3,0,0,4,True,1.0,Leeds,False,Manchester City,4.57,
Marc Roca Junqué,Leeds,Manchester City,False,58,1,2.0,0,0,2,True,0.0,Leeds,True,Newcastle United,-0.68,
Marc Roca Junqué,Leeds,Newcastle United,True,0,0,0.0,0,0,0,False,1.0,Leeds,False,West Ham,0.82,
Marc Roca Junqué,Leeds,West Ham,False,6,1,1.6,0,0,1,False,0.0,Leeds,True,Tottenham,-4.61,1.07
Marc Roca Junqué,Leeds,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Leeds,False,Brighton,1.41,-0.39
Marc Roca Junqué,Leeds,Brighton,False,58,0,2.1,0,0,0,False,2.0,Leeds,True,Everton,,0.34
Marc Roca Junqué,Leeds,Everton,True,90,2,5.1,0,0,1,False,8.0,Leeds,False,Brentford,-0.35,-0.55
Marc Roca Junqué,Leeds,Brentford,False,85,8,13.6,1,0,4,False,0.0,Leeds,True,Aston Villa,,
Marc Roca Junqué,Leeds,Aston Villa,True,57,0,2.3,0,0,0,False,,Wolves,False,Manchester United,-0.63,
