name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Will Hughes,Crystal Palace,Arsenal,2022-08-05,True,Sub,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,False,0.0,0.0,4.0,0.0,1.0,0.13,0.97,0.03,1,Crystal Palace,True,Leicester City,-0.81
Will Hughes,Crystal Palace,Leicester City,2022-10-09,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,1.0,0.0,4.5,0.0,1.0,0.13,0.97,0.03,0,Crystal Palace,False,Leeds United,0.66
Will Hughes,Crystal Palace,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,3.0,0.0,1.0,0.13,0.97,0.03,0,Crystal Palace,True,Wolverhampton,-1.42
Will Hughes,Crystal Palace,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.67,0.0,2.25,0.0,1.0,0.13,0.97,0.03,0,Crystal Palace,False,Everton,2.96
Will Hughes,Crystal Palace,Everton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.5,0.0,1.8,0.0,1.0,0.13,0.97,0.03,1,Crystal Palace,True,Southampton,0.19
Will Hughes,Crystal Palace,Southampton,2022-10-29,True,Sub,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.4,0.0,4.0,0.0,1.0,0.13,0.97,0.03,0,Crystal Palace,False,West Ham,0.38
Will Hughes,Crystal Palace,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,3.43,0.0,1.0,0.13,0.97,0.03,1,Crystal Palace,False,Nottingham Forest,1.76
Will Hughes,Crystal Palace,Nottingham Forest,2022-11-12,False,Sub,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,0.2,0.0,4.5,0.0,1.0,0.13,0.97,0.03,1,Crystal Palace,True,Fulham,2.42
Will Hughes,Crystal Palace,Fulham,2022-12-26,True,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0,False,0.4,0.0,4.67,0.0,1.0,0.13,0.97,0.03,1,Crystal Palace,False,Bournemouth,0.25
Will Hughes,Crystal Palace,Bournemouth,2022-12-31,False,Sub,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.6,0.0,4.4,0.0,1.0,0.13,0.97,0.03,1,Crystal Palace,True,Tottenham,0.68
