name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Allan Saint-Maximin,Newcastle,Nottingham Forest,2022-08-06,True,FWL,89,0,0.36,0,0.02,3,4,1,10.6,0,1,0,False,0.0,0.0,89.0,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Brentford,2022-10-08,True,Sub,12,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,3.0,0.36,50.5,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Aston Villa,2022-10-29,True,Sub,4,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,2.0,0.18,35.0,0,0,0,0,0,4
Allan Saint-Maximin,Newcastle,Southampton,2022-11-06,False,Sub,17,0,0.0,1,0.02,4,0,1,2.9,0,0,1,False,1.67,0.12,30.5,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Leeds United,2022-12-26,False,Sub,7,0,0.0,0,0.0,1,0,0,0.1,0,0,0,False,2.25,0.34,25.8,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Leicester City,2022-12-31,True,Sub,26,0,0.0,0,0.08,1,0,1,1.9,0,0,0,False,2.0,0.27,25.83,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Arsenal,2023-01-03,False,Sub,3,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,1.6,0.2,22.57,0,0,0,0,0,2
Allan Saint-Maximin,Newcastle,Brighton,2022-08-13,False,FWL,74,0,0.0,0,0.04,2,0,1,2.7,0,1,0,False,1.6,0.2,29.0,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Fulham,2023-01-15,True,Sub,45,0,0.07,0,0.0,1,1,0,0.6,0,0,0,False,1.8,0.2,30.78,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Crystal Palace,2023-01-21,False,Sub,21,0,0.11,0,0.0,1,1,0,0.6,0,0,0,False,1.2,0.01,29.8,0,0,0,0,0,2
Allan Saint-Maximin,Newcastle,West Ham,2023-02-04,True,FWL,68,0,0.06,0,0.0,2,1,0,1.7,0,0,1,True,1.2,0.04,33.27,0,0,0,0,0,2
Allan Saint-Maximin,Newcastle,Bournemouth,2023-02-11,False,FWL,83,0,0.06,0,0.1,2,2,2,6.4,0,0,1,True,1.4,0.05,37.42,0,0,0,0,0,2
Allan Saint-Maximin,Newcastle,Liverpool,2023-02-18,True,FWL,90,0,0.17,0,0.42,2,3,2,8.0,0,0,2,True,1.6,0.06,41.46,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Manchester City,2023-03-04,False,Sub,28,0,0.0,0,0.0,1,0,0,0.4,0,0,1,False,1.6,0.09,40.5,0,0,0,0,0,3
Allan Saint-Maximin,Newcastle,Wolverhampton,2023-03-12,True,FWL,67,0,0.08,0,0.3,3,2,4,9.1,0,1,0,True,1.6,0.08,42.27,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Nottingham Forest,2023-03-17,False,FWL,45,0,0.0,0,0.0,1,0,0,0.3,0,0,1,True,2.0,0.07,42.44,0,0,0,0,0,6
Allan Saint-Maximin,Newcastle,Manchester United,2023-04-02,True,FWL,67,0,0.03,1,1.13,6,1,6,12.0,0,1,0,True,1.8,0.06,43.88,0,0,0,0,0,5
Allan Saint-Maximin,Newcastle,West Ham,2023-04-05,False,FWL,63,0,0.11,1,0.77,5,2,2,7.9,0,0,1,True,2.6,0.26,44.94,0,0,0,0,0,13
Allan Saint-Maximin,Newcastle,Manchester City,2022-08-21,True,FWL,90,0,0.22,2,1.13,13,3,4,13.5,2,0,3,False,3.2,0.44,47.32,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Arsenal,2023-05-07,True,Sub,12,0,0.02,0,0.0,1,1,0,2.0,0,0,0,False,5.6,0.89,45.55,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Leicester City,2023-05-13,False,Sub,17,0,0.04,0,0.0,1,1,0,3.0,0,0,1,False,5.2,0.88,44.19,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Brighton,2023-05-18,True,Sub,1,0,0.0,0,0.0,1,0,0,0.6,0,0,0,False,5.2,0.88,42.23,0,0,0,0,0,1
Allan Saint-Maximin,Newcastle,Leeds United,2023-05-22,True,Sub,22,0,0.0,0,0.03,1,0,1,2.3,0,0,0,False,4.2,0.68,41.35,0,0,0,0,0,2
Allan Saint-Maximin,Newcastle,Chelsea,2023-05-28,False,FWL,68,0,0.08,0,0.6,2,1,5,0.0,0,0,1,True,3.4,0.46,42.46,0,0,0,0,0,9
Allan Saint-Maximin,Newcastle,Wolverhampton,2022-08-28,False,FWL,90,1,0.21,0,0.08,9,5,1,11.2,2,0,1,False,1.2,0.03,44.36,0,0,0,0,0,
