name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Marcus Oliveira Alencar,Arsenal,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Liverpool,1.96,-0.53
Marcus Oliveira Alencar,Arsenal,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Leicester City,-3.95,
Marcus Oliveira Alencar,Arsenal,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Southampton,2.15,-1.07
Marcus Oliveira Alencar,Arsenal,Southampton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Nottingham Forest,,
Marcus Oliveira Alencar,Arsenal,Nottingham Forest,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Chelsea,-3.91,-0.72
Marcus Oliveira Alencar,Arsenal,Chelsea,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Wolverhampton,-1.32,-0.46
Marcus Oliveira Alencar,Arsenal,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,West Ham,-2.46,
Marcus Oliveira Alencar,Arsenal,West Ham,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Brighton,-0.75,-0.39
Marcus Oliveira Alencar,Arsenal,Brighton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Newcastle United,-2.77,
Marcus Oliveira Alencar,Arsenal,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Leeds United,-3.81,
Marcus Oliveira Alencar,Arsenal,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Tottenham,3.44,-0.03
Marcus Oliveira Alencar,Arsenal,Tottenham,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Manchester United,-1.99,
Marcus Oliveira Alencar,Arsenal,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Everton,1.42,-0.63
Marcus Oliveira Alencar,Arsenal,Everton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Brentford,-1.07,0.69
Marcus Oliveira Alencar,Arsenal,Brentford,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Manchester City,0.98,
Marcus Oliveira Alencar,Arsenal,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Aston Villa,-0.61,
Marcus Oliveira Alencar,Arsenal,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Leeds United,-2.61,
Marcus Oliveira Alencar,Arsenal,Leeds United,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Everton,-3.92,0.34
Marcus Oliveira Alencar,Arsenal,Everton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Bournemouth,,1.46
Marcus Oliveira Alencar,Arsenal,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Fulham,,1.37
Marcus Oliveira Alencar,Arsenal,Fulham,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Crystal Palace,-0.14,
Marcus Oliveira Alencar,Arsenal,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Leicester City,,
Marcus Oliveira Alencar,Arsenal,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Bournemouth,-3.74,0.19
Marcus Oliveira Alencar,Arsenal,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Liverpool,4.27,-1.33
Marcus Oliveira Alencar,Arsenal,Liverpool,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,West Ham,,
Marcus Oliveira Alencar,Arsenal,West Ham,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Southampton,-3.78,-0.38
Marcus Oliveira Alencar,Arsenal,Southampton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Manchester City,4.53,
Marcus Oliveira Alencar,Arsenal,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Chelsea,2.07,-0.25
Marcus Oliveira Alencar,Arsenal,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Newcastle United,,
Marcus Oliveira Alencar,Arsenal,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Brighton,,-0.71
Marcus Oliveira Alencar,Arsenal,Brighton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Nottingham Forest,,
Marcus Oliveira Alencar,Arsenal,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Wolverhampton,,-0.48
Marcus Oliveira Alencar,Arsenal,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Fulham,-0.83,-0.3
Marcus Oliveira Alencar,Arsenal,Fulham,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Aston Villa,-2.64,
Marcus Oliveira Alencar,Arsenal,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Manchester United,2.33,
Marcus Oliveira Alencar,Arsenal,Manchester United,False,0,0,0.0,0,0,0,False,1.0,Arsenal,False,Brentford,-0.38,-0.55
Marcus Oliveira Alencar,Arsenal,Brentford,False,1,1,0.0,0,0,0,False,0.0,Arsenal,True,Tottenham,-2.27,1.07
Marcus Oliveira Alencar,Arsenal,Tottenham,True,0,0,0.0,0,0,0,False,,Nott'm Forest,False,Arsenal,4.71,-0.0
