name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Daniel James,Leeds,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,4.0,7.72,4.27,0.04,2.0,Fulham,False,West Ham,
Daniel James,Fulham,West Ham,2022-10-09,False,AMR,76,0.0,0.22,0.0,0.0,2,3.0,0.0,0.9,0,0,2,False,0.0,0.0,38.0,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,Bournemouth,
Daniel James,Fulham,Bournemouth,2022-10-15,True,AMR,45,0.0,0.2,0.0,0.0,1,3.0,0.0,5.7,0,0,2,False,1.0,0.11,40.33,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,Aston Villa,
Daniel James,Fulham,Aston Villa,2022-10-20,True,Sub,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,1.0,0.14,34.5,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,False,Leicester City,
Daniel James,Fulham,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.1,27.6,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,True,Everton,
Daniel James,Fulham,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.08,23.0,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,False,Manchester City,
Daniel James,Fulham,Manchester City,2022-11-05,False,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1,False,0.8,0.08,21.71,4.0,4.0,7.72,4.27,0.04,6.0,Fulham,True,Manchester United,
Daniel James,Fulham,Manchester United,2022-11-13,True,Sub,31,1.0,0.9,0.0,0.06,6,3.0,1.0,0.0,0,0,1,False,0.6,0.04,22.88,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,False,Crystal Palace,
Daniel James,Fulham,Crystal Palace,2022-12-26,False,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,1.6,0.18,21.22,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,Southampton,
Daniel James,Fulham,Southampton,2022-12-31,True,Sub,28,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,0,False,1.6,0.18,21.9,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,False,Leeds United,
Daniel James,Fulham,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,False,1.8,0.18,19.91,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,Chelsea,
Daniel James,Fulham,Chelsea,2023-01-12,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,1.8,0.18,18.33,4.0,4.0,7.72,4.27,0.04,1.0,Leeds,False,Southampton,-2.03
Daniel James,Leeds,Southampton,2022-08-13,False,Sub,56,0.0,0.06,0.0,0.0,1,1.0,0.0,2.6,0,0,2,False,1.8,0.18,21.23,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,False,Newcastle United,
Daniel James,Fulham,Newcastle United,2023-01-15,False,Sub,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,False,0.8,0.01,20.64,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,True,Tottenham,
Daniel James,Fulham,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.01,19.27,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,False,Chelsea,
Daniel James,Fulham,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.01,18.06,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,True,Nottingham Forest,
Daniel James,Fulham,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.01,17.0,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,False,Brighton,
Daniel James,Fulham,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.01,16.06,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,True,Wolverhampton,
Daniel James,Fulham,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,15.21,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,False,Brentford,
Daniel James,Fulham,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,14.45,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,Arsenal,
Daniel James,Fulham,Arsenal,2023-03-12,True,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,0.0,0.0,14.43,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,False,Bournemouth,
Daniel James,Fulham,Bournemouth,2023-04-01,False,Sub,21,0.0,0.11,0.0,0.0,1,1.0,0.0,1.4,0,0,1,False,0.2,0.0,14.73,4.0,4.0,7.72,4.27,0.04,3.0,Leeds,True,Chelsea,-0.38
Daniel James,Leeds,Chelsea,2022-08-21,True,AMR,69,0.0,0.02,0.0,0.47,3,1.0,1.0,2.4,0,1,0,False,0.4,0.02,17.09,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,West Ham,
Daniel James,Fulham,West Ham,2023-04-08,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,1.0,0.02,16.58,4.0,4.0,7.72,4.27,0.04,12.0,Fulham,False,Everton,
Daniel James,Fulham,Everton,2023-04-15,False,FW,89,1.0,0.45,1.0,0.4,12,2.0,2.0,11.5,2,0,1,True,1.2,0.02,19.48,4.0,4.0,7.72,4.27,0.04,0.0,Fulham,True,Leicester City,
Daniel James,Fulham,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,False,3.6,0.31,18.73,4.0,4.0,7.72,4.27,0.04,2.0,Fulham,False,Aston Villa,
Daniel James,Fulham,Aston Villa,2023-04-25,False,FW,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.4,0,0,1,True,3.4,0.31,21.37,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,True,Manchester City,
Daniel James,Fulham,Manchester City,2023-04-30,True,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,3.6,0.29,21.11,4.0,4.0,7.72,4.27,0.04,1.0,Fulham,False,Liverpool,
