name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Sammy Braybrooke,Leicester,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Crystal Palace,-0.43,
Sammy Braybrooke,Leicester,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Leicester,True,Leicester City,2.25,
Sammy Braybrooke,Leicester,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Wolverhampton,3.01,-0.46
Sammy Braybrooke,Leicester,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Manchester City,2.25,
Sammy Braybrooke,Leicester,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Everton,1.31,-0.63
Sammy Braybrooke,Leicester,Everton,False,0,0,0.0,0,0,0,False,0.0,Leicester,False,West Ham,-0.48,
Sammy Braybrooke,Leicester,West Ham,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Newcastle United,2.07,
Sammy Braybrooke,Leicester,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Liverpool,-0.04,-1.33
Sammy Braybrooke,Leicester,Liverpool,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Fulham,,-0.3
Sammy Braybrooke,Leicester,Fulham,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Nottingham Forest,,
Sammy Braybrooke,Leicester,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Brighton,-0.74,-0.71
Sammy Braybrooke,Leicester,Brighton,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Aston Villa,-0.96,
Sammy Braybrooke,Leicester,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Tottenham,3.95,1.07
Sammy Braybrooke,Leicester,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Manchester United,0.11,
Sammy Braybrooke,Leicester,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Arsenal,-1.32,0.36
Sammy Braybrooke,Leicester,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Southampton,-3.27,-1.07
Sammy Braybrooke,Leicester,Southampton,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Chelsea,-2.98,-0.25
Sammy Braybrooke,Leicester,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Brentford,-4.9,-0.55
Sammy Braybrooke,Leicester,Brentford,False,0,0,0.0,0,0,0,False,0.0,Leicester,False,Crystal Palace,2.07,
Sammy Braybrooke,Leicester,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Aston Villa,-0.34,
Sammy Braybrooke,Leicester,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Leicester,True,Bournemouth,,1.46
Sammy Braybrooke,Leicester,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Manchester City,1.46,
Sammy Braybrooke,Leicester,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Wolverhampton,-1.75,-0.48
Sammy Braybrooke,Leicester,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Leicester City,1.46,
Sammy Braybrooke,Leicester,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Everton,4.46,0.34
Sammy Braybrooke,Leicester,Everton,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Fulham,,1.37
Sammy Braybrooke,Leicester,Fulham,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,Liverpool,-0.21,-0.53
Sammy Braybrooke,Leicester,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Leicester,False,Newcastle United,1.84,
Sammy Braybrooke,Leicester,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Leicester,True,West Ham,-0.48,
Sammy Braybrooke,Leicester,West Ham,True,0,0,0.0,0,0,0,False,,Wolves,False,Manchester United,-0.63,
