name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Jorge Luiz Frello Filho,Chelsea,Everton,False,90,11,7.6,3,1,0,False,2.0,Chelsea,True,Wolverhampton,2.42
Jorge Luiz Frello Filho,Chelsea,Wolverhampton,True,90,2,2.7,0,1,0,False,1.0,Chelsea,False,Aston Villa,-1.51
Jorge Luiz Frello Filho,Chelsea,Aston Villa,False,25,1,0.6,0,0,0,False,3.0,Chelsea,False,Brentford,-0.66
Jorge Luiz Frello Filho,Chelsea,Brentford,False,90,3,4.4,0,1,0,False,8.0,Chelsea,True,Manchester United,-0.06
Jorge Luiz Frello Filho,Chelsea,Manchester United,True,90,8,6.9,2,0,1,False,0.0,Chelsea,False,Brighton,0.05
Jorge Luiz Frello Filho,Chelsea,Brighton,False,0,0,0.0,0,0,0,False,2.0,Chelsea,True,Arsenal,5.81
Jorge Luiz Frello Filho,Chelsea,Arsenal,True,90,2,1.3,0,0,1,False,1.0,Chelsea,False,Newcastle United,-1.55
Jorge Luiz Frello Filho,Chelsea,Newcastle United,False,90,1,1.2,0,0,1,True,3.0,Chelsea,True,Bournemouth,
Jorge Luiz Frello Filho,Chelsea,Bournemouth,True,90,3,4.4,0,1,0,True,2.0,Chelsea,False,Nottingham Forest,
Jorge Luiz Frello Filho,Chelsea,Nottingham Forest,False,71,2,0.8,0,0,1,True,0.0,Chelsea,True,Manchester City,1.05
Jorge Luiz Frello Filho,Chelsea,Manchester City,True,0,0,0.0,0,0,0,False,1.0,Chelsea,False,Fulham,
Jorge Luiz Frello Filho,Chelsea,Fulham,False,34,1,1.2,0,0,1,False,2.0,Chelsea,True,Tottenham,-1.77
Jorge Luiz Frello Filho,Chelsea,Tottenham,True,72,2,4.6,0,0,1,False,2.0,Chelsea,True,Crystal Palace,0.31
Jorge Luiz Frello Filho,Chelsea,Crystal Palace,True,90,2,2.1,0,1,0,True,3.0,Chelsea,False,Liverpool,0.32
Jorge Luiz Frello Filho,Chelsea,Liverpool,False,90,3,4.0,0,1,0,True,1.0,Arsenal,False,Everton,1.42
Jorge Luiz Frello Filho,Arsenal,Everton,False,31,1,1.5,0,0,1,False,0.0,Arsenal,True,Brentford,-1.07
Jorge Luiz Frello Filho,Arsenal,Brentford,True,0,0,0.0,0,0,0,False,2.0,Arsenal,True,Manchester City,0.98
Jorge Luiz Frello Filho,Arsenal,Manchester City,True,90,2,4.2,0,0,3,True,5.0,Arsenal,False,Aston Villa,-0.61
Jorge Luiz Frello Filho,Arsenal,Aston Villa,False,90,5,4.9,0,0,2,True,3.0,Arsenal,False,Leeds United,-2.61
Jorge Luiz Frello Filho,Arsenal,Leeds United,False,90,3,2.5,0,1,0,True,1.0,Arsenal,True,Everton,-3.92
Jorge Luiz Frello Filho,Arsenal,Everton,True,45,1,0.9,0,0,0,True,0.0,Arsenal,True,Bournemouth,
Jorge Luiz Frello Filho,Arsenal,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Fulham,
Jorge Luiz Frello Filho,Arsenal,Fulham,False,0,0,0.0,0,0,0,False,1.0,Arsenal,True,Crystal Palace,-0.14
Jorge Luiz Frello Filho,Arsenal,Crystal Palace,True,7,1,0.1,0,0,0,False,1.0,Arsenal,True,Leicester City,
Jorge Luiz Frello Filho,Arsenal,Leicester City,True,30,1,0.6,0,0,1,False,2.0,Chelsea,False,Leicester City,5.06
Jorge Luiz Frello Filho,Chelsea,Leicester City,False,63,2,0.8,0,0,2,False,0.0,Arsenal,False,Liverpool,4.27
Jorge Luiz Frello Filho,Arsenal,Liverpool,False,0,0,0.0,0,0,0,False,1.0,Arsenal,False,West Ham,
Jorge Luiz Frello Filho,Arsenal,West Ham,False,23,1,0.8,0,0,0,False,0.0,Arsenal,True,Southampton,-3.78
Jorge Luiz Frello Filho,Arsenal,Southampton,True,0,0,0.0,0,0,0,False,1.0,Arsenal,False,Manchester City,4.53
Jorge Luiz Frello Filho,Arsenal,Manchester City,False,30,1,0.6,0,0,1,False,2.0,Arsenal,True,Chelsea,2.07
Jorge Luiz Frello Filho,Arsenal,Chelsea,True,85,2,1.6,0,0,1,True,6.0,Arsenal,False,Newcastle United,
Jorge Luiz Frello Filho,Arsenal,Newcastle United,False,90,6,5.6,0,1,0,True,1.0,Arsenal,True,Brighton,
Jorge Luiz Frello Filho,Arsenal,Brighton,True,59,1,0.8,0,0,1,True,2.0,Arsenal,False,Nottingham Forest,
Jorge Luiz Frello Filho,Arsenal,Nottingham Forest,False,90,2,3.4,0,0,1,True,3.0,Arsenal,True,Wolverhampton,
Jorge Luiz Frello Filho,Arsenal,Wolverhampton,True,90,3,0.0,0,1,0,True,2.0,Chelsea,True,Leeds United,-3.8
Jorge Luiz Frello Filho,Chelsea,Leeds United,True,74,2,1.1,0,0,1,False,2.0,Chelsea,False,Southampton,0.63
Jorge Luiz Frello Filho,Chelsea,Southampton,False,66,2,1.9,0,0,2,False,1.0,Chelsea,True,West Ham,-1.25
Jorge Luiz Frello Filho,Chelsea,West Ham,True,7,1,0.0,0,0,0,False,1.0,Chelsea,False,Crystal Palace,-1.84
Jorge Luiz Frello Filho,Chelsea,Crystal Palace,False,55,1,0.8,0,0,1,False,,Nott'm Forest,False,Arsenal,4.71
