name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Mads Bidstrup,Brentford,Leeds United,False,0,0,0.0,0,0,0,False,0.0,Brentford,False,Newcastle United,2.44
Mads Bidstrup,Brentford,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Brighton,-0.72
Mads Bidstrup,Brentford,Brighton,True,0,0,0.0,0,0,0,False,0.0,Brentford,True,Chelsea,-0.25
Mads Bidstrup,Brentford,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Aston Villa,2.08
Mads Bidstrup,Brentford,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Wolverhampton,2.5
Mads Bidstrup,Brentford,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Nottingham Forest,1.35
Mads Bidstrup,Brentford,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Brentford,False,Manchester City,-0.6
Mads Bidstrup,Brentford,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Tottenham,-0.38
Mads Bidstrup,Brentford,Tottenham,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,West Ham,-0.27
Mads Bidstrup,Brentford,West Ham,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Liverpool,-0.79
Mads Bidstrup,Brentford,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Brentford,True,Manchester United,-1.13
Mads Bidstrup,Brentford,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Brentford,True,Bournemouth,-0.5
Mads Bidstrup,Brentford,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Leicester City,-0.02
Mads Bidstrup,Brentford,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Southampton,-4.06
Mads Bidstrup,Brentford,Southampton,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Arsenal,0.3
Mads Bidstrup,Brentford,Arsenal,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Crystal Palace,1.05
Mads Bidstrup,Brentford,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Brentford,True,Fulham,0.44
Mads Bidstrup,Brentford,Fulham,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Everton,2.1
Mads Bidstrup,Brentford,Everton,False,0,0,0.0,0,0,0,False,0.0,Brentford,False,Southampton,0.93
Mads Bidstrup,Brentford,Southampton,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Leeds United,2.23
Mads Bidstrup,Brentford,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Brighton,1.2
Mads Bidstrup,Brentford,Brighton,False,0,0,0.0,0,0,0,False,0.0,Brentford,False,Manchester United,1.62
Mads Bidstrup,Brentford,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Brentford,False,Fulham,-1.2
Mads Bidstrup,Brentford,Fulham,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Newcastle United,2.43
Mads Bidstrup,Brentford,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Wolverhampton,-1.6
Mads Bidstrup,Brentford,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Aston Villa,0.51
Mads Bidstrup,Brentford,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Chelsea,-4.41
Mads Bidstrup,Brentford,Chelsea,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Nottingham Forest,-0.34
Mads Bidstrup,Brentford,Nottingham Forest,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Liverpool,3.48
Mads Bidstrup,Brentford,Liverpool,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,West Ham,-1.97
Mads Bidstrup,Brentford,West Ham,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Tottenham,2.11
Mads Bidstrup,Brentford,Tottenham,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Manchester City,1.02
Mads Bidstrup,Brentford,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Brentford,True,Everton,0.56
Mads Bidstrup,Brentford,Everton,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Crystal Palace,1.07
Mads Bidstrup,Brentford,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Brentford,True,Leicester City,-0.73
Mads Bidstrup,Brentford,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Brentford,True,Arsenal,0.17
Mads Bidstrup,Brentford,Arsenal,True,0,0,0.0,0,0,0,False,0.0,Brentford,False,Bournemouth,0.55
Mads Bidstrup,Brentford,Bournemouth,False,0,0,0.0,0,0,0,False,,Wolves,False,Manchester United,0.79
