name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Bobby De Cordova-Reid,Fulham,Liverpool,True,90,1,4.0,0,0,2,False,2.0,Fulham,False,West Ham,1.35
Bobby De Cordova-Reid,Fulham,West Ham,False,90,2,1.3,0,0,3,False,1.0,Fulham,True,Bournemouth,-0.74
Bobby De Cordova-Reid,Fulham,Bournemouth,True,90,1,5.8,0,0,2,False,3.0,Fulham,True,Aston Villa,-0.63
Bobby De Cordova-Reid,Fulham,Aston Villa,True,90,3,4.1,0,1,0,False,8.0,Fulham,False,Leicester City,-2.72
Bobby De Cordova-Reid,Fulham,Leicester City,False,90,8,6.3,1,0,2,False,2.0,Fulham,True,Everton,0.79
Bobby De Cordova-Reid,Fulham,Everton,True,75,2,6.4,0,1,0,False,0.0,Fulham,False,Manchester City,1.5
Bobby De Cordova-Reid,Fulham,Manchester City,False,0,0,0.0,0,0,0,False,1.0,Fulham,True,Manchester United,1.36
Bobby De Cordova-Reid,Fulham,Manchester United,True,90,1,0.0,0,0,2,True,9.0,Fulham,False,Crystal Palace,-1.05
Bobby De Cordova-Reid,Fulham,Crystal Palace,False,80,9,13.7,1,1,0,True,2.0,Fulham,True,Southampton,-0.67
Bobby De Cordova-Reid,Fulham,Southampton,True,61,2,2.3,0,0,1,True,3.0,Fulham,False,Leeds United,-2.01
Bobby De Cordova-Reid,Fulham,Leeds United,False,65,3,1.7,0,1,0,True,2.0,Fulham,True,Chelsea,1.22
Bobby De Cordova-Reid,Fulham,Chelsea,True,67,2,0.8,0,0,1,True,3.0,Fulham,False,Wolverhampton,0.28
Bobby De Cordova-Reid,Fulham,Wolverhampton,False,90,3,7.1,0,1,0,False,2.0,Fulham,False,Newcastle United,1.64
Bobby De Cordova-Reid,Fulham,Newcastle United,False,90,2,1.5,0,0,1,True,2.0,Fulham,True,Tottenham,-0.89
Bobby De Cordova-Reid,Fulham,Tottenham,True,86,2,2.3,0,0,1,True,2.0,Fulham,False,Chelsea,0.71
Bobby De Cordova-Reid,Fulham,Chelsea,False,74,2,3.0,0,1,0,True,3.0,Fulham,True,Nottingham Forest,-3.99
Bobby De Cordova-Reid,Fulham,Nottingham Forest,True,84,3,2.2,0,1,0,True,3.0,Fulham,False,Brighton,-0.55
Bobby De Cordova-Reid,Fulham,Brighton,False,90,3,1.1,0,1,0,True,1.0,Fulham,True,Wolverhampton,0.52
Bobby De Cordova-Reid,Fulham,Wolverhampton,True,45,1,3.9,0,0,1,True,1.0,Fulham,False,Brentford,0.07
Bobby De Cordova-Reid,Fulham,Brentford,False,15,1,0.6,0,0,1,False,2.0,Fulham,True,Arsenal,0.97
Bobby De Cordova-Reid,Fulham,Arsenal,True,90,2,4.8,0,0,3,True,2.0,Fulham,False,Bournemouth,3.99
Bobby De Cordova-Reid,Fulham,Bournemouth,False,68,2,3.4,0,0,1,True,8.0,Fulham,True,Brentford,1.56
Bobby De Cordova-Reid,Fulham,Brentford,True,90,8,10.5,1,0,2,False,1.0,Fulham,True,West Ham,-0.79
Bobby De Cordova-Reid,Fulham,West Ham,True,45,1,1.2,0,0,1,True,1.0,Fulham,False,Everton,-0.93
Bobby De Cordova-Reid,Fulham,Everton,False,11,1,1.9,0,0,0,False,2.0,Fulham,True,Leicester City,-2.18
Bobby De Cordova-Reid,Fulham,Leicester City,True,81,2,1.3,0,0,1,True,1.0,Fulham,False,Aston Villa,2.57
Bobby De Cordova-Reid,Fulham,Aston Villa,False,73,1,1.2,0,0,1,False,2.0,Fulham,True,Manchester City,2.68
Bobby De Cordova-Reid,Fulham,Manchester City,True,75,2,0.5,0,0,2,True,1.0,Fulham,False,Liverpool,0.28
Bobby De Cordova-Reid,Fulham,Liverpool,False,19,1,0.7,0,0,0,False,1.0,Fulham,True,Leeds United,0.24
Bobby De Cordova-Reid,Fulham,Leeds United,True,8,1,0.4,0,0,1,False,1.0,Fulham,False,Southampton,-1.16
Bobby De Cordova-Reid,Fulham,Southampton,False,21,1,1.6,0,0,0,False,1.0,Fulham,True,Crystal Palace,0.27
Bobby De Cordova-Reid,Fulham,Crystal Palace,True,10,1,0.0,0,0,1,False,0.0,Fulham,False,Manchester United,0.13
Bobby De Cordova-Reid,Fulham,Manchester United,False,0,0,0.0,0,0,0,False,1.0,Fulham,False,Arsenal,-0.68
Bobby De Cordova-Reid,Fulham,Arsenal,False,90,1,9.0,0,0,2,False,2.0,Fulham,True,Brighton,-2.78
Bobby De Cordova-Reid,Fulham,Brighton,True,90,2,0.8,0,0,1,False,1.0,Fulham,False,Tottenham,1.6
Bobby De Cordova-Reid,Fulham,Tottenham,False,60,1,0.5,0,0,1,False,5.0,Fulham,False,Nottingham Forest,1.93
Bobby De Cordova-Reid,Fulham,Nottingham Forest,False,90,5,4.1,0,0,2,False,7.0,Fulham,True,Newcastle United,3.13
Bobby De Cordova-Reid,Fulham,Newcastle United,True,90,7,7.6,0,0,4,False,,Nott'm Forest,False,Arsenal,1.87
