name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Cheikhou Kouyaté,Nott'm Forest,Aston Villa,2022-10-10,True,MC,90,0,0.05,0,0.0,2,2,0,4.5,0,0,1,False,0.0,0.0,90.0,0,0,0,0,0,2
Cheikhou Kouyaté,Nott'm Forest,Wolverhampton,2022-10-15,False,MC,69,0,0.01,0,0.0,2,1,0,1.8,0,0,1,False,2.0,0.05,79.5,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Brighton,2022-10-18,False,Sub,29,0,0.0,0,0.08,1,0,1,1.7,0,0,0,False,2.0,0.03,62.67,0,0,0,0,0,3
Cheikhou Kouyaté,Nott'm Forest,Liverpool,2022-10-22,True,MC,79,0,0.05,0,0.65,3,1,3,6.2,0,1,0,False,1.67,0.02,66.75,0,0,0,0,0,2
Cheikhou Kouyaté,Nott'm Forest,Arsenal,2022-10-30,False,MC,80,0,0.0,0,0.0,2,0,0,1.4,0,0,5,False,2.0,0.03,69.4,0,0,0,0,0,2
Cheikhou Kouyaté,Nott'm Forest,Brentford,2022-11-05,True,MC,65,0,0.0,0,0.07,2,0,1,2.4,0,0,1,False,2.0,0.02,68.67,0,0,0,0,0,3
Cheikhou Kouyaté,Nott'm Forest,Crystal Palace,2022-11-12,True,MC,70,0,0.0,0,0.0,3,0,0,0.7,0,1,0,True,2.0,0.01,68.86,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Wolverhampton,2023-04-01,True,Sub,4,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,2.2,0.01,60.75,0,0,0,0,0,0
Cheikhou Kouyaté,Nott'm Forest,Leicester City,2023-04-04,False,Sub,26,0,0.0,0,0.04,0,0,1,2.0,0,0,0,False,2.2,0.01,56.89,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Everton,2022-08-20,False,Sub,6,0,0.0,0,0.0,1,0,0,0.4,0,0,1,False,1.6,0.0,51.8,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Aston Villa,2023-04-08,False,MC,31,0,0.01,0,0.0,1,1,0,0.2,0,0,0,True,1.4,0.0,49.91,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Brighton,2023-04-26,True,Sub,25,0,0.0,0,0.0,1,0,0,0.8,0,0,0,False,1.2,0.0,47.83,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Brentford,2023-04-29,False,Sub,24,0,0.0,0,0.0,1,0,0,0.4,0,0,2,False,0.8,0.0,46.0,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Southampton,2023-05-08,True,Sub,20,0,0.0,0,0.0,1,0,0,0.4,0,0,1,False,0.8,0.0,44.14,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Chelsea,2023-05-13,False,Sub,5,0,0.0,0,0.0,1,0,0,0.5,0,0,0,False,1.0,0.0,41.53,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Arsenal,2023-05-20,True,Sub,17,0,0.0,0,0.08,1,0,1,1.7,0,0,0,False,1.0,0.0,40.0,0,0,0,0,0,1
Cheikhou Kouyaté,Nott'm Forest,Crystal Palace,2023-05-28,False,Sub,18,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,1.0,0.0,38.71,0,0,0,0,0,0
Cheikhou Kouyaté,Nott'm Forest,Tottenham,2022-08-28,True,Sub,15,0,0.0,0,0.09,0,0,1,0.3,0,0,1,False,1.0,0.0,37.39,0,0,0,0,0,2
Cheikhou Kouyaté,Nott'm Forest,Manchester City,2022-08-31,False,DC,78,0,0.0,0,0.0,2,0,0,0.5,0,0,5,False,0.8,0.0,39.53,0,0,0,0,0,9
Cheikhou Kouyaté,Nott'm Forest,Bournemouth,2022-09-03,True,MC,75,1,0.07,0,0.0,9,1,0,5.8,2,0,2,False,1.0,0.0,41.3,0,0,0,0,0,0
Cheikhou Kouyaté,Nott'm Forest,Leeds United,2022-10-03,False,DMC,45,0,0.0,0,0.0,0,0,0,0.3,0,0,3,False,2.6,0.01,41.48,0,0,0,0,0,1
