name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Siriki Dembélé,Bournemouth,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Bournemouth,True,Leeds United,
Siriki Dembélé,Bournemouth,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Bournemouth,False,Fulham,
Siriki Dembélé,Bournemouth,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,1,Bournemouth,True,Southampton,
Siriki Dembélé,Bournemouth,Southampton,2022-10-19,True,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,False,0.0,0.0,1.75,0,0,0,0,0,0,Bournemouth,False,West Ham,
Siriki Dembélé,Bournemouth,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.25,0.0,1.4,0,0,0,0,0,0,Bournemouth,True,Tottenham,
Siriki Dembélé,Bournemouth,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,1.17,0,0,0,0,0,0,Bournemouth,False,Leicester City,
Siriki Dembélé,Bournemouth,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,1.0,0,0,0,0,0,0,Bournemouth,True,Everton,
Siriki Dembélé,Bournemouth,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,0.88,0,0,0,0,0,1,Bournemouth,False,Chelsea,
Siriki Dembélé,Bournemouth,Chelsea,2022-12-27,False,Sub,5,0.0,0.0,0.0,0.08,1,0.0,1.0,2.2,0,0,0,False,0.2,0.0,1.33,0,0,0,0,0,1,Bournemouth,True,Crystal Palace,
Siriki Dembélé,Bournemouth,Crystal Palace,2022-12-31,True,Sub,52,0.0,0.03,0.0,0.18,1,1.0,3.0,5.8,0,0,0,False,0.2,0.0,6.4,0,0,0,0,0,1,Bournemouth,False,Manchester United,
