name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Solly March,Brighton,Manchester United,2022-08-07,False,AMC,90,0,0.05,0,0.0,5,1,0,3.2,0,0,1,False,0.0,0.0,90.0,0,0,0,0,0,2
Solly March,Brighton,Tottenham,2022-10-08,True,DMR,90,0,0.03,0,0.03,2,1,1,2.9,0,0,1,False,5.0,0.05,90.0,0,0,0,0,0,2
Solly March,Brighton,Brentford,2022-10-14,False,MR,90,0,0.58,0,0.1,2,3,3,12.5,0,0,2,False,3.5,0.04,90.0,0,0,0,0,0,3
Solly March,Brighton,Nottingham Forest,2022-10-18,True,AMC,90,0,0.05,0,0.1,3,1,3,8.2,0,1,0,False,3.0,0.22,90.0,0,0,0,0,0,5
Solly March,Brighton,Manchester City,2022-10-22,False,MR,90,0,0.05,1,0.03,5,1,1,5.8,0,0,3,False,3.0,0.18,90.0,0,0,0,0,0,2
Solly March,Brighton,Chelsea,2022-10-29,True,AMR,90,0,0.03,0,0.0,2,1,0,3.9,0,0,1,False,3.4,0.35,90.0,0,0,0,0,0,2
Solly March,Brighton,Wolverhampton,2022-11-05,False,AMR,90,0,0.62,0,0.14,2,3,2,11.4,0,0,2,False,2.8,0.35,90.0,0,0,0,0,0,2
Solly March,Brighton,Aston Villa,2022-11-13,True,AMR,90,0,0.0,0,0.0,2,0,0,0.0,0,0,2,True,2.8,0.47,90.0,0,0,0,0,0,13
Solly March,Brighton,Southampton,2022-12-26,False,AMR,82,1,0.04,1,0.64,13,1,3,12.5,3,0,1,True,2.8,0.35,89.11,0,0,0,0,0,1
Solly March,Brighton,Arsenal,2022-12-31,True,AMR,75,0,0.02,0,0.08,1,1,1,3.0,0,0,4,True,4.8,0.55,87.7,0,0,0,0,0,11
Solly March,Brighton,Everton,2023-01-03,False,AMR,78,1,0.33,0,0.37,11,4,1,12.8,3,1,0,True,4.0,0.34,86.82,0,0,0,0,0,2
