name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Chem Campbell,Wolves,Leicester City,2022-08-06,False,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.08,1.0,Wolves,False,Chelsea,-1.63,-0.72
Chem Campbell,Wolves,Chelsea,2022-10-08,False,Sub,18,0.0,0.02,0.0,0.0,1,1.0,0.0,0.4,0,0,1,False,1.0,0.0,11.5,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,True,Nottingham Forest,,
Chem Campbell,Wolves,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.01,7.67,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,False,Crystal Palace,3.09,
Chem Campbell,Wolves,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.67,0.01,5.75,0.0,0.0,0.0,0.0,0.08,1.0,Wolves,True,Leeds United,-1.61,
Chem Campbell,Wolves,Leeds United,2022-10-23,True,Sub,24,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,False,0.5,0.01,9.4,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,False,Brentford,-1.55,-0.55
Chem Campbell,Wolves,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,7.83,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,True,Brighton,5.19,-0.71
Chem Campbell,Wolves,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,6.71,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,True,Arsenal,1.59,0.36
Chem Campbell,Wolves,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,5.88,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,False,Everton,-1.05,-0.63
Chem Campbell,Wolves,Everton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,5.22,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,True,Manchester United,-0.79,
Chem Campbell,Wolves,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,4.7,0.0,0.0,0.0,0.0,0.08,0.0,Wolves,False,Aston Villa,-2.09,
