name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Tim Iroegbunam,Aston Villa,Bournemouth,False,0,0,0.0,0,0,0,False,0,Aston Villa,False,Nottingham Forest,,
Tim Iroegbunam,Aston Villa,Nottingham Forest,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Chelsea,2.75,-0.25
Tim Iroegbunam,Aston Villa,Chelsea,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Fulham,,1.37
Tim Iroegbunam,Aston Villa,Fulham,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Brentford,-0.37,0.69
Tim Iroegbunam,Aston Villa,Brentford,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Newcastle United,1.88,
Tim Iroegbunam,Aston Villa,Newcastle United,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Manchester United,0.0,
Tim Iroegbunam,Aston Villa,Manchester United,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Brighton,-4.31,-0.39
Tim Iroegbunam,Aston Villa,Brighton,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Liverpool,-0.88,-0.53
Tim Iroegbunam,Aston Villa,Liverpool,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Tottenham,2.01,-0.03
Tim Iroegbunam,Aston Villa,Tottenham,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Wolverhampton,1.52,-0.48
Tim Iroegbunam,Aston Villa,Wolverhampton,True,0,0,0.0,0,0,0,False,0,Aston Villa,True,Everton,-3.07,0.34
Tim Iroegbunam,Aston Villa,Everton,True,0,0,0.0,0,0,0,False,0,Aston Villa,True,Leicester City,-0.17,
Tim Iroegbunam,Aston Villa,Leicester City,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Southampton,1.75,-1.07
Tim Iroegbunam,Aston Villa,Southampton,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Leeds United,-3.62,
Tim Iroegbunam,Aston Villa,Leeds United,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Manchester City,0.58,
Tim Iroegbunam,Aston Villa,Manchester City,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Arsenal,0.71,0.36
Tim Iroegbunam,Aston Villa,Arsenal,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Everton,-0.42,-0.63
Tim Iroegbunam,Aston Villa,Everton,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Crystal Palace,-0.13,
Tim Iroegbunam,Aston Villa,Crystal Palace,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,West Ham,1.86,
Tim Iroegbunam,Aston Villa,West Ham,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Bournemouth,,1.46
Tim Iroegbunam,Aston Villa,Bournemouth,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Chelsea,4.06,-0.72
Tim Iroegbunam,Aston Villa,Chelsea,False,0,0,0.0,0,0,0,False,0,Aston Villa,False,Leeds United,,
Tim Iroegbunam,Aston Villa,Leeds United,False,0,0,0.0,0,0,0,False,0,Aston Villa,False,Crystal Palace,1.07,
Tim Iroegbunam,Aston Villa,Crystal Palace,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Nottingham Forest,,
Tim Iroegbunam,Aston Villa,Nottingham Forest,True,0,0,0.0,0,0,0,False,0,Aston Villa,True,Newcastle United,-3.47,
Tim Iroegbunam,Aston Villa,Newcastle United,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Brentford,0.38,-0.55
Tim Iroegbunam,Aston Villa,Brentford,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Fulham,,-0.3
Tim Iroegbunam,Aston Villa,Fulham,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Manchester United,-1.29,
Tim Iroegbunam,Aston Villa,Manchester United,False,0,0,0.0,0,0,0,False,0,Aston Villa,False,Wolverhampton,,-0.46
Tim Iroegbunam,Aston Villa,Wolverhampton,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Tottenham,,1.07
Tim Iroegbunam,Aston Villa,Tottenham,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Liverpool,0.83,-1.33
Tim Iroegbunam,Aston Villa,Liverpool,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Brighton,-3.72,-0.71
Tim Iroegbunam,Aston Villa,Brighton,True,0,0,0.0,0,0,0,False,0,Aston Villa,True,West Ham,3.13,
Tim Iroegbunam,Aston Villa,West Ham,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Arsenal,2.49,-0.0
Tim Iroegbunam,Aston Villa,Arsenal,False,0,0,0.0,0,0,0,False,0,Aston Villa,True,Manchester City,-0.28,
Tim Iroegbunam,Aston Villa,Manchester City,True,0,0,0.0,0,0,0,False,0,Aston Villa,True,Southampton,-1.35,-0.38
Tim Iroegbunam,Aston Villa,Southampton,True,0,0,0.0,0,0,0,False,0,Aston Villa,False,Leicester City,0.16,
Tim Iroegbunam,Aston Villa,Leicester City,False,0,0,0.0,0,0,0,False,0,Aston Villa,False,Newcastle United,6.5,
