name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Lucas Torreira di Pascua,Arsenal,Crystal Palace,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Liverpool,-1.54
Lucas Torreira di Pascua,Arsenal,Liverpool,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Leicester City,-2.6
Lucas Torreira di Pascua,Arsenal,Leicester City,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Southampton,0.93
Lucas Torreira di Pascua,Arsenal,Southampton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Nottingham Forest,-1.27
Lucas Torreira di Pascua,Arsenal,Nottingham Forest,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Chelsea,-1.61
Lucas Torreira di Pascua,Arsenal,Chelsea,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Wolverhampton,-2.55
Lucas Torreira di Pascua,Arsenal,Wolverhampton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,West Ham,0.89
Lucas Torreira di Pascua,Arsenal,West Ham,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Brighton,-4.25
Lucas Torreira di Pascua,Arsenal,Brighton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Newcastle United,-1.68
Lucas Torreira di Pascua,Arsenal,Newcastle United,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Leeds United,-3.9
Lucas Torreira di Pascua,Arsenal,Leeds United,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Tottenham,0.46
Lucas Torreira di Pascua,Arsenal,Tottenham,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Manchester United,-2.18
Lucas Torreira di Pascua,Arsenal,Manchester United,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Everton,1.49
Lucas Torreira di Pascua,Arsenal,Everton,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Brentford,-0.02
Lucas Torreira di Pascua,Arsenal,Brentford,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Manchester City,0.69
Lucas Torreira di Pascua,Arsenal,Manchester City,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Aston Villa,-0.83
Lucas Torreira di Pascua,Arsenal,Aston Villa,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Leeds United,-1.65
Lucas Torreira di Pascua,Arsenal,Leeds United,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Everton,-2.68
Lucas Torreira di Pascua,Arsenal,Everton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Bournemouth,-1.36
Lucas Torreira di Pascua,Arsenal,Bournemouth,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Fulham,-0.97
Lucas Torreira di Pascua,Arsenal,Fulham,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Crystal Palace,-2.84
Lucas Torreira di Pascua,Arsenal,Crystal Palace,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Leicester City,-3.26
Lucas Torreira di Pascua,Arsenal,Leicester City,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Bournemouth,-5.08
Lucas Torreira di Pascua,Arsenal,Bournemouth,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Liverpool,0.87
Lucas Torreira di Pascua,Arsenal,Liverpool,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,West Ham,-2.34
Lucas Torreira di Pascua,Arsenal,West Ham,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Southampton,-0.96
Lucas Torreira di Pascua,Arsenal,Southampton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Manchester City,2.4
Lucas Torreira di Pascua,Arsenal,Manchester City,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Chelsea,-2.12
Lucas Torreira di Pascua,Arsenal,Chelsea,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Newcastle United,0.23
Lucas Torreira di Pascua,Arsenal,Newcastle United,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Brighton,0.58
Lucas Torreira di Pascua,Arsenal,Brighton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Nottingham Forest,2.82
Lucas Torreira di Pascua,Arsenal,Nottingham Forest,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Wolverhampton,-2.6
Lucas Torreira di Pascua,Arsenal,Wolverhampton,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Fulham,0.88
Lucas Torreira di Pascua,Arsenal,Fulham,True,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Aston Villa,-0.49
Lucas Torreira di Pascua,Arsenal,Aston Villa,True,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Manchester United,1.17
Lucas Torreira di Pascua,Arsenal,Manchester United,False,0,0,0.0,0,0,0,False,0.0,Arsenal,False,Brentford,-0.6
Lucas Torreira di Pascua,Arsenal,Brentford,False,0,0,0.0,0,0,0,False,0.0,Arsenal,True,Tottenham,-1.3
Lucas Torreira di Pascua,Arsenal,Tottenham,True,0,0,0.0,0,0,0,False,,Nott'm Forest,False,Arsenal,1.87
