name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Jairo Riedewald,Crystal Palace,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Leicester City,-0.38
Jairo Riedewald,Crystal Palace,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,1,Crystal Palace,False,Leeds United,2.13
Jairo Riedewald,Crystal Palace,Leeds United,2022-10-15,False,Sub,34,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,False,0.0,0.0,11.33,0.0,0.0,0.0,0.05,0.03,1,Crystal Palace,True,Wolverhampton,-2.67
Jairo Riedewald,Crystal Palace,Wolverhampton,2022-10-18,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.33,0.0,8.75,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Everton,2.41
Jairo Riedewald,Crystal Palace,Everton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.5,0.0,7.0,0.0,0.0,0.0,0.05,0.03,1,Crystal Palace,True,Southampton,0.54
Jairo Riedewald,Crystal Palace,Southampton,2022-10-29,True,Sub,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.4,0.0,6.5,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,West Ham,0.59
Jairo Riedewald,Crystal Palace,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,5.57,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Nottingham Forest,
Jairo Riedewald,Crystal Palace,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,4.88,0.0,0.0,0.0,0.05,0.03,1,Crystal Palace,True,Fulham,
Jairo Riedewald,Crystal Palace,Fulham,2022-12-26,True,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.4,0.0,5.11,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Bournemouth,
Jairo Riedewald,Crystal Palace,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,4.6,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Tottenham,-5.01
Jairo Riedewald,Crystal Palace,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,4.18,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Liverpool,7.24
Jairo Riedewald,Crystal Palace,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,3.83,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Chelsea,2.77
Jairo Riedewald,Crystal Palace,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,3.54,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Manchester United,-0.9
Jairo Riedewald,Crystal Palace,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,3.29,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Newcastle United,1.62
Jairo Riedewald,Crystal Palace,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,3.07,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Manchester United,0.74
Jairo Riedewald,Crystal Palace,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.88,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Brighton,-0.1
Jairo Riedewald,Crystal Palace,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.71,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Brentford,1.96
Jairo Riedewald,Crystal Palace,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.56,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Liverpool,3.6
Jairo Riedewald,Crystal Palace,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.42,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Aston Villa,0.99
Jairo Riedewald,Crystal Palace,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.3,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Manchester City,-0.0
Jairo Riedewald,Crystal Palace,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.19,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Brighton,
Jairo Riedewald,Crystal Palace,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.09,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,False,Arsenal,1.99
Jairo Riedewald,Crystal Palace,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Leeds United,3.21
Jairo Riedewald,Crystal Palace,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,1.92,0.0,0.0,0.0,0.05,0.03,0,Crystal Palace,True,Aston Villa,0.32
