name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Tyrick Mitchell,DEF,Crystal Palace,0,0,1.39,2,5.5,2024-08-24,90,West Ham,0,222969,1,1,True
Tyrick Mitchell,DEF,Crystal Palace,0,1,1.7,0,4.6,2024-09-21,90,Manchester United,0,175982,1,6,True
Tyrick Mitchell,DEF,Crystal Palace,0,0,1.59,2,4.7,2024-08-18,90,Brentford,0,224405,1,1,False
Tyrick Mitchell,DEF,Crystal Palace,0,0,1.53,2,3.0,2024-11-02,90,Wolverhampton,0,179603,1,1,False
Tyrick Mitchell,DEF,Crystal Palace,0,0,0.87,1,1.4,2024-10-05,59,Liverpool,0,172555,1,1,True
Tyrick Mitchell,DEF,Crystal Palace,0,0,0.89,2,2.8,2024-09-28,90,Everton,0,183550,1,1,False
Tyrick Mitchell,DEF,Crystal Palace,0,0,1.23,2,11.6,2024-09-14,88,Leicester City,0,181943,1,4,True
Tyrick Mitchell,DEF,Crystal Palace,0,0,2.27,1,2.0,2024-09-01,90,Chelsea,0,190722,1,2,False
Tyrick Mitchell,DEF,Crystal Palace,0,0,1.56,1,1.0,2024-10-21,73,Nottingham Forest,0,170947,1,2,False
Tyrick Mitchell,DEF,Crystal Palace,0,0,1.83,2,3.1,2024-11-09,90,Fulham,0,178016,1,1,True
Tyrick Mitchell,DEF,Crystal Palace,0,1,0.72,0,2.6,2024-10-27,90,Tottenham,0,163532,1,6,True
