name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Fábio Silva,FWD,Wolves,0,0.0,2024-09-15,0,Newcastle United,20175,0,0,True
Fábio Silva,FWD,Wolves,0,0.0,2024-08-17,0,Arsenal,27869,0,0,False
Fábio Silva,FWD,Wolves,0,0.0,2024-08-25,0,Chelsea,31835,0,0,True
Fábio Silva,FWD,Wolves,0,0.0,2024-10-20,0,Manchester City,13191,0,0,True
Fábio Silva,FWD,Wolves,0,0.0,2024-10-05,0,Brentford,14101,0,0,False
Fábio Silva,FWD,Wolves,0,0.0,2024-11-02,0,Crystal Palace,12189,0,0,True
Fábio Silva,FWD,Wolves,0,0.0,2024-09-21,0,Aston Villa,17476,0,0,False
Fábio Silva,FWD,Wolves,0,0.0,2024-09-28,0,Liverpool,15430,0,0,True
Fábio Silva,FWD,Wolves,0,0.0,2024-11-09,0,Southampton,11839,0,0,True
Fábio Silva,FWD,Wolves,0,0.0,2024-10-26,0,Brighton,12746,0,0,False
Fábio Silva,FWD,Wolves,0,0.0,2024-08-31,0,Nottingham Forest,31428,0,0,False
