name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-08-24,0,Brighton,0,45042,0,0,False
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-08-16,0,Fulham,0,74935,0,0,True
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-10-06,0,Aston Villa,0,22361,0,0,False
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-09-21,0,Crystal Palace,0,26565,0,0,False
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-09-01,0,Liverpool,0,35121,0,0,True
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-11-03,0,Chelsea,0,19877,0,0,True
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-09-14,0,Southampton,0,29321,0,0,False
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-09-29,0,Tottenham,0,24040,0,0,True
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-11-10,0,Leicester City,0,19282,0,0,True
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-10-19,0,Brentford,0,21418,0,0,True
Luke Shaw,DEF,Man Utd,0,0,0.0,0,0.0,2024-10-27,0,West Ham,0,20741,0,0,False
