name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.1,2024-08-17,5,Wolverhampton,199810,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2024-08-24,0,Aston Villa,176166,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,1.9,2024-09-28,1,Leicester City,95619,0,1,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2024-09-15,10,Tottenham,82577,0,1,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2024-08-31,0,Brighton,106691,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.7,2024-10-19,10,Bournemouth,103246,0,1,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,2.3,2024-10-27,5,Liverpool,101196,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,4.9,2024-10-05,59,Southampton,97477,1,1,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.2,2024-11-10,9,Chelsea,97572,0,1,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,1.0,2024-09-22,3,Manchester City,89599,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.6,2024-11-02,19,Newcastle United,98901,0,1,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,4.5,2024-11-23,90,Nottingham Forest,98145,1,1,True
