name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Georginio Rutter,MID,Brighton,0,0,0,0.2,2024-08-24,1,Manchester United,2247,0,1,True
Georginio Rutter,MID,Brighton,1,0,2,5.6,2024-10-06,73,Tottenham,9242,1,11,True
Georginio Rutter,MID,Brighton,0,0,2,3.7,2024-09-22,70,Nottingham Forest,5476,1,2,True
Georginio Rutter,MID,Brighton,0,0,0,0.9,2024-08-31,18,Arsenal,3760,0,1,False
Georginio Rutter,MID,Brighton,0,1,0,5.9,2024-09-14,66,Ipswich Town,4807,1,3,True
Georginio Rutter,MID,Brighton,0,0,4,7.3,2024-09-28,70,Chelsea,5544,1,7,False
Georginio Rutter,MID,Brighton,0,0,2,6.0,2024-11-02,90,Liverpool,160134,1,2,False
Georginio Rutter,MID,Brighton,0,0,1,0.4,2024-11-09,65,Manchester City,159876,1,2,True
Georginio Rutter,MID,Brighton,0,1,0,6.1,2024-10-19,71,Newcastle United,29031,1,6,False
Georginio Rutter,MID,Brighton,0,1,0,7.3,2024-10-26,79,Wolverhampton,115777,1,5,True
