name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-08-17,0,Southampton,0,0,0,23963,0,0,True
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-08-25,0,Bournemouth,0,0,0,28304,0,0,False
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-09-01,0,Tottenham,0,0,0,31236,0,0,True
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-09-28,0,Manchester City,0,0,0,34511,0,0,True
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-09-15,0,Wolverhampton,0,0,0,32854,0,0,False
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-10-19,0,Brighton,0,0,0,34790,0,0,True
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-11-02,0,Arsenal,0,0,0,36443,0,0,True
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-10-27,0,Chelsea,0,0,0,34921,0,0,False
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-10-05,0,Everton,0,0,0,34304,0,0,False
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-11-10,0,Nottingham Forest,0,0,0,35091,0,0,False
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-09-21,0,Fulham,0,0,0,33129,0,0,False
John Ruddy,GK,Newcastle,0,0,0.0,0,2024-11-25,0,West Ham,0,0,0,34597,0,0,True
