name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Alejo Véliz,FWD,Spurs,0,0.0,2024-08-24,0,Everton,1070,0,0,True
Alejo Véliz,FWD,Spurs,0,0.0,2024-08-19,0,Leicester City,1545,0,0,False
Alejo Véliz,FWD,Spurs,0,0.0,2024-09-21,0,Brentford,746,0,0,True
Alejo Véliz,FWD,Spurs,0,0.0,2024-09-15,0,Arsenal,790,0,0,True
Alejo Véliz,FWD,Spurs,0,0.0,2024-09-01,0,Newcastle United,892,0,0,False
Alejo Véliz,FWD,Spurs,0,0.0,2024-09-29,0,Manchester United,719,0,0,False
Alejo Véliz,FWD,Spurs,0,0.0,2024-10-06,0,Brighton,685,0,0,False
Alejo Véliz,FWD,Spurs,0,0.0,2024-11-03,0,Aston Villa,636,0,0,True
Alejo Véliz,FWD,Spurs,0,0.0,2024-11-10,0,Ipswich Town,629,0,0,True
Alejo Véliz,FWD,Spurs,0,0.0,2024-10-19,0,West Ham,668,0,0,True
Alejo Véliz,FWD,Spurs,0,0.0,2024-10-27,0,Crystal Palace,654,0,0,False
