name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Danny Ings,FWD,West Ham,3,5.0,2024-09-14,8,Fulham,121510,0,8,False
Danny Ings,FWD,West Ham,0,2.1,2024-08-17,5,Aston Villa,84653,0,1,True
Danny Ings,FWD,West Ham,0,0.0,2024-09-21,0,Chelsea,186526,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2024-10-05,0,Ipswich Town,278267,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2024-08-24,0,Crystal Palace,107343,0,0,False
Danny Ings,FWD,West Ham,0,0.0,2024-11-02,0,Nottingham Forest,234090,0,0,False
Danny Ings,FWD,West Ham,0,0.0,2024-10-19,0,Tottenham,257400,0,0,False
Danny Ings,FWD,West Ham,0,0.3,2024-09-28,15,Brentford,222670,0,1,False
Danny Ings,FWD,West Ham,0,4.9,2024-11-09,23,Everton,215652,0,1,True
Danny Ings,FWD,West Ham,1,3.5,2024-10-27,19,Manchester United,236829,0,8,True
Danny Ings,FWD,West Ham,0,0.0,2024-08-31,0,Manchester City,108004,0,0,True
