name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Zach Marsh,FWD,Crystal Palace,0,0.0,2024-11-09,0,Fulham,0,0,0,True
Zach Marsh,FWD,Crystal Palace,0,0.0,2024-11-23,0,Aston Villa,14024,0,0,False
