name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-10-21,0,Nottingham Forest,0,11337,0,0,False
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-11-09,0,Fulham,0,10205,0,0,True
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-10-05,0,Liverpool,0,11546,0,0,True
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-11-02,0,Wolverhampton,0,10739,0,0,False
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-08-18,0,Brentford,0,12469,0,0,False
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-10-27,0,Tottenham,0,11236,0,0,True
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-09-21,0,Manchester United,0,12215,0,0,True
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-09-28,0,Everton,0,11871,0,0,False
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-08-24,0,West Ham,0,13440,0,0,True
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-09-01,0,Chelsea,0,12695,0,0,False
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-09-14,0,Leicester City,0,12586,0,0,True
Joel Ward,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-11-23,0,Aston Villa,0,10211,0,0,False
